"","time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource","country"
"37377","2012-08-19T10:04:03.230Z",47.837,-128.452,10,4.5,"mb",402,141.8,NA,0.96,"us","usp000jqgp","2015-03-24T02:23:05.336Z","off the coast of Washington","earthquake",NA,NA,NA,153,"reviewed","us","us","off the coast of Washington"
"37379","2012-08-19T08:13:05.390Z",47.8,-128.749,10,4.5,"mb",18,183.8,NA,1.22,"us","usp000jqgf","2014-11-07T01:48:35.813Z","off the coast of Washington","earthquake",NA,NA,NA,6,"reviewed","us","us","off the coast of Washington"
"37380","2012-08-19T08:07:35.780Z",47.789,-128.619,10,5.6,"mww",546,116.6,NA,0.88,"us","usp000jqge","2015-03-24T01:32:12.842Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","us","us","off the coast of Washington"
"42821","2011-11-18T13:09:00.980Z",48.4693333,-119.6075,11.168,4.6,"md",21,121,0.2138,0.26,"uw","uw10831488","2017-04-02T01:41:47.861Z","Washington","earthquake",0.87,0.94,0.04,21,"reviewed","uw","uw","Washington"
"64252","2009-01-30T13:25:03.760Z",47.7865,-122.5846667,62.24,4.67,"ml",77,27,0.0526,0.52,"uw","uw10763723","2017-04-04T16:48:38.483Z","Seattle-Tacoma urban area, Washington","earthquake",0.83,0.99,0.188,144,"reviewed","uw","uw","Washington"
"66722","2008-09-11T23:26:19.340Z",47.24,-129.14,10,5.2,"mwc",103,147,NA,NA,"us","usp000ggwm","2016-11-10T02:01:31.338Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","pgc","gcmt","off the coast of Washington"
"66723","2008-09-11T23:13:35.600Z",47.921,-128.438,10,5.1,"mwc",118,158.8,NA,1.18,"us","usp000ggwj","2016-11-10T02:01:30.841Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","us","gcmt","off the coast of Washington"
"66725","2008-09-11T21:17:26.820Z",47.514,-128.862,10,4.5,"mb",129,145.5,NA,NA,"us","usp000ggwb","2014-11-07T01:37:11.243Z","off the coast of Washington","earthquake",NA,NA,NA,35,"reviewed","pgc","us","off the coast of Washington"
"80392","2006-10-08T02:48:26.650Z",46.8498333,-121.6001667,1.649,4.5,"md",96,23,NA,0.35,"uw","uw10701498","2017-07-18T00:25:02.143Z","Washington","earthquake",0.336,0.63,0.04,18,"reviewed","uw","uw","Washington"
"86706","2005-10-20T15:27:46.520Z",47.402,-128.978,10,4.5,"ml",48,213.7,NA,NA,"us","usp000e2az","2014-11-07T01:27:27.031Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","pgc","pgc","off the coast of Washington"
"91657","2005-03-01T21:34:26.000Z",47.98,-129.03,10,5,"mwc",198,160.7,NA,NA,"us","usp000dham","2016-11-10T01:02:10.279Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","pgc","hrv","off the coast of Washington"
"91670","2005-03-01T00:32:21.000Z",47.96,-129.1,10,5,"mwc",139,164.1,NA,NA,"us","usp000dh83","2016-11-10T01:02:06.755Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","pgc","hrv","off the coast of Washington"
"91673","2005-02-28T13:50:22.000Z",47.99,-128.97,10,4.9,"mwc",121,152.4,NA,NA,"us","usp000dh6d","2016-11-10T01:02:06.278Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","pgc","hrv","off the coast of Washington"
"91675","2005-02-28T13:23:46.000Z",47.98,-128.96,10,4.6,"mb",63,168.6,NA,NA,"us","usp000dh69","2014-11-07T01:25:05.510Z","off the coast of Washington","earthquake",NA,NA,NA,12,"reviewed","pgc","us","off the coast of Washington"
"91676","2005-02-28T12:49:21.000Z",47.96,-129.04,10,5,"mwc",206,105.6,NA,NA,"us","usp000dh64","2016-11-10T01:02:05.318Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","pgc","hrv","off the coast of Washington"
"103358","2003-04-25T10:02:12.710Z",47.6705,-123.25,50.513,4.8,"md",85,53,NA,0.18,"uw","uw10583988","2017-04-21T17:55:02.879Z","Olympic Peninsula, Washington","earthquake",0.347,0.59,0.04,8,"reviewed","uw","uw","Washington"
"112487","2001-06-10T13:19:11.290Z",47.1675,-123.5025,40.245,5,"md",89,89,NA,0.29,"uw","uw10529683","2016-09-01T18:41:07.280Z","Olympic Peninsula, Washington","earthquake",0.489,0.39,0.03,9,"reviewed","uw","uw","Washington"
"113636","2001-02-28T18:54:32.830Z",47.149,-122.7266667,51.798,6.8,"md",67,31,NA,0.2,"uw","uw10530748","2017-04-26T17:58:44.341Z","Puget Sound region, Washington","earthquake",0.517,0.92,0.03,0,"reviewed","uw","uw","Washington"
"121523","1999-07-03T01:43:54.370Z",47.074,-123.4636667,40.014,5.8,"md",48,85,NA,0.21,"uw","uw10474303","2017-06-05T19:43:09.197Z","Olympic Peninsula, Washington","earthquake",0.085,0.06,0.05,6,"reviewed","uw","uw","Washington"
"129731","1997-06-24T14:23:13.140Z",48.3635,-119.8881667,10.234,4.6,"md",22,102,NA,0.24,"uw","uw10424953","2016-07-23T17:39:52.130Z","Washington","earthquake",0.086,0.11,0.05,13,"reviewed","uw","uw","Washington"
"129740","1997-06-23T19:13:27.010Z",47.5983333,-122.5703333,13.345,4.9,"md",51,20,NA,0.19,"uw","uw10420133","2016-07-23T17:39:37.350Z","Seattle-Tacoma urban area, Washington","earthquake",0.028,0.06,0.06,8,"reviewed","uw","uw","Washington"
"135102","1996-05-03T04:04:22.670Z",47.7608333,-121.876,3.825,5.4,"md",51,40,NA,0.27,"uw","uw10389973","2017-04-26T17:51:58.163Z","Puget Sound region, Washington","earthquake",0.566,2.12,0.03,9,"reviewed","uw","uw","Washington"
"140847","1995-01-29T03:11:22.680Z",47.3866667,-122.3638333,15.449,5,"md",56,23,0.1848,0.17,"uw","uw10366973","2016-11-09T21:46:28.290Z","Seattle-Tacoma urban area, Washington","earthquake",0.042,0.09,0.04,6,"reviewed","uw","uw","Washington"
"158400","1990-12-12T03:20:43.730Z",47.852,-128.721,10,4.7,"mb",NA,NA,NA,0.8,"us","usp0004j0e","2014-11-07T00:47:36.279Z","off the coast of Washington","earthquake",NA,NA,NA,4,"reviewed","us","us","off the coast of Washington"
"161280","1990-04-14T05:33:26.600Z",48.845,-122.1605,11.861,5,"md",23,97,NA,0.21,"uw","uw10257663","2016-07-23T21:50:38.440Z","Washington","earthquake",0.071,0.21,0.07,5,"reviewed","uw","uw","Washington"
"162617","1989-12-24T08:45:58.900Z",46.65,-122.1161667,17.287,4.9,"md",55,40,NA,0.19,"uw","uw10250873","2016-07-24T21:15:43.890Z","Washington","earthquake",0.447,1.05,0.01,8,"reviewed","uw","uw","Washington"
"165087","1989-05-09T18:28:45.500Z",48.2305,-119.8538333,14.594,4.5,"md",24,175,0.2516,0.48,"uw","uw10240943","2016-07-24T20:58:31.790Z","Washington","earthquake",3.457,2.76,0.03,8,"reviewed","uw","uw","Washington"
"165808","1989-03-05T06:42:00.660Z",47.8128333,-123.3568333,45.287,4.5,"md",38,53,NA,0.32,"uw","uw10239378","2016-07-24T20:54:29.050Z","Olympic Peninsula, Washington","earthquake",0.992,1.91,0.01,13,"reviewed","uw","uw","Washington"
"197452","1981-05-28T09:10:45.900Z",46.5253333,-121.394,2.136,5,"md",60,29,NA,0.2,"uw","uw10106318","2016-07-24T22:15:06.230Z","Washington","earthquake",0.425,0.77,0.11,1,"reviewed","uw","uw","Washington"
"197453","1981-05-28T08:56:02.540Z",46.53,-121.3985,1.957,4.6,"md",61,29,NA,0.21,"uw","uw10106248","2016-07-24T22:15:05.310Z","Washington","earthquake",0.453,0.82,0.05,5,"reviewed","uw","uw","Washington"
"197595","1981-05-13T05:00:36.180Z",46.3628333,-122.2481667,9.379,4.5,"md",38,41,0.08679,0.28,"uw","uw10101583","2016-07-24T22:14:19.640Z","Washington","earthquake",0.747,2.01,0.04,15,"reviewed","uw","uw","Washington"
"198351","1981-02-14T06:09:27.210Z",46.3493333,-122.236,5.962,5.2,"md",31,41,NA,0.16,"uw","uw10098863","2016-11-09T21:52:42.463Z","Washington","earthquake",0.456,0.95,0.04,1,"reviewed","uw","uw","Washington"
"198861","1980-12-21T22:46:34.000Z",47.778,-128.74,15,4.6,"mb",NA,NA,NA,NA,"us","usp0001bd4","2014-11-06T23:24:28.205Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","us","us","off the coast of Washington"
"198867","1980-12-21T12:13:12.000Z",47.717,-128.59,15,4.6,"mb",NA,NA,NA,NA,"us","usp0001bcv","2014-11-06T23:24:28.186Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","us","us","off the coast of Washington"
"198869","1980-12-21T01:55:17.200Z",47.807,-128.743,15,4.8,"mb",NA,NA,NA,NA,"us","usp0001bcq","2014-11-06T23:24:28.182Z","off the coast of Washington","earthquake",NA,NA,NA,NA,"reviewed","us","us","off the coast of Washington"
"200863","1980-05-18T22:54:01.330Z",46.2265,-122.1803333,-0.757,4.5,"md",9,128,0.124,0.64,"uw","uw10087768","2016-07-24T21:32:44.760Z","Mount St. Helens area, Washington","other event",0.644,0.94,0.05,1,"reviewed","uw","uw","Washington"
"200867","1980-05-18T15:32:11.430Z",46.2073333,-122.188,1.51,5.7,"md",18,62,0.008296,0.22,"uw","uw10084803","2017-04-13T21:53:02.660Z","Mount St. Helens area, Washington","earthquake",0.682,0.56,0.08,1,"reviewed","uw","uw","Washington"
"200888","1980-05-16T12:34:54.120Z",46.2126667,-122.1966667,0.093,4.7,"md",23,58,0.01569,0.29,"uw","uw10082963","2016-07-24T21:31:43.590Z","Mount St. Helens area, Washington","earthquake",0.998,0.91,0.12,1,"reviewed","uw","uw","Washington"
"200906","1980-05-14T02:18:57.710Z",46.2128333,-122.1765,0.166,4.6,"md",22,63,0.006838,0.22,"uw","uw10081608","2016-07-24T21:28:29.210Z","Mount St. Helens area, Washington","earthquake",0.617,0.53,0.1,1,"reviewed","uw","uw","Washington"
"200914","1980-05-12T20:33:39.610Z",46.2116667,-122.1755,-0.403,4.8,"md",21,62,0.00569,0.14,"uw","uw10081253","2016-07-24T21:28:25.410Z","Mount St. Helens area, Washington","earthquake",0.325,0.38,0.06,1,"reviewed","uw","uw","Washington"
"200923","1980-05-11T04:00:17.960Z",46.2111667,-122.1791667,0.647,4.6,"md",20,61,0.005561,0.19,"uw","uw10080473","2016-07-24T21:28:14.810Z","Mount St. Helens area, Washington","earthquake",0.502,0.36,0.07,1,"reviewed","uw","uw","Washington"
"200930","1980-05-10T12:31:47.590Z",46.2133333,-122.1781667,0.242,4.5,"md",14,114,0.00746,0.2,"uw","uw10080018","2016-07-24T21:28:11.000Z","Mount St. Helens area, Washington","earthquake",0.82,0.61,0.08,1,"reviewed","uw","uw","Washington"
"200938","1980-05-09T18:06:26.540Z",46.214,-122.1745,0.017,4.6,"md",23,63,0.00809,0.19,"uw","uw10079798","2016-07-24T21:28:08.160Z","Mount St. Helens area, Washington","earthquake",0.028,0.02,0.06,1,"reviewed","uw","uw","Washington"
"200939","1980-05-09T07:01:01.110Z",46.2158333,-122.1736667,-1.346,4.7,"md",25,63,0.009993,0.2,"uw","uw10079638","2016-07-24T21:28:05.350Z","Mount St. Helens area, Washington","earthquake",0.028,0.04,0.07,1,"reviewed","uw","uw","Washington"
"200943","1980-05-08T09:03:39.930Z",46.2141667,-122.1791667,0.018,4.6,"md",23,62,0.008423,0.2,"uw","uw10079238","2016-07-24T21:28:01.010Z","Mount St. Helens area, Washington","earthquake",0.538,0.46,0.05,1,"reviewed","uw","uw","Washington"
"200946","1980-05-08T07:48:46.200Z",46.2096667,-122.1766667,-0.323,4.7,"md",24,61,0.003681,0.22,"uw","uw10079183","2016-07-24T21:28:00.390Z","Mount St. Helens area, Washington","earthquake",0.573,0.49,0.06,1,"reviewed","uw","uw","Washington"
"200949","1980-05-07T11:09:17.900Z",46.2165,-122.1948333,0.397,4.7,"md",22,60,0.01666,0.21,"uw","uw10078873","2016-07-24T21:27:56.790Z","Mount St. Helens area, Washington","earthquake",0.509,0.41,0.1,0,"reviewed","uw","uw","Washington"
"200953","1980-05-06T17:04:49.190Z",46.2103333,-122.174,0.689,4.6,"md",18,62,0.004598,0.21,"uw","uw10078678","2016-07-24T21:27:54.050Z","Mount St. Helens area, Washington","earthquake",0.587,0.47,0.07,1,"reviewed","uw","uw","Washington"
"200960","1980-05-05T05:43:04.080Z",46.2095,-122.1785,0.109,4.7,"md",23,61,0.003845,0.17,"uw","uw10078208","2016-07-24T21:27:46.240Z","Mount St. Helens area, Washington","earthquake",0.424,0.42,0.05,1,"reviewed","uw","uw","Washington"
"200967","1980-05-04T11:58:27.430Z",46.2166667,-122.1863333,0.339,4.9,"md",24,50,0.01278,0.3,"uw","uw10077993","2016-07-24T21:27:41.610Z","Mount St. Helens area, Washington","earthquake",0.772,0.64,0.06,1,"reviewed","uw","uw","Washington"
"200977","1980-05-03T05:00:46.420Z",46.2038333,-122.1791667,-0.951,4.5,"md",14,140,0.04105,0.26,"uw","uw10077438","2016-07-24T21:27:35.190Z","Mount St. Helens area, Washington","earthquake",0.064,0.07,0.06,1,"reviewed","uw","uw","Washington"
"200986","1980-05-02T13:02:29.440Z",46.2151667,-122.19,-0.978,4.8,"md",19,72,0.03882,0.27,"uw","uw10077138","2016-07-24T21:27:30.420Z","Mount St. Helens area, Washington","earthquake",0.064,0.09,0.05,1,"reviewed","uw","uw","Washington"
"200992","1980-05-01T19:27:15.650Z",46.1886667,-122.1991667,-1.143,4.6,"md",13,71,0.02627,0.17,"uw","uw10076903","2016-07-24T21:27:25.810Z","Mount St. Helens area, Washington","earthquake",0.135,0.19,0.13,1,"reviewed","uw","uw","Washington"
"200996","1980-05-01T04:46:15.450Z",46.2066667,-122.1793333,-0.873,4.6,"md",15,87,0.04174,0.17,"uw","uw10076793","2016-07-24T21:27:23.680Z","Mount St. Helens area, Washington","earthquake",0.028,0.03,0.04,1,"reviewed","uw","uw","Washington"
"201012","1980-04-30T07:42:09.200Z",46.2095,-122.1816667,-0.036,4.5,"md",13,75,0.04123,0.19,"uw","uw10088283","2016-07-24T21:27:19.610Z","Mount St. Helens area, Washington","earthquake",0.858,0.95,0.05,1,"reviewed","uw","uw","Washington"
"201013","1980-04-30T05:09:02.530Z",46.2096667,-122.1701667,-0.146,4.9,"md",14,63,0.04874,0.08,"uw","uw10088188","2016-07-24T21:27:18.770Z","Mount St. Helens area, Washington","earthquake",0.241,0.31,0.04,1,"reviewed","uw","uw","Washington"
"201022","1980-04-29T06:22:38.510Z",46.2163333,-122.1833333,-0.87,4.6,"md",16,73,0.04334,0.25,"uw","uw10087848","2016-07-24T21:27:13.600Z","Mount St. Helens area, Washington","earthquake",0.05,0.07,0.08,1,"reviewed","uw","uw","Washington"
"201023","1980-04-29T04:24:30.040Z",46.2143333,-122.1796667,0.176,4.8,"md",15,88,0.04456,0.1,"uw","uw10087788","2016-07-24T21:27:13.000Z","Mount St. Helens area, Washington","earthquake",0.472,0.6,0.08,1,"reviewed","uw","uw","Washington"
"201030","1980-04-28T03:49:33.550Z",46.2083333,-122.1891667,0.847,4.9,"md",17,71,0.03599,0.16,"uw","uw10087353","2016-07-24T21:27:06.940Z","Mount St. Helens area, Washington","earthquake",0.566,0.71,0.07,1,"reviewed","uw","uw","Washington"
"201037","1980-04-27T07:26:21.080Z",46.2105,-122.1786667,-0.797,4.9,"md",18,61,0.04353,0.15,"uw","uw10087028","2016-07-24T21:27:04.340Z","Mount St. Helens area, Washington","earthquake",0.036,0.04,0.07,1,"reviewed","uw","uw","Washington"
"201048","1980-04-25T23:20:27.900Z",46.257,-122.18,5,5,"mb",NA,NA,NA,NA,"us","usp00016w3","2014-11-06T23:24:21.137Z","Mount St. Helens area, Washington","earthquake",NA,NA,NA,NA,"reviewed","us","us","Washington"
"201062","1980-04-24T17:34:10.300Z",46.2126667,-122.1825,0.145,4.8,"md",19,61,0.04204,0.17,"uw","uw10085813","2016-07-24T21:26:54.640Z","Mount St. Helens area, Washington","earthquake",0.531,0.61,0.07,1,"reviewed","uw","uw","Washington"
"201071","1980-04-23T15:18:01.010Z",46.2078333,-122.1803333,-0.676,4.5,"md",20,60,0.06398,0.2,"uw","uw10085288","2016-07-24T21:26:48.750Z","Mount St. Helens area, Washington","earthquake",0.072,0.09,0.1,1,"reviewed","uw","uw","Washington"
"201074","1980-04-23T12:30:53.100Z",46.26,-122.012,5,4.5,"mb",NA,NA,NA,NA,"us","usp00016u3","2014-11-06T23:24:20.899Z","Washington","earthquake",NA,NA,NA,NA,"reviewed","us","us","Washington"
"201075","1980-04-22T19:28:18.710Z",46.2026667,-122.182,-0.523,5,"md",21,57,0.03886,0.18,"uw","uw10084513","2016-07-24T21:26:43.420Z","Mount St. Helens area, Washington","earthquake",0.439,0.62,0.07,1,"reviewed","uw","uw","Washington"
"201085","1980-04-21T15:13:54.630Z",46.2083333,-122.1738333,-0.679,4.8,"md",16,61,0.05919,0.1,"uw","uw10083803","2016-07-24T21:26:37.530Z","Mount St. Helens area, Washington","earthquake",0.042,0.05,0.13,1,"reviewed","uw","uw","Washington"
"201095","1980-04-20T19:19:32.870Z",46.2106667,-122.1785,0.637,5.1,"md",21,61,0.04371,0.21,"uw","uw10083418","2016-07-24T21:26:34.070Z","Mount St. Helens area, Washington","earthquake",0.509,0.56,0.08,1,"reviewed","uw","uw","Washington"
"201103","1980-04-19T22:28:28.200Z",46.2098333,-122.1811667,0.838,4.8,"md",19,60,0.04168,0.18,"uw","uw10082908","2016-07-24T21:26:28.640Z","Mount St. Helens area, Washington","earthquake",0.516,0.74,0.13,1,"reviewed","uw","uw","Washington"
"201108","1980-04-18T22:27:14.480Z",46.2081667,-122.1778333,1.067,4.6,"md",19,60,0.04322,0.16,"uw","uw10082448","2016-07-24T21:26:24.650Z","Mount St. Helens area, Washington","earthquake",0.524,0.52,0.09,1,"reviewed","uw","uw","Washington"
"201109","1980-04-18T21:16:02.120Z",46.208,-122.1825,-0.223,5,"md",22,59,0.04013,0.19,"uw","uw10082403","2016-07-24T21:26:24.290Z","Mount St. Helens area, Washington","earthquake",0.46,0.73,0.09,1,"reviewed","uw","uw","Washington"
"201115","1980-04-18T00:53:40.440Z",46.2131667,-122.1835,-0.803,4.7,"md",23,61,0.04166,0.21,"uw","uw10081973","2016-07-24T21:26:19.730Z","Mount St. Helens area, Washington","earthquake",0.042,0.08,0.08,1,"reviewed","uw","uw","Washington"
"201119","1980-04-17T17:43:22.580Z",46.2131667,-122.186,-0.263,5,"md",20,62,0.04014,0.16,"uw","uw10081828","2016-07-24T21:26:17.640Z","Mount St. Helens area, Washington","earthquake",0.382,0.56,0.11,1,"reviewed","uw","uw","Washington"
"201127","1980-04-17T04:26:15.940Z",46.2076667,-122.1816667,-0.183,4.7,"md",20,59,0.04055,0.2,"uw","uw10081653","2016-07-24T21:26:15.710Z","Mount St. Helens area, Washington","earthquake",0.446,0.75,0.12,1,"reviewed","uw","uw","Washington"
"201132","1980-04-16T15:40:23.540Z",46.2136667,-122.1761667,2.363,4.6,"md",24,63,0.04642,0.22,"uw","uw10081488","2016-07-24T21:26:14.210Z","Mount St. Helens area, Washington","earthquake",0.057,0.09,0.11,1,"reviewed","uw","uw","Washington"
"201133","1980-04-16T15:22:05.540Z",46.2118333,-122.186,-0.897,4.8,"md",25,60,0.0395,0.2,"uw","uw10081453","2016-07-24T21:26:13.880Z","Mount St. Helens area, Washington","earthquake",0.042,0.07,0.09,1,"reviewed","uw","uw","Washington"
"201139","1980-04-15T17:54:54.160Z",46.2128333,-122.181,-0.517,5,"md",22,62,0.04305,0.27,"uw","uw10081238","2016-07-24T21:26:11.280Z","Mount St. Helens area, Washington","earthquake",0.608,0.87,0.08,1,"reviewed","uw","uw","Washington"
"201144","1980-04-15T06:58:22.280Z",46.2106667,-122.2008333,0.783,4.7,"md",22,57,0.06416,0.36,"uw","uw10081028","2016-07-24T21:26:08.730Z","Mount St. Helens area, Washington","earthquake",0.907,1.02,0.13,1,"reviewed","uw","uw","Washington"
"201147","1980-04-15T00:37:05.370Z",46.2086667,-122.1838333,1.477,4.5,"md",16,59,0.03952,0.22,"uw","uw10080973","2016-07-24T21:26:07.490Z","Mount St. Helens area, Washington","earthquake",0.072,0.14,0.11,1,"reviewed","uw","uw","Washington"
"201153","1980-04-14T13:49:03.760Z",46.2035,-122.1973333,0.515,5.2,"md",21,55,0.0289,0.19,"uw","uw10080808","2016-07-24T21:26:05.760Z","Mount St. Helens area, Washington","earthquake",0.042,0.05,0.13,1,"reviewed","uw","uw","Washington"
"201160","1980-04-14T06:59:22.380Z",46.2095,-122.1921667,1.083,4.9,"md",23,58,0.03462,0.26,"uw","uw10080568","2016-07-24T21:26:03.580Z","Mount St. Helens area, Washington","earthquake",0.729,0.74,0.12,1,"reviewed","uw","uw","Washington"
"201163","1980-04-13T18:58:21.630Z",46.2098333,-122.1833333,-0.728,4.9,"md",21,60,0.05968,0.15,"uw","uw10080288","2016-07-24T21:26:00.160Z","Mount St. Helens area, Washington","earthquake",0.014,0.02,0.04,1,"reviewed","uw","uw","Washington"
"201165","1980-04-13T17:35:41.650Z",46.2036667,-122.1931667,-0.785,4.5,"md",21,56,0.03168,0.2,"uw","uw10080253","2016-07-24T21:25:59.880Z","Mount St. Helens area, Washington","earthquake",0.46,0.61,0.04,1,"reviewed","uw","uw","Washington"
"201169","1980-04-13T08:36:18.750Z",46.2115,-122.1803333,1.003,4.8,"md",21,61,0.04288,0.15,"uw","uw10080038","2016-07-24T21:25:58.020Z","Mount St. Helens area, Washington","earthquake",0.396,0.4,0.08,1,"reviewed","uw","uw","Washington"
"201177","1980-04-12T22:29:12.020Z",46.2185,-122.1978333,0.984,4.6,"md",20,60,0.03664,0.23,"uw","uw10079868","2016-07-24T21:25:55.740Z","Mount St. Helens area, Washington","earthquake",0.05,0.07,0.07,1,"reviewed","uw","uw","Washington"
"201185","1980-04-12T05:16:22.210Z",46.2165,-122.1745,-0.877,4.7,"md",24,63,0.04874,0.28,"uw","uw10079688","2016-07-24T21:25:53.840Z","Mount St. Helens area, Washington","earthquake",0.092,0.11,0.1,1,"reviewed","uw","uw","Washington"
"201186","1980-04-11T23:51:59.860Z",46.2081667,-122.168,-0.907,5,"md",22,63,0.0497,0.24,"uw","uw10079573","2016-07-24T21:25:52.440Z","Mount St. Helens area, Washington","earthquake",0.064,0.08,0.11,1,"reviewed","uw","uw","Washington"
"201194","1980-04-11T04:45:22.020Z",46.2183333,-122.1778333,1.063,4.7,"md",21,64,0.04764,0.21,"uw","uw10079038","2016-07-24T21:25:44.640Z","Mount St. Helens area, Washington","earthquake",0.65,0.63,0.13,1,"reviewed","uw","uw","Washington"
"201200","1980-04-10T14:16:15.120Z",46.2086667,-122.1831667,-0.887,4.7,"md",25,47,0.03994,0.4,"uw","uw10078648","2016-07-24T21:25:41.870Z","Mount St. Helens area, Washington","earthquake",0.064,0.1,0.09,1,"reviewed","uw","uw","Washington"
"201209","1980-04-10T00:44:15.510Z",46.2216667,-122.1845,-0.907,4.9,"md",26,61,0.04574,0.25,"uw","uw10078448","2016-07-24T21:25:40.130Z","Mount St. Helens area, Washington","earthquake",0.042,0.06,0.06,1,"reviewed","uw","uw","Washington"
"201210","1980-04-10T00:25:47.890Z",46.2146667,-122.168,-0.935,4.8,"md",18,65,0.05199,0.22,"uw","uw10078418","2016-07-24T21:25:39.820Z","Mount St. Helens area, Washington","earthquake",0.117,0.16,0.08,1,"reviewed","uw","uw","Washington"
"201215","1980-04-09T18:19:26.900Z",46.214,-122.1725,-0.844,4.7,"md",12,102,0.1908,0.17,"uw","uw10078363","2016-07-24T21:25:39.250Z","Mount St. Helens area, Washington","earthquake",0.103,1.37,0.13,1,"reviewed","uw","uw","Washington"
"201218","1980-04-09T10:13:19.820Z",46.1921667,-122.1845,-0.902,4.7,"md",15,84,0.03604,0.34,"uw","uw10078313","2016-07-24T21:25:38.280Z","Mount St. Helens area, Washington","earthquake",0.184,0.21,0.12,1,"reviewed","uw","uw","Washington"
"201220","1980-04-09T09:01:44.220Z",46.202,-122.1836667,1.16,4.5,"md",19,57,0.03757,0.23,"uw","uw10078288","2016-07-24T21:25:37.970Z","Mount St. Helens area, Washington","earthquake",0.722,0.81,0.12,1,"reviewed","uw","uw","Washington"
"201225","1980-04-08T19:29:02.910Z",46.2098333,-122.1958333,-0.561,5.1,"md",19,63,0.03255,0.39,"uw","uw10077923","2016-07-24T21:25:35.450Z","Mount St. Helens area, Washington","earthquake",1.374,1.85,0.07,1,"reviewed","uw","uw","Washington"
"201228","1980-04-08T06:07:04.520Z",46.2058333,-122.1801667,-0.605,4.8,"md",16,59,0.06277,0.14,"uw","uw10077733","2016-07-24T21:25:32.960Z","Mount St. Helens area, Washington","earthquake",0.432,0.64,0.05,1,"reviewed","uw","uw","Washington"
"201233","1980-04-07T15:05:32.700Z",46.2171667,-122.1816667,2.732,5.1,"md",15,72,0.09119,0.24,"uw","uw10077483","2016-07-24T21:25:29.860Z","Mount St. Helens area, Washington","earthquake",1.018,8.13,0.14,1,"reviewed","uw","uw","Washington"
"201234","1980-04-07T06:45:18.910Z",46.213,-122.1823333,-0.752,4.8,"md",20,61,0.0423,0.29,"uw","uw10077303","2016-07-24T21:25:28.040Z","Mount St. Helens area, Washington","earthquake",0.072,0.09,0.06,1,"reviewed","uw","uw","Washington"
"201239","1980-04-06T06:58:04.310Z",46.2105,-122.1871667,-0.776,5.1,"md",18,59,0.03817,0.29,"uw","uw10077058","2016-07-24T21:25:24.000Z","Mount St. Helens area, Washington","earthquake",0.05,0.07,0.05,1,"reviewed","uw","uw","Washington"
"201246","1980-04-05T16:42:05.530Z",46.2156667,-122.1998333,1.136,4.7,"md",20,48,0.03371,0.48,"uw","uw10076998","2016-07-24T21:25:23.100Z","Mount St. Helens area, Washington","earthquake",0.106,0.13,0.11,1,"reviewed","uw","uw","Washington"
"201248","1980-04-05T13:46:55.910Z",46.2061667,-122.1998333,0.906,4.5,"md",14,81,0.02837,0.22,"uw","uw10076983","2016-07-24T21:25:22.710Z","Mount St. Helens area, Washington","earthquake",0.786,0.91,0.03,1,"reviewed","uw","uw","Washington"
"201252","1980-04-04T21:40:44.700Z",46.2216667,-122.1855,-0.376,4.9,"md",20,64,0.04519,0.18,"uw","uw10076833","2016-07-24T21:25:20.790Z","Mount St. Helens area, Washington","earthquake",0.028,0.04,0.05,1,"reviewed","uw","uw","Washington"
"201255","1980-04-04T13:45:05.690Z",46.2086667,-122.181,-0.027,4.9,"md",16,60,0.04134,0.18,"uw","uw10076803","2016-07-24T21:25:20.140Z","Mount St. Helens area, Washington","earthquake",0.532,0.75,0.12,1,"reviewed","uw","uw","Washington"
"201263","1980-04-03T23:57:51.930Z",46.2123333,-122.1865,-0.886,5,"md",20,60,0.03943,0.36,"uw","uw10076748","2016-07-24T21:25:18.640Z","Mount St. Helens area, Washington","earthquake",0.071,0.11,0.07,1,"reviewed","uw","uw","Washington"
"201272","1980-04-03T09:35:26.880Z",46.2268333,-122.1718333,-0.886,5.1,"md",18,69,0.04099,0.35,"uw","uw10076633","2016-07-24T21:25:17.360Z","Mount St. Helens area, Washington","earthquake",0.057,0.09,0.06,1,"reviewed","uw","uw","Washington"
"201274","1980-04-03T02:43:19.370Z",46.2083333,-122.189,-0.876,4.8,"md",20,57,0.03609,0.29,"uw","uw10076588","2016-07-24T21:25:16.730Z","Mount St. Helens area, Washington","earthquake",0.05,0.08,0.06,1,"reviewed","uw","uw","Washington"
