"","time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource","country"
"6071","2016-11-14T19:40:41.240Z",53.7062,-163.3695,28.78,4.5,"mb",NA,160,1.153,0.98,"us","us100077tw","2017-02-09T03:02:27.040Z","127km S of False Pass, Alaska","earthquake",7.3,5.9,0.044,150,"reviewed","us","us","Alaska"
"6086","2016-11-14T10:12:17.670Z",51.7832,-176.0049,72.76,5,"mb",NA,99,0.433,0.87,"us","us100077mi","2017-02-09T03:02:26.040Z","46km ESE of Adak, Alaska","earthquake",6.8,6.7,0.034,374,"reviewed","us","us","Alaska"
"6103","2016-11-14T02:13:34.150Z",51.0381,178.7987,23.15,5.2,"mb",NA,138,0.463,0.89,"us","us1000796d","2017-02-09T03:02:25.040Z","103km SSE of Little Sitkin Island, Alaska","earthquake",7.9,5.7,0.075,58,"reviewed","us","us","Alaska"
"6104","2016-11-14T02:12:17.470Z",51.0735,178.8402,34.26,5.6,"mww",NA,59,0.419,0.97,"us","us100077jc","2017-02-09T03:02:25.040Z","100km SSE of Little Sitkin Island, Alaska","earthquake",5.7,3.5,NA,NA,"reviewed","us","us","Alaska"
"6218","2016-11-12T21:52:36.711Z",57.0687,-157.6624,10.3,5.2,"ml",NA,NA,NA,0.77,"ak","ak14320353","2017-02-09T03:02:20.040Z","112km NE of Chignik Lake, Alaska","earthquake",NA,0.2,NA,NA,"reviewed","ak","ak","Alaska"
"6233","2016-11-11T08:13:45.620Z",52.7003,174.4873,96.07,5.3,"mb",NA,105,0.235,0.76,"us","us100076ty","2017-02-09T03:02:18.040Z","25km E of Shemya Island, Alaska","earthquake",8.9,4.6,0.07,69,"reviewed","us","us","Alaska"
"6281","2016-11-08T07:32:20.540Z",51.8989,-178.8613,94.62,5,"mb",NA,88,1.06,1.26,"us","us1000768y","2017-02-02T02:21:03.040Z","49km W of Tanaga Volcano, Alaska","earthquake",7.6,5.4,0.07,65,"reviewed","us","us","Alaska"
"6364","2016-11-03T08:53:52.090Z",53.2063,-169.304,106.91,4.6,"mb",NA,63,0.358,0.98,"us","us100073wz","2017-01-24T02:02:16.040Z","41km NW of Nikolski, Alaska","earthquake",7.6,5.5,0.073,56,"reviewed","us","us","Alaska"
"6461","2016-10-28T08:36:33.420Z",53.6387,-163.2481,28.39,4.9,"mb",NA,165,1.224,0.88,"us","us100072lm","2017-01-24T02:02:07.040Z","135km S of False Pass, Alaska","earthquake",4,6.4,0.061,84,"reviewed","us","us","Alaska"
"6466","2016-10-28T01:31:28.960Z",51.6823,-173.5248,38.83,5,"mb",NA,71,1.624,0.78,"us","us100072iu","2017-01-24T02:02:06.040Z","73km SE of Atka, Alaska","earthquake",8.3,5.5,0.026,486,"reviewed","us","us","Alaska"
"6472","2016-10-27T12:44:59.850Z",53.6518,-163.2971,18.81,5.1,"mww",NA,63,1.209,1.17,"us","us100072c6","2017-01-20T00:31:09.040Z","133km S of False Pass, Alaska","earthquake",7.3,3.9,NA,NA,"reviewed","us","us","Alaska"
"6473","2016-10-27T11:53:17.190Z",53.5855,-163.265,13.89,5.9,"mww",NA,68,1.276,0.97,"us","us100072bs","2017-01-20T00:31:09.040Z","141km S of False Pass, Alaska","earthquake",6.9,3.3,NA,NA,"reviewed","us","us","Alaska"
"6478","2016-10-27T00:58:29.240Z",53.6458,-163.6719,18.21,4.9,"mb",NA,160,1.222,0.91,"us","us10007286","2017-01-20T00:31:08.040Z","135km S of False Pass, Alaska","earthquake",5.7,4.9,0.048,136,"reviewed","us","us","Alaska"
"6553","2016-10-22T16:42:18.620Z",52.2111,-177.1592,126.74,4.7,"mb",NA,77,0.441,1.24,"us","us20007g47","2017-01-20T00:31:02.040Z","50km NW of Adak, Alaska","earthquake",8.6,5.6,0.045,151,"reviewed","us","us","Alaska"
"6580","2016-10-20T11:23:51.860Z",52.5931,-172.6846,130.58,4.9,"mb",NA,138,1.712,1.17,"us","us20007fka","2017-01-15T01:13:51.040Z","97km W of Amukta Island, Alaska","earthquake",8.5,7.8,0.054,106,"reviewed","us","us","Alaska"
"6599","2016-10-18T19:24:15.200Z",52.8406,-168.8235,53.66,4.5,"mb",NA,167,0.133,1.17,"us","us20007f5p","2017-01-15T01:13:53.040Z","11km SSE of Nikolski, Alaska","earthquake",7,6.5,0.049,122,"reviewed","us","us","Alaska"
"6621","2016-10-17T10:55:21.140Z",53.6617,-164.8603,43.08,4.5,"mb",NA,155,0.718,1.34,"us","us20007es3","2017-01-15T01:14:00.040Z","79km SE of Akutan, Alaska","earthquake",7.2,8.3,0.064,72,"reviewed","us","us","Alaska"
"6817","2016-10-05T07:00:55.410Z",51.9659,178.449,111.75,4.6,"mb",NA,73,0.04,0.89,"us","us10006v3s","2017-01-03T21:10:45.040Z","4km WNW of Little Sitkin Island, Alaska","earthquake",9.6,5.6,0.046,140,"reviewed","us","us","Alaska"
"6853","2016-10-01T22:07:55.820Z",52.7233,-162.8066,28.41,5,"mww",NA,73,2.004,0.85,"us","us10006ufy","2017-01-03T21:10:40.040Z","240km S of False Pass, Alaska","earthquake",5.7,4.1,NA,NA,"reviewed","us","us","Alaska"
"6981","2016-09-26T00:40:40.210Z",52.7446,-167.1087,45.53,4.6,"mb",NA,124,0.824,0.97,"us","us10006smr","2016-12-14T03:17:50.040Z","120km E of Nikolski, Alaska","earthquake",5.3,5.9,0.034,267,"reviewed","us","us","Alaska"
"7059","2016-09-23T08:59:18.000Z",53.4557,-163.4987,12.9,4.7,"mb",NA,NA,NA,1.33,"us","us10006rxc","2016-12-14T03:17:44.040Z","155km S of False Pass, Alaska","earthquake",4.9,2.9,0.06,84,"reviewed","ak","us","Alaska"
"7185","2016-09-18T04:43:47.620Z",53.5876,-165.4828,49.69,4.8,"mb",NA,163,0.538,0.86,"us","us10006qlh","2016-12-12T23:01:28.040Z","63km SSE of Akutan, Alaska","earthquake",5.4,6.1,0.035,258,"reviewed","us","us","Alaska"
"7240","2016-09-15T16:54:02.200Z",53.7017,-164.152,37.46,4.7,"mb",NA,91,0.908,1.08,"us","us10006r7j","2016-12-07T02:56:16.040Z","116km ESE of Akutan, Alaska","earthquake",5.1,6.9,0.056,98,"reviewed","us","us","Alaska"
"7404","2016-09-07T01:36:49.580Z",51.5273,-173.4949,42.06,4.8,"mb",NA,140,0.836,1.2,"us","us10006mkv","2016-12-03T02:54:46.040Z","88km SSE of Atka, Alaska","earthquake",6.1,7.4,0.032,299,"reviewed","us","us","Alaska"
"7425","2016-09-06T02:58:04.300Z",55.4035,-162.1145,152.37,4.7,"mb",NA,85,0.073,1.03,"us","us10006ll6","2016-12-03T02:54:44.040Z","45km ENE of Cold Bay, Alaska","earthquake",6.1,3.1,0.093,35,"reviewed","us","us","Alaska"
"7478","2016-09-04T01:33:27.280Z",51.9144,175.2523,44.44,4.5,"mb",NA,164,1.079,0.5,"us","us10006k82","2016-12-03T02:54:40.040Z","67km SW of Buldir Island, Alaska","earthquake",8.2,8,0.047,132,"reviewed","us","us","Alaska"
"7715","2016-08-27T15:14:06.960Z",55.8119,-158.3718,14.57,5.1,"mb",NA,49,0.491,0.94,"us","us20006ukd","2016-11-29T01:28:42.040Z","55km SSE of Chignik Lake, Alaska","earthquake",3.6,3.7,0.058,96,"reviewed","us","us","Alaska"
"7719","2016-08-27T08:24:07.000Z",53.1434,-166.7384,25.6,4.5,"mb",NA,194,NA,1.44,"us","us20006uhu","2016-11-29T01:28:42.040Z","82km S of Unalaska, Alaska","earthquake",3.9,4.9,0.071,58,"reviewed","ak","us","Alaska"
"7747","2016-08-25T23:13:27.440Z",52.1015,177.2711,35,4.6,"mb",NA,100,1.455,0.71,"us","us20006u2u","2016-11-19T04:58:40.040Z","22km W of Kiska Volcano, Alaska","earthquake",8.7,1.9,0.036,235,"reviewed","us","us","Alaska"
"7763","2016-08-25T05:03:32.880Z",51.9806,175.1537,39.7,4.7,"mb",NA,107,0.989,0.74,"us","us20006trx","2016-11-19T04:58:39.040Z","67km SW of Buldir Island, Alaska","earthquake",6.6,6.8,0.039,202,"reviewed","us","us","Alaska"
"7806","2016-08-23T02:37:08.440Z",50.9214,177.744,33.47,4.7,"mb",NA,187,1.081,0.8,"us","us10006fxe","2016-11-19T04:58:35.040Z","125km SSW of Little Sitkin Island, Alaska","earthquake",7.8,6.5,0.036,241,"reviewed","us","us","Alaska"
"8087","2016-08-14T16:28:55.600Z",51.5437,179.5022,65,5.6,"mww",NA,27,0.209,0.93,"us","us10006ds7","2016-11-15T02:21:49.040Z","45km S of Semisopochnoi Island, Alaska","earthquake",6.9,1.8,NA,NA,"reviewed","us","us","Alaska"
"8105","2016-08-14T04:05:35.540Z",52.109,-171.61,61.36,4.5,"mb",NA,62,1.27,0.69,"us","us10006dpm","2016-11-15T02:21:48.040Z","48km SSW of Amukta Island, Alaska","earthquake",7.5,5.6,0.034,249,"reviewed","us","us","Alaska"
"8428","2016-07-27T00:50:05.090Z",52.81,-166.7104,9.63,4.7,"mb",NA,171,0.941,1.36,"us","us20006hzk","2016-09-24T22:47:21.040Z","118km S of Unalaska, Alaska","earthquake",4.4,4.4,0.043,167,"reviewed","us","us","Alaska"
"8434","2016-07-26T19:46:31.610Z",52.8329,-166.7743,17,5.4,"mww",NA,57,0.897,1.15,"us","us20006hxb","2016-11-10T22:17:38.445Z","116km S of Unalaska, Alaska","earthquake",4.2,1.7,NA,NA,"reviewed","us","us","Alaska"
"8435","2016-07-26T19:46:30.000Z",52.7927,-166.7068,10,4.8,"ml",59,205.1999836,0.9495193,0.75,"ak","ak13802555","2016-08-08T22:36:16.232Z","120km S of Unalaska, Alaska","earthquake",0.7,1,NA,23,"reviewed","ak","ak","Alaska"
"8502","2016-07-23T09:59:01.000Z",58.4734,-156.4568,203.6,5.6,"ml",NA,NA,NA,1.17,"ak","ak13792823","2016-11-10T22:17:29.122Z","26km SSE of King Salmon, Alaska","earthquake",0.4,0.3,NA,NA,"reviewed","ak","ak","Alaska"
"8771","2016-07-10T13:02:52.340Z",52.838,-166.7949,32.38,4.6,"mb",NA,138,0.884,0.83,"us","us100062dc","2016-09-08T01:50:26.040Z","116km S of Unalaska, Alaska","earthquake",4.4,4.8,0.061,81,"reviewed","us","us","Alaska"
"8791","2016-07-09T08:35:02.000Z",65.7005,-166.1294,27.4,4.8,"ml",NA,NA,NA,0.97,"ak","ak13745020","2016-09-08T01:50:24.040Z","62km S of Shishmaref, Alaska","earthquake",2.1,1.8,NA,NA,"reviewed","ak","ak","Alaska"
"8867","2016-07-04T18:40:44.450Z",52.6586,172.76,35.1,5.3,"mb",NA,77,0.818,0.78,"us","us10005zvt","2016-09-02T21:36:37.040Z","35km SW of Attu Station, Alaska","earthquake",7.4,5.2,0.032,319,"reviewed","us","us","Alaska"
"8895","2016-07-03T16:13:34.420Z",51.614,-178.4788,37.49,5.3,"mb",NA,35,0.235,0.69,"us","us10005zmh","2016-09-02T21:36:35.040Z","38km SW of Tanaga Volcano, Alaska","earthquake",4.9,3.9,0.022,684,"reviewed","us","us","Alaska"
"8953","2016-06-29T17:19:18.250Z",50.5155,-175.6546,10,5,"mb",NA,81,1.428,0.7,"us","us200067zz","2016-08-31T03:08:22.040Z","167km SSE of Adak, Alaska","earthquake",5.4,1.8,0.024,562,"reviewed","us","us","Alaska"
"8956","2016-06-29T12:25:44.450Z",54.9183,-161.9014,70.31,4.6,"mww",NA,144,0.288,1.17,"us","us200067y8","2016-08-31T03:08:22.040Z","60km ESE of Cold Bay, Alaska","earthquake",5,3.3,NA,NA,"reviewed","us","us","Alaska"
"8964","2016-06-29T08:37:22.940Z",56.3108,-161.8025,199.53,5.3,"mww",NA,15,0.625,1.07,"us","us200067vg","2016-08-31T03:08:22.040Z","135km NW of Sand Point, Alaska","earthquake",5.8,3.8,NA,NA,"reviewed","us","us","Alaska"
"9083","2016-06-24T09:23:03.630Z",51.2233,179.4106,46.52,4.9,"mb",NA,111,0.168,0.76,"us","us200066f8","2016-08-31T03:08:13.040Z","82km S of Semisopochnoi Island, Alaska","earthquake",5.6,3.5,0.027,439,"reviewed","us","us","Alaska"
"9224","2016-06-18T01:12:49.580Z",53.5727,-163.5088,10,5,"mb",NA,63,1.083,0.97,"us","us2000656w","2016-08-27T02:15:27.040Z","142km S of False Pass, Alaska","earthquake",5,1.8,0.033,297,"reviewed","us","us","Alaska"
"9253","2016-06-15T21:26:52.640Z",53.632,-163.3002,24.15,4.6,"mb",NA,165,1.047,0.95,"us","us200064n5","2016-08-25T01:22:58.040Z","135km S of False Pass, Alaska","earthquake",4,2.9,0.128,18,"reviewed","us","us","Alaska"
"9272","2016-06-14T17:13:27.520Z",51.6279,-177.0529,54.19,5.1,"mb",NA,57,0.175,1.21,"us","us200064cs","2016-08-25T01:22:56.040Z","39km SW of Adak, Alaska","earthquake",4.8,3.1,0.025,504,"reviewed","us","us","Alaska"
"9470","2016-06-03T07:01:20.740Z",55.4174,-158.4332,44.41,4.7,"mb",NA,121,0.799,1.21,"us","us200061mq","2016-08-18T00:36:28.040Z","95km SSE of Chignik Lake, Alaska","earthquake",4.9,6.4,0.054,103,"reviewed","us","us","Alaska"
"9503","2016-06-01T07:17:29.250Z",51.1075,-179.683,52.46,4.6,"mb",NA,139,0.704,1.04,"us","us20005zjb","2016-08-10T22:30:30.040Z","43km WSW of Amatignak Island, Alaska","earthquake",7.8,6.7,0.037,214,"reviewed","us","us","Alaska"
"9506","2016-05-31T20:51:22.150Z",55.3979,-158.5143,37.54,5.7,"mww",NA,26,0.839,0.72,"us","us20005zfx","2016-11-10T22:16:03.432Z","95km NE of Chernabura Island, Alaska","earthquake",3,3.7,NA,NA,"reviewed","us","us","Alaska"
"9668","2016-05-21T11:34:09.000Z",62.3598,-152.4626,143.5,4.5,"ml",NA,NA,NA,0.64,"ak","ak13598933","2016-08-03T22:33:40.040Z","121km W of Talkeetna, Alaska","earthquake",0.3,0.3,NA,NA,"reviewed","ak","ak","Alaska"
"9721","2016-05-18T03:25:48.000Z",65.299,-151.093,12,4.6,"Ml",53,61.2,0,1.11,"at","at00o7cs70","2016-05-27T01:59:09.782Z","39km NNW of Manley Hot Springs, Alaska","earthquake",0,0,NA,25,"reviewed","at","at","Alaska"
"9740","2016-05-17T10:18:38.290Z",52.311,-168.5301,17.49,4.7,"mb",NA,137,0.691,0.92,"us","us10005hxe","2016-07-22T19:39:10.040Z","73km SSE of Nikolski, Alaska","earthquake",5,4.7,0.034,256,"reviewed","us","us","Alaska"
"9778","2016-05-15T12:04:54.310Z",52.5113,-167.9395,10,5.4,"mww",NA,56,0.723,1.25,"us","us10005hjm","2016-07-22T19:39:07.040Z","78km SE of Nikolski, Alaska","earthquake",5.9,1.7,NA,NA,"reviewed","us","us","Alaska"
"9785","2016-05-15T05:51:00.000Z",63.0765,-150.9464,131.5,5.4,"ml",NA,NA,NA,0.69,"ak","ak13582723","2017-01-31T09:58:46.101Z","94km NNW of Talkeetna, Alaska","earthquake",0.2,0.3,NA,NA,"reviewed","ak","ak","Alaska"
"9796","2016-05-14T15:51:07.900Z",51.6903,-179.7588,74.35,4.5,"mb",NA,201,0.568,0.85,"us","us10005heg","2016-07-22T19:39:06.040Z","52km ESE of Semisopochnoi Island, Alaska","earthquake",9.9,7.4,0.044,150,"reviewed","us","us","Alaska"
"9953","2016-05-05T17:21:23.250Z",51.7118,177.7849,63.51,4.8,"mb",NA,135,2.483,0.9,"us","us10005e38","2016-07-19T20:03:14.040Z","45km SSE of Kiska Volcano, Alaska","earthquake",5.9,5.4,0.031,331,"reviewed","us","us","Alaska"
"9984","2016-05-04T01:49:28.720Z",51.8161,176.2865,49.65,5,"mb",NA,99,1.624,0.81,"us","us10005diz","2016-07-19T20:03:12.040Z","65km SSE of Buldir Island, Alaska","earthquake",6.9,5.8,0.03,362,"reviewed","us","us","Alaska"
"10009","2016-05-02T13:38:46.000Z",59.4299,-144.7441,7.6,4.9,"ml",NA,NA,NA,0.59,"ak","ak13509047","2016-07-19T20:03:10.040Z","89km E of Middleton Island, Alaska","earthquake",0.5,0.5,NA,NA,"reviewed","ak","ak","Alaska"
"10025","2016-05-01T20:38:46.000Z",60.1136,-152.993,129.5,4.7,"ml",NA,NA,NA,0.82,"ak","ak13507245","2016-07-19T20:03:08.040Z","43km SSW of Redoubt Volcano, Alaska","earthquake",0.2,0.3,NA,NA,"reviewed","ak","ak","Alaska"
"10070","2016-04-29T08:17:33.000Z",58.8989,-152.3383,54.5,4.9,"ml",NA,NA,NA,1.01,"ak","ak13503280","2016-07-19T20:03:05.040Z","94km SSW of Homer, Alaska","earthquake",0.2,0.5,NA,NA,"reviewed","ak","ak","Alaska"
"10117","2016-04-26T20:28:40.000Z",62.739,-149.6847,73.3,4.6,"ml",NA,NA,NA,0.78,"ak","ak13497821","2016-07-08T02:49:24.040Z","51km NNE of Talkeetna, Alaska","earthquake",0.2,0.2,NA,NA,"reviewed","ak","ak","Alaska"
"10149","2016-04-25T14:16:46.640Z",51.5516,-174.5958,42.85,4.6,"mb",NA,89,0.696,0.76,"us","us20005lka","2016-07-08T02:49:22.040Z","76km SSW of Atka, Alaska","earthquake",5.4,6.1,0.039,200,"reviewed","us","us","Alaska"
"10256","2016-04-20T05:40:40.660Z",51.8535,178.5264,96.3,4.5,"mb",NA,138,1.626,0.67,"us","us20005k2a","2016-06-27T23:02:24.040Z","10km S of Little Sitkin Island, Alaska","earthquake",9,7.3,0.042,165,"reviewed","us","us","Alaska"
"10462","2016-04-14T01:37:21.950Z",51.3833,-174.061,15.17,5.2,"mb",NA,73,0.823,0.82,"us","us20005hxt","2016-06-21T01:14:11.040Z","90km S of Atka, Alaska","earthquake",4.6,3.5,0.028,411,"reviewed","us","us","Alaska"
"10506","2016-04-11T20:10:35.860Z",51.8545,176.6748,23,5.6,"mww",NA,29,1.806,0.91,"us","us20005h2l","2016-11-10T22:15:09.025Z","69km WSW of Kiska Volcano, Alaska","earthquake",6.8,1.8,NA,NA,"reviewed","us","us","Alaska"
"10526","2016-04-10T19:39:03.560Z",51.0373,179.4571,19,4.7,"mb",NA,216,1.202,0.58,"us","us20005guw","2016-06-21T01:14:07.040Z","102km S of Semisopochnoi Island, Alaska","earthquake",6.3,2,0.117,22,"reviewed","us","us","Alaska"
"10527","2016-04-10T19:37:49.760Z",50.7647,179.6798,19,4.5,"mb",NA,231,1.234,1.04,"us","us20005jji","2016-06-21T01:14:07.040Z","101km WSW of Amatignak Island, Alaska","earthquake",3.1,2,0.14,15,"reviewed","us","us","Alaska"
"10528","2016-04-10T19:34:02.510Z",51.1243,179.5394,19,5.6,"mww",NA,52,1.118,0.98,"us","us20005guh","2016-11-10T22:15:08.467Z","92km S of Semisopochnoi Island, Alaska","earthquake",7.3,1.8,NA,NA,"reviewed","us","us","Alaska"
"10693","2016-04-02T23:23:42.040Z",52.2069,-169.4568,29.28,4.9,"mb",NA,138,0.603,0.74,"us","us20005e6y","2016-06-17T21:45:11.040Z","90km SSW of Nikolski, Alaska","earthquake",5.2,5.3,0.038,215,"reviewed","us","us","Alaska"
"10711","2016-04-02T05:50:00.000Z",57.008,-157.9321,11.4,5.9,"ml",NA,NA,NA,0.9,"ak","ak13226799","2016-11-10T22:14:56.561Z","98km NNE of Chignik Lake, Alaska","earthquake",0.6,0.3,NA,NA,"reviewed","ak","ak","Alaska"
"10738","2016-03-31T12:34:00.690Z",52.188,-168.5209,10,4.6,"mb",NA,143,0.811,1.3,"us","us20005dn0","2016-06-10T23:32:59.040Z","86km SSE of Nikolski, Alaska","earthquake",2.9,1.9,0.043,158,"reviewed","us","us","Alaska"
"10758","2016-03-30T01:15:46.640Z",52.2199,-168.6628,32.84,4.7,"mb",NA,135,0.762,1.07,"us","us20005d9r","2016-06-10T23:32:57.040Z","81km S of Nikolski, Alaska","earthquake",5.3,5,0.046,142,"reviewed","us","us","Alaska"
"10776","2016-03-28T17:14:55.480Z",52.29,-168.6929,11.24,5.5,"mww",NA,64,0.69,1.1,"us","us20005cx1","2016-11-10T22:14:49.723Z","73km S of Nikolski, Alaska","earthquake",4.6,3.3,NA,NA,"reviewed","us","us","Alaska"
"10778","2016-03-28T11:45:02.230Z",52.2886,-168.5243,10,4.6,"mb",NA,139,0.713,1.12,"us","us20005cvp","2016-06-10T23:32:55.040Z","75km SSE of Nikolski, Alaska","earthquake",5.3,1.9,0.043,160,"reviewed","us","us","Alaska"
"10788","2016-03-27T18:27:23.580Z",52.0955,-168.5497,12.18,4.8,"mb",NA,139,0.897,1.38,"us","us20005crb","2016-06-10T23:32:53.040Z","96km SSE of Nikolski, Alaska","earthquake",5,4.6,0.055,101,"reviewed","us","us","Alaska"
"10789","2016-03-27T18:13:58.440Z",52.131,-168.6446,17.56,4.5,"mb",NA,141,0.852,0.96,"us","us20005cr7","2016-06-10T23:32:53.040Z","91km S of Nikolski, Alaska","earthquake",5.8,5.5,0.066,68,"reviewed","us","us","Alaska"
"10790","2016-03-27T18:06:39.090Z",51.9965,-168.4474,10,4.5,"mb",NA,214,1.008,0.87,"us","us20005dr8","2016-06-10T23:32:53.040Z","108km SSE of Nikolski, Alaska","earthquake",2.9,1.9,0.131,17,"reviewed","us","us","Alaska"
"10791","2016-03-27T18:01:30.960Z",52.175,-168.6554,16,5.8,"mww",NA,60,0.807,1.1,"us","us20005cr4","2016-11-10T22:14:47.477Z","86km S of Nikolski, Alaska","earthquake",4.9,1.8,NA,NA,"reviewed","us","us","Alaska"
"10836","2016-03-23T16:29:56.800Z",54.2936,-162.8305,53.01,4.5,"mb",NA,132,0.638,1.48,"us","us20005c29","2016-06-09T21:41:57.040Z","72km SSE of False Pass, Alaska","earthquake",4.8,6.7,0.07,60,"reviewed","us","us","Alaska"
"10841","2016-03-23T04:55:00.860Z",51.4747,-173.4573,10,4.7,"mb",NA,140,0.86,0.94,"us","us20005byv","2016-06-09T21:41:57.040Z","95km SSE of Atka, Alaska","earthquake",4.8,1.9,0.057,92,"reviewed","us","us","Alaska"
"10890","2016-03-19T20:17:53.320Z",51.987,178.3952,112.36,4.6,"mb",NA,95,1.716,0.76,"us","us20005b2v","2016-06-09T21:41:51.040Z","8km WNW of Little Sitkin Island, Alaska","earthquake",7.2,5.2,0.04,190,"reviewed","us","us","Alaska"
"10902","2016-03-19T04:41:19.360Z",51.2981,-174.1776,16.88,4.5,"mb",NA,77,0.905,0.84,"us","us20005ayj","2016-06-09T21:41:50.040Z","99km S of Atka, Alaska","earthquake",4.3,3,0.042,167,"reviewed","us","us","Alaska"
"10903","2016-03-19T03:59:59.310Z",51.7941,-173.589,10,4.9,"mb",NA,72,1.549,0.98,"us","us20005ay8","2016-06-09T21:41:50.040Z","61km SE of Atka, Alaska","earthquake",7.8,1.8,0.027,425,"reviewed","us","us","Alaska"
"10904","2016-03-19T01:35:12.170Z",51.5145,-174.1423,17,6,"mww",NA,25,0.689,0.83,"us","us20005axu","2016-11-10T22:14:39.205Z","75km S of Atka, Alaska","earthquake",5.5,1.7,NA,NA,"reviewed","us","us","Alaska"
"10906","2016-03-19T01:22:16.200Z",51.3815,-174.2064,10,5,"mb",NA,62,0.821,0.9,"us","us20005axl","2016-06-09T21:41:50.040Z","90km S of Atka, Alaska","earthquake",4.6,1.6,0.027,422,"reviewed","us","us","Alaska"
"10917","2016-03-18T09:38:06.960Z",51.5464,-173.5416,10,5.1,"mb",NA,96,0.772,0.81,"us","us20005apm","2016-06-09T21:41:48.040Z","85km SSE of Atka, Alaska","earthquake",2.2,1.8,0.025,522,"reviewed","us","us","Alaska"
"10996","2016-03-13T14:18:45.680Z",51.5087,-173.7512,10,4.5,"mb",NA,140,0.747,0.84,"us","us10004x7d","2016-05-21T00:05:29.040Z","82km SSE of Atka, Alaska","earthquake",5,1.8,0.039,190,"reviewed","us","us","Alaska"
"11001","2016-03-13T04:19:25.580Z",51.5524,-173.8827,10,5.4,"mww",NA,44,0.678,0.99,"us","us10004x57","2016-11-10T22:14:27.986Z","74km SSE of Atka, Alaska","earthquake",4.5,1.7,NA,NA,"reviewed","us","us","Alaska"
"11002","2016-03-13T03:20:02.390Z",51.4779,-173.9784,10,5,"mb",NA,77,0.737,1.08,"us","us10004x4s","2016-05-21T00:05:28.040Z","81km S of Atka, Alaska","earthquake",5.5,1.8,0.028,398,"reviewed","us","us","Alaska"
"11003","2016-03-13T02:28:47.310Z",51.4494,-174.0792,10,4.6,"mb",NA,130,0.756,0.96,"us","us10004x4k","2016-05-21T00:05:28.040Z","83km S of Atka, Alaska","earthquake",6.3,1.8,0.04,183,"reviewed","us","us","Alaska"
"11006","2016-03-12T21:57:55.000Z",60.2609,-152.304,99.8,4.8,"ml",NA,NA,NA,0.74,"ak","ak12970112","2016-05-21T00:05:27.040Z","34km SE of Redoubt Volcano, Alaska","earthquake",0.2,0.3,NA,NA,"reviewed","ak","ak","Alaska"
"11008","2016-03-12T18:06:44.760Z",51.5648,-173.9423,19,6.3,"mww",NA,20,0.657,0.87,"us","us10004x1w","2016-11-10T22:14:26.702Z","72km SSE of Atka, Alaska","earthquake",3.9,1.5,NA,NA,"reviewed","us","us","Alaska"
"11009","2016-03-12T18:01:05.180Z",51.7414,-174.1299,51.47,4.6,"mb",NA,141,0.462,1.16,"us","us10004x1u","2016-05-21T00:05:27.040Z","50km S of Atka, Alaska","earthquake",5.3,3.7,0.041,175,"reviewed","us","us","Alaska"
"11013","2016-03-12T13:23:38.250Z",51.4497,-173.9725,12.71,5.6,"mww",NA,54,0.765,1.08,"us","us10004x0f","2016-11-10T22:14:25.068Z","84km S of Atka, Alaska","earthquake",5.2,3.1,NA,NA,"reviewed","us","us","Alaska"
"11015","2016-03-12T11:55:52.680Z",51.4967,-174.0267,37.59,4.5,"mb",NA,141,0.713,1.05,"us","us10004wzx","2016-05-21T00:05:26.040Z","78km S of Atka, Alaska","earthquake",5.4,6.1,0.041,175,"reviewed","us","us","Alaska"
"11095","2016-03-06T13:19:09.410Z",56.2859,-162.0099,204.99,5,"mww",NA,33,0.584,1.11,"us","us10004vnc","2016-05-16T18:01:45.040Z","130km NNE of Cold Bay, Alaska","earthquake",5.4,4.3,NA,NA,"reviewed","us","us","Alaska"
"11346","2016-02-20T16:39:07.000Z",51.556,-175.2575,26,4.6,"mb",NA,NA,NA,1.19,"us","us10004rei","2016-05-03T23:44:13.040Z","101km SW of Atka, Alaska","earthquake",6,5.1,0.063,74,"reviewed","ak","us","Alaska"
"11461","2016-02-14T07:33:50.000Z",56.624,-156.4177,56,4.5,"ml",159,75.59999395,NA,0.77,"ak","ak12813055","2016-04-26T23:28:20.040Z","101km NNW of Chirikof Island, Alaska","earthquake",0.4,0.8,NA,NA,"reviewed","ak","ak","Alaska"
"11502","2016-02-11T17:41:59.160Z",50.334,179.0756,38.48,4.6,"mb",NA,137,1.948,0.75,"us","us20004zj7","2016-04-19T01:33:30.040Z","164km SW of Amatignak Island, Alaska","earthquake",6.2,5.4,0.043,164,"reviewed","us","us","Alaska"
"11543","2016-02-09T12:12:06.310Z",51.4076,179.7,44.67,5.3,"mb",NA,60,0.974,0.78,"us","us20004z01","2016-11-10T22:11:56.285Z","60km S of Semisopochnoi Island, Alaska","earthquake",6.8,4.8,0.026,509,"reviewed","us","us","Alaska"
"11554","2016-02-09T01:11:24.000Z",52.8435,171.4329,35.98,4.6,"mb",NA,131,1.625,0.67,"us","us20004ywp","2016-04-19T01:33:25.040Z","118km W of Attu Station, Alaska","earthquake",9.5,6.9,0.059,85,"reviewed","us","us","Alaska"
"11644","2016-02-03T20:31:25.000Z",60.3334,-153.546,188.8,4.5,"ml",150,57.59999539,NA,0.81,"ak","ak12660035","2016-04-14T22:51:42.040Z","47km WSW of Redoubt Volcano, Alaska","earthquake",0.4,0.4,NA,NA,"reviewed","ak","ak","Alaska"
