"","t","pd","Country","Mag","R","PR","S"
"1",1,0.304115696537688,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"2",2,0.515745036194773,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"3",3,0.663014571814233,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"4",4,0.765497130029999,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"5",5,0.836813133671013,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"6",6,0.886440821190455,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"7",7,0.920975949952368,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"8",8,0.945008403975833,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"9",9,0.961732211504441,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"10",10,0.973370046657725,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"11",11,0.981468633467177,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"12",12,0.987104312908102,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"13",13,0.991026093770387,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"14",14,0.993755199514069,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"15",15,0.995654341363587,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"16",16,0.996975924366715,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"17",17,0.997895593234314,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"18",18,0.998535576363659,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"19",19,0.998980930577851,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"20",20,0.999290845584988,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"21",21,0.999506510573862,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"22",22,0.999656588454426,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"23",23,0.999761025295807,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"24",24,0.999833701254428,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"25",25,0.999884275313271,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"26",26,0.999919469006982,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"27",27,0.999943959746017,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"28",28,0.999961002466891,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"29",29,0.999972862228836,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"30",30,0.999981115251016,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"31",31,0.999986858399607,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"32",32,0.999990854966564,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"33",33,0.999993636114777,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"34",34,0.999995571472165,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"35",35,0.999996918256992,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"36",36,0.999997855463413,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"37",37,0.999998507650651,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"38",38,0.999998961497513,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"39",39,0.99999927732242,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"40",40,0.999999497100016,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"41",41,0.999999650039795,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"42",42,0.999999756468186,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"43",43,0.999999830530033,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"44",44,0.99999988206851,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"45",45,0.999999917933327,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"46",46,0.999999942891091,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"47",47,0.999999960258806,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"48",48,0.999999972344727,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"49",49,0.99999998075513,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"50",50,0.999999986607797,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"51",51,0.999999990680576,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"52",52,0.999999993514759,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"53",53,0.999999995487023,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"54",54,0.99999999685949,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"55",55,0.999999997814568,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"56",56,0.999999998479192,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"57",57,0.999999998941694,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"58",58,0.999999999263541,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"59",59,0.99999999948751,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"60",60,0.999999999643366,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"61",61,0.999999999751824,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"62",62,0.999999999827298,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
"63",63,0.99999999987982,"Afghanistan",6.5,138.038426460288,2.7580739205356,-1.69897000433602
