"","X","t","pd","Country","Mag","R","PR","S","n1","pdr"
"1375",1375,15,0.644562081515261,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.368549302186787
"1376",1376,16,0.668247141143947,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.387609078179922
"1377",1377,17,0.69035391657604,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.406093551838027
"1378",1378,18,0.710987578794609,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.424020088148854
"1379",1379,19,0.730246290579954,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.441405527953493
"1380",1380,20,0.748221673510145,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.458266203767267
"1381",1381,21,0.764999243842386,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.474617955123096
"1382",1382,22,0.78065881934887,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.49047614345173
"1383",1383,23,0.795274899042605,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.505855666512834
"1384",1384,24,0.808917017599725,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.520770972390488
"1385",1385,25,0.821650076164415,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.535236073066245
"1386",1386,26,0.833534651110233,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.549264557582494
"1387",1387,27,0.844627282226723,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.562869604808502
"1388",1388,28,0.854980741702344,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.576063995821124
"1389",1389,29,0.864644285183385,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.588860125911813
"1390",1390,30,0.873663886103236,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.601270016231207
"1391",1391,31,0.882082454396843,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.613305325082235
"1392",1392,32,0.889940040640836,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.624977358872356
"1393",1393,33,0.897274026590521,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.636297082735201
"1394",1394,34,0.904119303020202,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.64727513083163
"1395",1395,35,0.910508435712875,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.65792181633984
"1396",1396,36,0.916471820388998,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.668247141143946
"1397",1397,37,0.922037827311377,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.678260805230115
"1398",1398,38,0.927232936254126,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.687972215799084
"1399",1399,39,0.93208186247779,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.697390496103626
"1400",1400,40,0.936607674309968,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.706524494019272
"1401",1401,41,0.940831902890785,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.715382790356319
"1402",1402,42,0.944774644605349,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.723973706920963
"1403",1403,43,0.94845465669048,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.732305314333104
"1404",1404,44,0.951889446470568,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.740385439608178
"1405",1405,45,0.955095354647083,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.748221673510144
"1406",1406,46,0.958087633037985,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.755821377682524
"1407",1407,47,0.960880517136864,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.763191691564195
"1408",1408,48,0.963487293837016,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.770339539096442
"1409",1409,49,0.965920364642635,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.777271635227558
"1410",1410,50,0.968191304667841,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.783994492221116
"1411",1411,51,0.970310917704246,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.790514425773817
"1412",1412,52,0.972289287619008,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.796837560948695
"1413",1413,53,0.97413582632792,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.802969837929221
"1414",1414,54,0.975859318571745,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.808917017599725
"1415",1415,55,0.977467963708828,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.814684686957383
"1416",1416,56,0.978969414722798,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.820278264360848
"1417",1417,57,0.980370814630945,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.825703004620448
"1418",1418,58,0.981678830466483,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.83096400393475
"1419",1419,59,0.98289968499635,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.836066204678113
"1420",1420,60,0.984039186325464,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.841014400043738
"1421",1421,61,0.985102755528253,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.845813238546561
"1422",1422,62,0.986095452438927,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.850467228390244
"1423",1423,63,0.987021999723184,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.854980741702344
"1424",1424,64,0.987886805345859,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.859358018641646
"1425",1425,65,0.988693983541422,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.863603171381526
"1426",1426,66,0.989447374387075,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.867720187973075
"1427",1427,67,0.990150562071571,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.871712936091619
"1428",1428,68,0.990806891946668,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.875585166670156
"1429",1429,69,0.991419486442338,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.879340517423116
"1430",1430,70,0.991991259921443,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.882982516263766
"1431",1431,71,0.992524932544555,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.886514584618456
"1432",1432,72,0.993023043210872,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.889940040640835
"1433",1433,73,0.993487961636801,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.893262102329046
"1434",1434,74,0.993921899629669,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.896483890548826
"1435",1435,75,0.9943269216102,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.899608431965366
"1436",1436,76,0.994704954433804,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.902638661886666
"1437",1437,77,0.99505779655742,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.905577427021076
"1438",1438,78,0.995387126595514,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.908427488151591
"1439",1439,79,0.995694511305932,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.911191522729434
"1440",1440,80,0.995981413043609,"India",7.5,316.227766016838,14.5010945331606,-1.69897000433602,0.0689603117691037,0.913872127389355
"1441",1441,1,0.969290976523615,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.787345890085875
"1442",1442,2,0.999056955877127,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.954778229536631
"1443",1443,3,0.999971040035891,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.990383404653371
"1444",1444,4,0.999999110667782,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.997954991476158
"1445",1445,5,0.999999972689476,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999565120532596
"1446",1446,6,0.99999999916132,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999907521093939
"1447",1447,7,0.999999999974245,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999980333980546
"1448",1448,8,0.999999999999209,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999995817940137
"1449",1449,9,0.999999999999976,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999110667782
"1450",1450,10,0.999999999999999,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999810879849
"1451",1451,11,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999959782823
"1452",1452,12,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999991447652
"1453",1453,13,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999998181308
"1454",1454,14,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999999613248
