"","time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource","country"
"74","2017-10-17T23:03:40.030Z",12.7022,-87.8617,76.48,4.8,"mb",NA,134,0.792,0.98,"us","us1000atj1","2017-10-18T00:10:34.755Z","44km W of Jiquilillo, Nicaragua","earthquake",3,7.4,0.035,246,"reviewed","us","us","Nicaragua"
"184","2017-10-08T04:27:59.560Z",11.9624,-87.8405,46.26,4.5,"mb",NA,151,1.062,0.81,"us","us2000b2qg","2017-10-16T23:52:10.040Z","92km SW of Corinto, Nicaragua","earthquake",3.5,11.4,0.044,155,"reviewed","us","us","Nicaragua"
"185","2017-10-08T04:13:22.680Z",11.8985,-87.824,44.52,4.5,"mb",NA,151,1.095,0.69,"us","us2000b2qc","2017-10-16T23:48:23.040Z","95km SW of Corinto, Nicaragua","earthquake",7.2,7,0.053,103,"reviewed","us","us","Nicaragua"
"186","2017-10-08T03:38:47.110Z",12.0551,-87.7721,42.12,4.9,"mb",NA,154,0.95,0.76,"us","us2000b2q3","2017-10-16T23:46:21.040Z","80km SW of Corinto, Nicaragua","earthquake",6.3,9.1,0.03,344,"reviewed","us","us","Nicaragua"
"248","2017-10-02T10:22:16.050Z",12.3486,-88.2184,35.55,4.9,"mb",NA,113,1.192,1.48,"us","us2000axrm","2017-10-02T10:53:15.040Z","94km WSW of Jiquilillo, Nicaragua","earthquake",6.3,8.4,0.033,424,"reviewed","us","us","Nicaragua"
"505","2017-09-16T21:08:04.070Z",11.0632,-86.799,11.07,4.5,"mb",NA,176,1.431,0.79,"us","us2000at4h","2017-10-18T01:58:13.040Z","85km SSW of Masachapa, Nicaragua","earthquake",7,3.2,0.135,16,"reviewed","us","us","Nicaragua"
"809","2017-09-03T03:21:42.570Z",11.9775,-87.9271,8.23,5,"mww",NA,145,1.115,1.05,"us","us2000aerc","2017-09-23T20:22:49.040Z","99km SW of Corinto, Nicaragua","earthquake",6.4,4.3,0.066,22,"reviewed","us","us","Nicaragua"
"815","2017-09-02T22:10:16.570Z",11.9948,-86.7398,82.14,4.7,"mb",NA,130,0.486,0.91,"us","us2000aejq","2017-09-24T01:58:35.204Z","25km W of Carlos Fonseca Amador, Nicaragua","earthquake",5.6,5.4,0.048,132,"reviewed","us","us","Nicaragua"
"1005","2017-08-20T15:39:20.380Z",12.3813,-86.7523,162.64,4.9,"mb",NA,126,0.129,0.83,"us","us2000a9xx","2017-08-29T16:12:41.040Z","9km WNW of La Paz Centro, Nicaragua","earthquake",6.9,5,0.032,302,"reviewed","us","us","Nicaragua"
"1356","2017-07-28T05:46:25.930Z",10.739,-86.2561,37.2,4.5,"mb",NA,185,0.868,0.82,"us","us2000a22i","2017-10-14T00:19:44.040Z","70km SW of San Juan del Sur, Nicaragua","earthquake",7.1,13.4,0.081,44,"reviewed","us","us","Nicaragua"
"1941","2017-06-19T03:14:17.020Z",11.6661,-87.3002,35,4.6,"mb",NA,150,1.016,1.06,"us","us20009nii","2017-08-23T16:35:44.040Z","86km W of Masachapa, Nicaragua","earthquake",2.1,2,0.044,154,"reviewed","us","us","Nicaragua"
"1965","2017-06-17T13:47:39.370Z",11.3018,-86.6553,40,5.5,"mww",NA,61,0.978,1.29,"us","us20009n9r","2017-08-18T23:13:32.040Z","55km SSW of Masachapa, Nicaragua","earthquake",5.9,1.9,0.04,60,"reviewed","us","us","Nicaragua"
"2296","2017-05-25T12:19:56.630Z",11.8965,-87.69,47.74,4.5,"mb",NA,164,1.011,1.08,"us","us10008v9u","2017-08-10T01:34:02.040Z","85km SW of Corinto, Nicaragua","earthquake",8.4,12.5,0.096,32,"reviewed","us","us","Nicaragua"
"2326","2017-05-23T13:50:28.190Z",10.695,-86.8003,10,4.5,"mb",NA,195,1.796,0.67,"us","us10008wje","2017-08-10T01:33:59.040Z","118km WSW of San Juan del Sur, Nicaragua","earthquake",8.5,2,0.095,32,"reviewed","us","us","Nicaragua"
"2737","2017-04-30T09:50:17.370Z",11.2625,-86.8164,35.66,4.5,"mb",NA,165,1.079,0.43,"us","us10008m6n","2017-07-29T03:16:08.040Z","66km SSW of Masachapa, Nicaragua","earthquake",6.7,14,0.087,38,"reviewed","us","us","Nicaragua"
"2750","2017-04-29T17:58:43.760Z",11.159,-86.7945,40.96,4.8,"mb",NA,104,1.162,0.93,"us","us10008m1x","2017-07-21T02:32:12.040Z","75km SSW of Masachapa, Nicaragua","earthquake",6.2,6.7,0.03,339,"reviewed","us","us","Nicaragua"
"2786","2017-04-28T07:53:03.420Z",11.6148,-85.9631,177.13,4.6,"mb",NA,134,0.687,0.59,"us","us10008lix","2017-07-21T02:32:09.040Z","14km NNW of Belen, Nicaragua","earthquake",4.6,7.4,0.092,35,"reviewed","us","us","Nicaragua"
"2788","2017-04-28T01:10:28.350Z",11.1295,-86.8225,36.04,4.5,"mb",NA,154,1.2,0.9,"us","us10008lh2","2017-07-21T02:32:09.040Z","80km SSW of Masachapa, Nicaragua","earthquake",6.6,9.1,0.059,84,"reviewed","us","us","Nicaragua"
"2856","2017-04-24T03:24:02.530Z",10.87,-86.4531,18.92,5,"mb",NA,87,0.857,1.13,"us","us10008k6d","2017-07-21T02:32:03.040Z","76km SW of San Juan del Sur, Nicaragua","earthquake",3.1,3.9,0.029,374,"reviewed","us","us","Nicaragua"
"3290","2017-03-29T16:59:08.240Z",11.8982,-86.602,79.53,5.1,"mwr",NA,130,0.605,0.87,"us","us10008d3j","2017-06-16T23:08:02.040Z","13km SW of Carlos Fonseca Amador, Nicaragua","earthquake",3.3,4.9,0.055,32,"reviewed","us","us","Nicaragua"
"3645","2017-03-05T22:50:15.840Z",12.1738,-87.7599,43.68,4.7,"mb",NA,134,0.866,0.83,"us","us1000876g","2017-05-31T01:58:54.040Z","71km SSW of Jiquilillo, Nicaragua","earthquake",6.1,8.5,0.046,141,"reviewed","us","us","Nicaragua"
"3810","2017-02-24T13:41:14.840Z",12.5963,-87.8264,77.75,4.9,"mb",NA,58,0.764,1.08,"us","us20008m19","2017-05-17T01:19:38.040Z","43km WSW of Jiquilillo, Nicaragua","earthquake",6.3,5.3,0.059,90,"reviewed","us","us","Nicaragua"
"3829","2017-02-23T15:16:12.160Z",12.1895,-88.1298,10,4.6,"mb",NA,169,1.168,1.06,"us","us20008lsw","2017-05-17T01:19:37.040Z","96km SW of Jiquilillo, Nicaragua","earthquake",5.4,1.8,0.082,44,"reviewed","us","us","Nicaragua"
"3955","2017-02-15T02:47:38.200Z",12.1516,-88.2756,42.05,4.8,"mb",NA,151,1.314,0.86,"us","us20008jvc","2017-05-13T01:03:20.040Z","111km SW of Jiquilillo, Nicaragua","earthquake",7.4,8.7,0.036,238,"reviewed","us","us","Nicaragua"
"4208","2017-01-30T19:31:00.900Z",10.7453,-86.4503,10,4.5,"mb",NA,184,0.84,0.94,"us","us20008jn8","2017-04-27T01:38:38.040Z","84km SW of San Juan del Sur, Nicaragua","earthquake",6.5,1.5,0.097,31,"reviewed","us","us","Nicaragua"
"4212","2017-01-30T16:20:55.310Z",10.7955,-86.4173,10,4.7,"mb",NA,172,0.811,0.78,"us","us10007w6q","2017-04-27T01:38:38.040Z","78km SW of San Juan del Sur, Nicaragua","earthquake",2.8,1.9,0.062,79,"reviewed","us","us","Nicaragua"
"4613","2017-01-08T18:25:58.720Z",11.7081,-86.1759,115.58,4.6,"mb",NA,60,0.889,0.96,"us","us10007s0v","2017-04-01T00:26:05.040Z","5km SE of Santa Teresa, Nicaragua","earthquake",3.9,5.5,0.064,72,"reviewed","us","us","Nicaragua"
"5636","2016-12-03T11:17:59.590Z",12.8145,-87.0282,12.19,4.7,"mb",NA,101,0.119,1.4,"us","us10007eky","2017-03-03T07:06:00.040Z","16km ESE of Puerto Morazan, Nicaragua","earthquake",6.3,6.6,0.078,50,"reviewed","us","us","Nicaragua"
"5759","2016-11-26T04:37:44.200Z",12.1929,-88.0913,37.13,4.7,"mb",NA,146,1.133,1.13,"us","us10007cgf","2017-02-23T00:11:48.040Z","92km SW of Jiquilillo, Nicaragua","earthquake",7,6.8,0.035,242,"reviewed","us","us","Nicaragua"
"5828","2016-11-23T07:55:40.390Z",12.031,-87.9456,45.92,4.5,"mb",NA,173,1.096,1.32,"us","us10007e2z","2017-02-15T23:21:37.040Z","95km SW of Jiquilillo, Nicaragua","earthquake",8.3,12.5,0.112,23,"reviewed","us","us","Nicaragua"
"6228","2016-11-11T15:46:31.960Z",11.176,-86.5977,49.55,4.5,"mb",NA,186,1.079,0.91,"us","us100076wq","2017-02-09T03:02:19.040Z","68km S of Masachapa, Nicaragua","earthquake",7.5,13.6,0.157,12,"reviewed","us","us","Nicaragua"
"6366","2016-11-03T04:59:12.030Z",12.2743,-87.8322,40.52,5.1,"mwr",NA,81,0.871,0.94,"us","us100073w7","2017-01-24T02:02:16.040Z","66km SW of Jiquilillo, Nicaragua","earthquake",5.5,4.8,0.062,25,"reviewed","us","us","Nicaragua"
"6647","2016-10-16T04:59:58.560Z",11.2815,-86.4188,56.89,4.6,"mb",NA,149,0.941,0.68,"us","us20007ehe","2017-01-15T01:13:56.040Z","55km S of El Rosario, Nicaragua","earthquake",5.9,5.7,0.054,102,"reviewed","us","us","Nicaragua"
"6816","2016-10-05T07:25:08.060Z",12.6936,-87.6216,86.73,4.6,"mb",NA,128,0.557,1.18,"us","us10006v3z","2017-01-03T21:10:45.040Z","19km WSW of Jiquilillo, Nicaragua","earthquake",7.2,8.5,0.035,238,"reviewed","us","us","Nicaragua"
"6917","2016-09-28T16:50:46.400Z",12.4409,-86.5545,10,4.8,"mb",NA,130,0.152,0.79,"us","us20007dgk","2016-12-14T03:17:55.040Z","17km NE of La Paz Centro, Nicaragua","earthquake",4.5,1.9,0.068,67,"reviewed","us","us","Nicaragua"
"6918","2016-09-28T16:48:55.610Z",12.4417,-86.5146,7.56,5.5,"mww",NA,90,0.188,0.79,"us","us10006tk4","2016-12-14T03:17:55.040Z","20km NNE of Nagarote, Nicaragua","earthquake",5.9,2.5,NA,NA,"reviewed","us","us","Nicaragua"
"6931","2016-09-27T20:39:00.990Z",11.748,-85.9572,180.42,4.9,"mb",NA,97,0.753,0.72,"us","us10006tcy","2016-12-14T03:17:53.040Z","10km E of Nandaime, Nicaragua","earthquake",6.5,6.9,0.053,112,"reviewed","us","us","Nicaragua"
"7245","2016-09-15T06:02:29.560Z",12.473,-86.5488,10,4.6,"mb",NA,136,0.537,0.92,"us","us10006ry8","2016-12-07T02:56:16.040Z","20km NE of La Paz Centro, Nicaragua","earthquake",5.2,1.9,0.098,31,"reviewed","us","us","Nicaragua"
"7246","2016-09-15T05:57:24.330Z",12.44,-86.6423,10,5.7,"mww",NA,43,0.081,0.63,"us","us10006ppy","2016-12-07T02:56:16.040Z","11km NNE of La Paz Centro, Nicaragua","earthquake",5,1.8,NA,NA,"reviewed","us","us","Nicaragua"
"7341","2016-09-10T00:25:16.410Z",11.6901,-86.8439,36.51,5,"mwr",NA,51,0.75,1.01,"us","us10006nhr","2016-12-07T02:56:08.040Z","37km WSW of Masachapa, Nicaragua","earthquake",5.5,3.5,0.044,50,"reviewed","us","us","Nicaragua"
"7368","2016-09-08T13:35:14.490Z",11.1632,-85.7586,84.77,4.5,"mb",NA,146,0.474,0.9,"us","us10006n0u","2016-12-03T02:54:49.040Z","15km SE of San Juan del Sur, Nicaragua","earthquake",4.7,8.5,0.089,37,"reviewed","us","us","Nicaragua"
"7479","2016-09-04T01:31:46.270Z",11.549,-87.0883,37.27,4.6,"mb",NA,174,1.019,0.78,"us","us10006k7z","2016-12-03T02:54:40.040Z","67km WSW of Masachapa, Nicaragua","earthquake",7.2,5.2,0.065,70,"reviewed","us","us","Nicaragua"
"7551","2016-09-02T05:03:30.520Z",12.1394,-87.6271,12.21,4.5,"mb",NA,170,0.79,0.57,"us","us10006jjv","2016-12-03T02:54:34.040Z","62km SW of Corinto, Nicaragua","earthquake",2.5,6.4,0.139,15,"reviewed","us","us","Nicaragua"
"8116","2016-08-13T13:38:12.720Z",11.5984,-86.742,49.01,4.5,"mb",NA,163,0.756,1.21,"us","us10006dkg","2016-11-15T02:21:47.040Z","32km SW of Masachapa, Nicaragua","earthquake",6.6,10.8,0.076,50,"reviewed","us","us","Nicaragua"
"8226","2016-08-09T00:49:10.300Z",12.6208,-87.7105,81.21,4.5,"mb",NA,121,0.649,0.96,"us","us10006c7t","2016-10-26T03:10:23.040Z","31km WSW of Jiquilillo, Nicaragua","earthquake",5.5,6.2,0.035,236,"reviewed","us","us","Nicaragua"
"8291","2016-08-04T05:56:59.050Z",10.9448,-86.5704,14.84,4.9,"mb",NA,151,0.985,1.19,"us","us100069zr","2016-10-19T04:52:23.040Z","83km WSW of San Juan del Sur, Nicaragua","earthquake",6.4,4.9,0.029,374,"reviewed","us","us","Nicaragua"
"8303","2016-08-03T12:05:40.100Z",11.2233,-85.8627,88.84,4.7,"mb",NA,136,0.57,0.67,"us","us100069px","2016-10-19T04:52:18.040Z","3km SSE of San Juan del Sur, Nicaragua","earthquake",5.2,7.9,0.06,82,"reviewed","us","us","Nicaragua"
"8943","2016-06-30T10:34:22.520Z",10.8304,-86.4517,34.19,4.7,"mb",NA,155,0.849,1.26,"us","us10005yni","2016-08-31T03:08:24.040Z","78km SW of San Juan del Sur, Nicaragua","earthquake",6.3,5.5,0.037,220,"reviewed","us","us","Nicaragua"
"9120","2016-06-22T05:24:24.040Z",12.1139,-86.3815,193.03,4.5,"mb",NA,134,0.774,0.84,"us","us200065x9","2016-08-27T02:15:34.040Z","6km SW of Ciudad Sandino, Nicaragua","earthquake",6.8,6.4,0.063,73,"reviewed","us","us","Nicaragua"
"9278","2016-06-14T03:45:29.860Z",12.7973,-87.0309,12.23,5.2,"mww",NA,58,0.102,0.74,"us","us20006488","2016-08-25T01:22:55.040Z","16km ESE of Puerto Morazan, Nicaragua","earthquake",4.2,3.4,NA,NA,"reviewed","us","us","Nicaragua"
"9297","2016-06-13T10:36:44.270Z",11.7422,-87.4319,39.59,4.6,"mb",NA,143,1.019,1.28,"us","us2000642e","2016-08-25T01:22:54.040Z","86km SSW of Corinto, Nicaragua","earthquake",3,8.6,0.044,154,"reviewed","us","us","Nicaragua"
"9330","2016-06-11T09:25:20.630Z",12.8654,-87.0079,10,4.5,"mb",NA,55,0.173,0.79,"us","us200063sv","2016-08-25T01:22:51.040Z","17km E of Puerto Morazan, Nicaragua","earthquake",5.2,1.9,0.04,187,"reviewed","us","us","Nicaragua"
"9356","2016-06-10T04:33:02.410Z",12.8197,-86.9007,10,4.8,"mwr",NA,62,0.19,1.08,"us","us200063dm","2016-08-25T01:22:49.040Z","24km S of Somotillo, Nicaragua","earthquake",6.4,1.9,0.059,28,"reviewed","us","us","Nicaragua"
"9358","2016-06-10T03:45:11.320Z",12.857,-86.9555,10,4.7,"mb",NA,45,0.184,0.8,"us","us200063db","2016-08-25T01:22:49.040Z","21km SSW of Somotillo, Nicaragua","earthquake",4.1,1.9,0.045,148,"reviewed","us","us","Nicaragua"
"9359","2016-06-10T03:39:30.860Z",12.8404,-86.9251,10,4.6,"mb",NA,68,0.188,1.09,"us","us200063d6","2016-08-25T01:22:49.040Z","22km S of Somotillo, Nicaragua","earthquake",3.8,1.9,0.088,38,"reviewed","us","us","Nicaragua"
"9361","2016-06-10T03:28:06.950Z",12.8555,-86.9401,10,5.2,"mb",NA,76,0.191,1.31,"us","us200063d2","2016-08-25T01:22:49.040Z","21km S of Somotillo, Nicaragua","earthquake",3.4,1.9,0.148,15,"reviewed","us","us","Nicaragua"
"9362","2016-06-10T03:25:22.920Z",12.8318,-86.9633,10,6.1,"mww",NA,39,0.159,1.04,"us","us200063cy","2017-10-11T21:29:37.272Z","22km E of Puerto Morazan, Nicaragua","earthquake",5.3,1.7,NA,NA,"reviewed","us","us","Nicaragua"
"9607","2016-05-26T01:02:36.520Z",11.4976,-85.7235,196.73,5.2,"mww",NA,97,0.712,0.53,"us","us20005xzn","2016-08-03T22:33:45.040Z","5km SSW of Moyogalpa, Nicaragua","earthquake",5.7,4.8,NA,NA,"reviewed","us","us","Nicaragua"
"9714","2016-05-18T13:16:18.810Z",10.993,-86.5639,21.02,4.6,"mb",NA,91,0.991,0.78,"us","us10005i6t","2016-07-22T19:39:12.040Z","81km WSW of San Juan del Sur, Nicaragua","earthquake",5.1,6.5,0.076,52,"reviewed","us","us","Nicaragua"
"9887","2016-05-09T20:37:03.710Z",10.9955,-86.8277,13.54,4.6,"mb",NA,181,1.242,1,"us","us10005g52","2016-07-20T18:10:51.040Z","93km SSW of Masachapa, Nicaragua","earthquake",6.6,5.7,0.068,65,"reviewed","us","us","Nicaragua"
"10108","2016-04-27T04:18:35.450Z",11.1117,-86.5008,20.75,4.5,"mwr",NA,135,0.973,0.95,"us","us10005bvv","2016-07-08T02:49:25.040Z","70km WSW of San Juan del Sur, Nicaragua","earthquake",6,5.3,0.049,40,"reviewed","us","us","Nicaragua"
"10109","2016-04-27T02:28:53.540Z",10.645,-86.9703,10,4.5,"mb",NA,84,1.862,1.02,"us","us10005bup","2016-07-08T02:49:25.040Z","135km SSW of Masachapa, Nicaragua","earthquake",7.3,1.8,0.051,113,"reviewed","us","us","Nicaragua"
"10717","2016-04-01T18:44:40.270Z",11.5916,-86.8634,39.78,4.8,"mb",NA,57,0.917,1.19,"us","us20005dzq","2016-06-17T21:44:53.040Z","43km WSW of Masachapa, Nicaragua","earthquake",6.3,5.2,0.035,248,"reviewed","us","us","Nicaragua"
"11066","2016-03-08T16:54:41.210Z",11.1946,-86.8037,35,4.5,"mb",NA,121,1.134,0.84,"us","us10004w1y","2016-05-16T18:01:48.040Z","72km SSW of Masachapa, Nicaragua","earthquake",6.3,2,0.065,70,"reviewed","us","us","Nicaragua"
"11076","2016-03-07T18:31:29.730Z",11.5919,-87.3447,28.17,4.6,"mb",NA,119,1.101,0.93,"us","us10004vv5","2016-05-16T18:01:47.040Z","93km WSW of Masachapa, Nicaragua","earthquake",6.5,3.9,0.062,77,"reviewed","us","us","Nicaragua"
"11270","2016-02-25T11:42:27.670Z",11.6212,-87.1726,56.53,4.5,"mb",NA,155,0.989,1,"us","us10004ttw","2016-05-03T23:44:21.040Z","74km WSW of Masachapa, Nicaragua","earthquake",7.4,7,0.222,6,"reviewed","us","us","Nicaragua"
"11291","2016-02-24T00:38:12.580Z",11.6284,-87.2231,40.45,4.6,"mb",NA,117,1.006,0.85,"us","us10004s8a","2016-05-03T23:44:19.040Z","79km WSW of Masachapa, Nicaragua","earthquake",6.3,6.7,0.05,118,"reviewed","us","us","Nicaragua"
"11454","2016-02-14T17:17:24.110Z",12.0825,-88.1564,10,4.6,"mb",NA,187,1.241,1.34,"us","us2000505p","2016-04-26T23:28:21.040Z","106km SW of Jiquilillo, Nicaragua","earthquake",7.8,2,0.105,27,"reviewed","us","us","Nicaragua"
"11455","2016-02-14T16:33:20.660Z",12.1181,-88.0661,10,4.6,"mb",NA,173,1.147,0.71,"us","us2000505a","2016-04-26T23:28:21.040Z","96km SW of Jiquilillo, Nicaragua","earthquake",6.4,1.9,0.059,86,"reviewed","us","us","Nicaragua"
"11542","2016-02-09T12:12:58.710Z",11.1962,-86.7168,33.36,5.1,"mb",NA,82,1.098,1.09,"us","us20004z02","2016-11-10T22:11:57.410Z","68km SSW of Masachapa, Nicaragua","earthquake",5.7,4.1,0.038,219,"reviewed","us","us","Nicaragua"
"11999","2016-01-14T05:15:22.000Z",11.3837,-85.6335,190.17,4.8,"mb",NA,127,0.666,0.44,"us","us10004eds","2016-03-30T02:27:59.040Z","18km SSE of Moyogalpa, Nicaragua","earthquake",5.6,5.1,0.047,139,"reviewed","us","us","Nicaragua"
"12200","2016-01-03T05:03:17.020Z",10.9724,-86.6487,20.56,4.5,"mb",NA,158,1.066,0.92,"us","us10004az4","2016-03-28T22:09:34.040Z","90km WSW of San Juan del Sur, Nicaragua","earthquake",4,6.8,0.064,71,"reviewed","us","us","Nicaragua"
"12239","2015-12-31T10:56:58.120Z",11.1535,-86.6205,20,5.8,"mww",NA,72,1.097,1.44,"us","us10004akg","2016-11-10T22:06:37.386Z","71km S of Masachapa, Nicaragua","earthquake",6,1.8,NA,NA,"reviewed","us","us","Nicaragua"
"12498","2015-12-16T20:40:26.500Z",11.652,-86.8961,51.63,4.7,"mb",NA,77,0.813,0.85,"us","us20004hma","2016-03-05T01:42:09.040Z","44km WSW of Masachapa, Nicaragua","earthquake",5.7,7.4,0.036,230,"reviewed","us","us","Nicaragua"
"12591","2015-12-10T02:47:36.570Z",11.2145,-86.7854,18.28,4.7,"mb",NA,110,1.108,0.76,"us","us20004g2b","2016-03-05T01:41:59.040Z","69km SSW of Masachapa, Nicaragua","earthquake",5.2,4.8,0.039,200,"reviewed","us","us","Nicaragua"
"12792","2015-12-02T22:32:36.500Z",11.64,-87.2432,14.05,4.5,"mb",NA,171,1.066,1.07,"us","us100043dc","2016-02-25T22:33:06.040Z","81km WSW of Masachapa, Nicaragua","earthquake",6.4,6.1,0.115,22,"reviewed","us","us","Nicaragua"
"12796","2015-12-02T21:19:33.920Z",11.6389,-87.2249,34.87,4.5,"mb",NA,113,1.064,0.69,"us","us100042tz","2016-02-25T22:33:06.040Z","79km WSW of Masachapa, Nicaragua","earthquake",6,5.6,0.078,48,"reviewed","us","us","Nicaragua"
"12951","2015-11-25T00:19:16.290Z",12.3455,-86.4235,9.83,4.7,"mb",NA,136,0.172,1.17,"us","us1000412r","2016-02-18T04:48:54.040Z","17km ENE of Nagarote, Nicaragua","earthquake",5.9,5.5,0.05,120,"reviewed","us","us","Nicaragua"
"13903","2015-10-06T06:02:54.640Z",11.3695,-87.0252,31.46,4.5,"mb",NA,134,1.105,0.91,"us","us10003kmr","2016-01-04T22:29:19.040Z","72km SW of Masachapa, Nicaragua","earthquake",6.3,6.6,0.077,49,"reviewed","us","us","Nicaragua"
"14550","2015-09-15T05:00:41.520Z",11.3406,-87.0645,34.83,4.6,"mb",NA,166,1.112,1.17,"us","us20003jka","2015-12-12T00:42:53.040Z","77km SW of Masachapa, Nicaragua","earthquake",5.9,7.9,0.046,138,"reviewed","us","us","Nicaragua"
"14561","2015-09-14T08:13:07.130Z",12.86,-86.622,10,4.6,"mwr",NA,32,0.322,0.85,"us","us20003j9k","2016-11-10T21:51:56.899Z","9km WSW of El Sauce, Nicaragua","earthquake",5,1.5,0.047,43,"reviewed","us","us","Nicaragua"
"14568","2015-09-13T14:56:13.820Z",12.1635,-88.1877,29.67,4.5,"mb",NA,121,1.231,0.91,"us","us20003j5v","2015-12-12T00:42:50.040Z","102km SW of Jiquilillo, Nicaragua","earthquake",6.9,5.7,0.055,98,"reviewed","us","us","Nicaragua"
"14601","2015-09-12T11:22:02.140Z",12.9557,-86.581,6.87,4.5,"mb",NA,35,0.421,0.63,"us","us20003j0c","2015-12-12T00:42:48.040Z","8km NNW of El Sauce, Nicaragua","earthquake",3.7,5,0.039,192,"reviewed","us","us","Nicaragua"
"14820","2015-09-03T18:46:03.250Z",12.3476,-87.6031,58.86,4.5,"mb",NA,105,0.641,1.03,"us","us20003g1v","2015-12-05T01:40:24.040Z","47km SSW of Jiquilillo, Nicaragua","earthquake",6.7,7.4,0.037,208,"reviewed","us","us","Nicaragua"
"15037","2015-08-21T07:09:51.790Z",11.9843,-87.9671,18.77,4.5,"mb",NA,155,1.141,0.78,"us","us100033w3","2015-11-24T02:09:26.040Z","101km SSW of Jiquilillo, Nicaragua","earthquake",3,5.4,0.124,19,"reviewed","us","us","Nicaragua"
"15908","2015-07-06T14:17:14.100Z",11.2858,-85.6436,160.69,4.7,"mb",NA,78,0.223,0.87,"us","us10002nnc","2015-09-30T00:20:59.040Z","17km NW of Cardenas, Nicaragua","earthquake",5.4,4.9,0.043,167,"reviewed","us","us","Nicaragua"
"15949","2015-07-04T04:00:05.090Z",11.9314,-86.6268,89.84,4.5,"mb",NA,82,0.431,0.86,"us","us10002nd7","2015-09-30T00:20:55.040Z","14km WSW of Carlos Fonseca Amador, Nicaragua","earthquake",6.3,5.7,0.045,147,"reviewed","us","us","Nicaragua"
"16183","2015-06-20T19:32:17.230Z",10.8087,-86.641,29.71,4.5,"mb",NA,182,1.031,0.62,"us","us10002kjp","2015-09-01T00:53:52.040Z","97km WSW of San Juan del Sur, Nicaragua","earthquake",6.5,7.4,0.071,59,"reviewed","us","us","Nicaragua"
"16215","2015-06-18T16:58:42.560Z",12.6781,-87.9398,68.81,4.7,"mb",NA,92,0.868,1.04,"us","us10002k0d","2015-09-01T00:53:50.040Z","53km W of Jiquilillo, Nicaragua","earthquake",5.8,5.6,0.032,302,"reviewed","us","us","Nicaragua"
"16391","2015-06-09T06:37:51.670Z",12.5413,-86.7637,171.06,4.6,"mb",NA,128,0.075,0.83,"us","us20002n6c","2015-08-10T13:08:26.040Z","10km ENE of Telica, Nicaragua","earthquake",7.8,6.2,0.036,232,"reviewed","us","us","Nicaragua"
"16876","2015-05-14T14:08:17.560Z",10.9473,-86.2824,45.69,5.2,"mb",NA,116,0.996,1.03,"us","us100028yd","2015-07-23T01:03:59.040Z","56km SW of San Juan del Sur, Nicaragua","earthquake",7.3,5.6,0.039,222,"reviewed","us","us","Nicaragua"
"17851","2015-03-28T16:27:29.130Z",11.1689,-86.8051,41.76,4.8,"mb",NA,136,1.017,1.04,"us","us10001rie","2015-06-12T01:53:26.040Z","75km SSW of Masachapa, Nicaragua","earthquake",7.6,8.3,0.091,37,"reviewed","us","us","Nicaragua"
"17865","2015-03-27T13:29:24.770Z",11.3609,-86.6757,56.22,4.5,"mb",NA,156,0.79,1.09,"us","us10001ssi","2015-06-12T01:53:24.040Z","50km SSW of Masachapa, Nicaragua","earthquake",7.4,9.3,0.145,14,"reviewed","us","us","Nicaragua"
"17935","2015-03-22T09:00:51.020Z",11.1412,-86.9751,35,4.7,"mb",NA,136,1.152,0.92,"us","us10001pjg","2015-06-09T21:30:01.040Z","87km SW of Masachapa, Nicaragua","earthquake",3.9,1.8,0.039,200,"reviewed","us","us","Nicaragua"
"17969","2015-03-20T16:37:56.740Z",11.1551,-86.8538,42.16,4.6,"mb",NA,171,1.059,0.95,"us","us10001p6t","2015-06-09T21:29:59.040Z","79km SSW of Masachapa, Nicaragua","earthquake",3.5,11.7,0.151,19,"reviewed","us","us","Nicaragua"
"17971","2015-03-20T15:20:35.700Z",11.1173,-86.8963,40.45,5,"mb",NA,96,1.115,0.93,"us","us10001p68","2015-06-09T21:29:59.040Z","84km SSW of Masachapa, Nicaragua","earthquake",6.9,4.8,0.033,297,"reviewed","us","us","Nicaragua"
"18075","2015-03-14T06:13:37.050Z",12.6492,-87.9793,73.59,4.7,"mb",NA,106,0.523,0.9,"us","us10001mbh","2015-06-04T00:46:19.040Z","58km W of Jiquilillo, Nicaragua","earthquake",6.3,7,0.048,130,"reviewed","us","us","Nicaragua"
"18145","2015-03-09T14:52:02.320Z",11.0956,-86.9189,44.87,4.7,"mb",NA,172,1.146,0.89,"us","usc000twrh","2015-05-28T00:48:39.040Z","88km SSW of Masachapa, Nicaragua","earthquake",7.2,8.9,0.039,199,"reviewed","us","us","Nicaragua"
"18189","2015-03-07T11:31:45.680Z",11.396,-87.9447,10,4.5,"mb",NA,119,1.563,0.73,"us","usc000twd6","2015-05-28T00:48:36.040Z","146km SW of Corinto, Nicaragua","earthquake",6,1.9,0.06,81,"reviewed","us","us","Nicaragua"
"18235","2015-03-04T13:23:21.050Z",12.2323,-88.3252,54.82,4.5,"mb",NA,136,1.329,0.9,"us","usc000tuxh","2015-05-19T00:30:01.040Z","110km WSW of Jiquilillo, Nicaragua","earthquake",7.8,8.3,0.072,56,"reviewed","us","us","Nicaragua"
