"","t","pd","Country","Mag"
"1346",66,1,"indonesia",6.5
"1347",67,1,"indonesia",6.5
"1348",68,1,"indonesia",6.5
"1349",69,1,"indonesia",6.5
"1350",70,1,"indonesia",6.5
"1351",71,1,"indonesia",6.5
"1352",72,1,"indonesia",6.5
"1353",73,1,"indonesia",6.5
"1354",74,1,"indonesia",6.5
"1355",75,1,"indonesia",6.5
"1356",76,1,"indonesia",6.5
"1357",77,1,"indonesia",6.5
"1358",78,1,"indonesia",6.5
"1359",79,1,"indonesia",6.5
"1360",80,1,"indonesia",6.5
"1361",1,0.13061615715367,"indonesia",7
"1362",2,0.244171733797747,"indonesia",7
"1363",3,0.342895117397207,"indonesia",7
"1364",4,0.428723632009697,"indonesia",7
"1365",5,0.503341555869296,"indonesia",7
"1366",6,0.568213173259569,"indonesia",7
"1367",7,0.624611509277982,"indonesia",7
"1368",8,0.673643311375808,"indonesia",7
"1369",9,0.716270767905297,"indonesia",7
"1370",10,0.753330389873668,"indonesia",7
"1371",11,0.785549426434964,"indonesia",7
"1372",12,0.813560136253429,"indonesia",7
"1373",13,0.83791219479626,"indonesia",7
"1374",14,0.859083481033445,"indonesia",7
"1375",15,0.877489455220329,"indonesia",7
"1376",16,0.893491311790252,"indonesia",7
"1377",17,0.907403067347688,"indonesia",7
"1378",18,0.91949772285495,"indonesia",7
"1379",19,0.930012620937756,"indonesia",7
"1380",20,0.939154103440124,"indonesia",7
"1381",21,0.947101560627344,"indonesia",7
"1382",22,0.954010951497627,"indonesia",7
"1383",23,0.960017864284161,"indonesia",7
"1384",24,0.96524017720616,"indonesia",7
"1385",25,0.969780371682834,"indonesia",7
"1386",26,0.973727543404234,"indonesia",7
"1387",27,0.97715915072376,"indonesia",7
"1388",28,0.980142534682349,"indonesia",7
"1389",29,0.982736240492952,"indonesia",7
"1390",30,0.984991166417788,"indonesia",7
"1391",31,0.986951562583656,"indonesia",7
"1392",32,0.988655899335839,"indonesia",7
"1393",33,0.990137622170956,"indonesia",7
"1394",34,0.991425808063383,"indonesia",7
"1395",35,0.992545736064842,"indonesia",7
"1396",36,0.993519383374462,"indonesia",7
"1397",37,0.994365856614076,"indonesia",7
"1398",38,0.995101766771998,"indonesia",7
"1399",39,0.995741555173082,"indonesia",7
"1400",40,0.996297776871825,"indonesia",7
"1401",41,0.996781347029753,"indonesia",7
"1402",42,0.997201755111937,"indonesia",7
"1403",43,0.997567251105991,"indonesia",7
"1404",44,0.997885007417846,"indonesia",7
"1405",45,0.998161259621336,"indonesia",7
"1406",46,0.9984014288236,"indonesia",7
"1407",47,0.998610228047598,"indonesia",7
"1408",48,0.998791754719341,"indonesia",7
"1409",49,0.9989495710748,"indonesia",7
"1410",50,0.999086774064372,"indonesia",7
"1411",51,0.999206056126697,"indonesia",7
"1412",52,0.999309758024424,"indonesia",7
"1413",53,0.99939991477878,"indonesia",7
"1414",54,0.99947829560434,"indonesia",7
"1415",55,0.999546438627671,"indonesia",7
"1416",56,0.999605681071158,"indonesia",7
"1417",57,0.999657185494337,"indonesia",7
"1418",58,0.999701962607683,"indonesia",7
"1419",59,0.999740891106555,"indonesia",7
"1420",60,0.999774734914501,"indonesia",7
"1421",61,0.99980415817431,"indonesia",7
"1422",62,0.999829738280992,"indonesia",7
"1423",63,0.999851977212439,"indonesia",7
"1424",64,0.999871311380121,"indonesia",7
"1425",65,0.999888120193119,"indonesia",7
"1426",66,0.999902733503557,"indonesia",7
"1427",67,0.999915438079542,"indonesia",7
"1428",68,0.999926483232634,"indonesia",7
"1429",69,0.999936085710274,"indonesia",7
"1430",70,0.999944433949185,"indonesia",7
"1431",71,0.999951691773211,"indonesia",7
"1432",72,0.999958001608153,"indonesia",7
"1433",73,0.999963487276702,"indonesia",7
"1434",74,0.999968256428307,"indonesia",7
"1435",75,0.999972402651656,"indonesia",7
"1436",76,0.999976007311244,"indonesia",7
"1437",77,0.999979141144049,"indonesia",7
"1438",78,0.999981865647656,"indonesia",7
"1439",79,0.999984234287072,"indonesia",7
"1440",80,0.999986293543909,"indonesia",7
"1441",1,0.237539510465655,"iran",6
"1442",2,0.418654001899047,"iran",6
"1443",3,0.556746645699115,"iran",6
"1444",4,0.662036830492007,"iran",6
"1445",5,0.742316436332357,"iran",6
"1446",6,0.803526463901014,"iran",6
"1447",7,0.850196691485424,"iran",6
"1448",8,0.885780896056112,"iran",6
"1449",9,0.912912446092769,"iran",6
"1450",10,0.933599181015544,"iran",6
"1451",11,0.94937199905163,"iran",6
"1452",12,0.96139814961276,"iran",6
"1453",13,0.970567614256814,"iran",6
"1454",14,0.977558968758087,"iran",6
"1455",15,0.982889600333635,"iran",6
"1456",16,0.986953996294255,"iran",6
"1457",17,0.990052937628051,"iran",6
"1458",18,0.992415757954455,"iran",6
"1459",19,0.994217315097207,"iran",6
"1460",20,0.995590931238193,"iran",6
"1461",21,0.996638259273482,"iran",6
"1462",22,0.997436805519972,"iran",6
"1463",23,0.998045665481986,"iran",6
"1464",24,0.998509897146681,"iran",6
"1465",25,0.998863855449002,"iran",6
"1466",26,0.999133734669464,"iran",6
"1467",27,0.999339506912013,"iran",6
"1468",28,0.9994964001168,"iran",6
"1469",29,0.999616024986525,"iran",6
"1470",30,0.999707234223257,"iran",6
"1471",31,0.999776777662546,"iran",6
"1472",32,0.99982980178731,"iran",6
"1473",33,0.999870230587434,"iran",6
"1474",34,0.999901055950169,"iran",6
"1475",35,0.999924559071329,"iran",6
"1476",36,0.999942479272595,"iran",6
"1477",37,0.999956142718024,"iran",6
"1478",38,0.999966560555315,"iran",6
"1479",39,0.999974503744636,"iran",6
"1480",40,0.999980560112654,"iran",6
"1481",41,0.999985177853977,"iran",6
"1482",42,0.999988698699288,"iran",6
"1483",43,0.999991383204726,"iran",6
"1484",44,0.999993430034058,"iran",6
"1485",45,0.999994990660551,"iran",6
"1486",46,0.999996180576592,"iran",6
"1487",47,0.999997087840558,"iran",6
"1488",48,0.999997779593487,"iran",6
"1489",49,0.999998307027763,"iran",6
"1490",50,0.999998709175559,"iran",6
"1491",51,0.999999015797365,"iran",6
"1492",52,0.999999249584377,"iran",6
"1493",53,0.999999427837737,"iran",6
"1494",54,0.999999563748881,"iran",6
"1495",55,0.999999667375758,"iran",6
"1496",56,0.999999746387158,"iran",6
"1497",57,0.999999806630228,"iran",6
"1498",58,0.999999852563189,"iran",6
"1499",59,0.999999887585257,"iran",6
"1500",60,0.9999999142882,"iran",6
"1501",61,0.999999934648139,"iran",6
"1502",62,0.999999950171788,"iran",6
"1503",63,0.999999962007957,"iran",6
"1504",64,0.999999971032568,"iran",6
"1505",65,0.999999977913478,"iran",6
"1506",66,0.9999999831599,"iran",6
"1507",67,0.999999987160089,"iran",6
"1508",68,0.999999990210075,"iran",6
"1509",69,0.999999992535569,"iran",6
"1510",70,0.999999994308666,"iran",6
"1511",71,0.999999995660583,"iran",6
"1512",72,0.999999996691366,"iran",6
"1513",73,0.999999997477297,"iran",6
"1514",74,0.999999998076539,"iran",6
"1515",75,0.999999998533437,"iran",6
"1516",76,0.999999998881804,"iran",6
"1517",77,0.999999999147419,"iran",6
"1518",78,0.999999999349941,"iran",6
"1519",79,0.999999999504356,"iran",6
"1520",80,0.999999999622091,"iran",6
"1521",1,0.00731067664717555,"iran",6.5
"1522",2,0.0145679073013114,"iran",6.5
"1523",3,0.0217720826887811,"iran",6.5
"1524",4,0.0289235906794834,"iran",6.5
"1525",5,0.0360228163077259,"iran",6.5
"1526",6,0.043070141792955,"iran",6.5
"1527",7,0.0500659465603341,"iran",6.5
"1528",8,0.0570106072611724,"iran",6.5
"1529",9,0.0639044977932023,"iran",6.5
"1530",10,0.0707479893207116,"iran",6.5
"1531",11,0.0775414502945255,"iran",6.5
"1532",12,0.0842852464718447,"iran",6.5
"1533",13,0.0909797409359371,"iran",6.5
"1534",14,0.0976252941156861,"iran",6.5
"1535",15,0.104222263804996,"iran",6.5
"1536",16,0.110771005182057,"iran",6.5
"1537",17,0.117271870828464,"iran",6.5
"1538",18,0.123725210748203,"iran",6.5
"1539",19,0.130131372386495,"iran",6.5
"1540",20,0.1364907006485,"iran",6.5
"1541",21,0.142803537917887,"iran",6.5
"1542",22,0.149070224075273,"iran",6.5
"1543",23,0.155291096516512,"iran",6.5
"1544",24,0.16146649017087,"iran",6.5
"1545",25,0.167596737519052,"iran",6.5
"1546",26,0.173682168611104,"iran",6.5
"1547",27,0.179723111084183,"iran",6.5
"1548",28,0.185719890180198,"iran",6.5
"1549",29,0.191672828763317,"iran",6.5
"1550",30,0.197582247337355,"iran",6.5
"1551",31,0.203448464063025,"iran",6.5
"1552",32,0.209271794775071,"iran",6.5
"1553",33,0.215052552999272,"iran",6.5
"1554",34,0.22079104996932,"iran",6.5
"1555",35,0.226487594643579,"iran",6.5
"1556",36,0.232142493721719,"iran",6.5
"1557",37,0.237756051661226,"iran",6.5
"1558",38,0.243328570693797,"iran",6.5
"1559",39,0.248860350841611,"iran",6.5
"1560",40,0.254351689933481,"iran",6.5
"1561",41,0.25980288362089,"iran",6.5
"1562",42,0.265214225393909,"iran",6.5
"1563",43,0.270586006596999,"iran",6.5
"1564",44,0.275918516444693,"iran",6.5
"1565",45,0.281212042037173,"iran",6.5
"1566",46,0.286466868375723,"iran",6.5
"1567",47,0.291683278378075,"iran",6.5
"1568",48,0.29686155289364,"iran",6.5
"1569",49,0.302001970718632,"iran",6.5
"1570",50,0.307104808611073,"iran",6.5
"1571",51,0.312170341305701,"iran",6.5
"1572",52,0.317198841528752,"iran",6.5
"1573",53,0.322190580012652,"iran",6.5
"1574",54,0.327145825510589,"iran",6.5
"1575",55,0.332064844810983,"iran",6.5
"1576",56,0.336947902751851,"iran",6.5
"1577",57,0.341795262235064,"iran",6.5
"1578",58,0.346607184240502,"iran",6.5
"1579",59,0.351383927840108,"iran",6.5
"1580",60,0.35612575021183,"iran",6.5
"1581",61,0.360832906653474,"iran",6.5
"1582",62,0.365505650596445,"iran",6.5
"1583",63,0.370144233619395,"iran",6.5
"1584",64,0.374748905461762,"iran",6.5
"1585",65,0.379319914037224,"iran",6.5
"1586",66,0.383857505447039,"iran",6.5
"1587",67,0.388361923993299,"iran",6.5
"1588",68,0.392833412192085,"iran",6.5
"1589",69,0.397272210786518,"iran",6.5
"1590",70,0.401678558759724,"iran",6.5
"1591",71,0.406052693347704,"iran",6.5
"1592",72,0.4103948500521,"iran",6.5
"1593",73,0.414705262652878,"iran",6.5
"1594",74,0.418984163220917,"iran",6.5
"1595",75,0.423231782130497,"iran",6.5
"1596",76,0.427448348071708,"iran",6.5
"1597",77,0.431634088062762,"iran",6.5
"1598",78,0.435789227462212,"iran",6.5
"1599",79,0.439913989981089,"iran",6.5
"1600",80,0.444008597694944,"iran",6.5
"1601",1,0.000198499634067928,"iran",7
"1602",2,0.000396959866031166,"iran",7
"1603",3,0.000595380703711013,"iran",7
"1604",4,0.000793762154927102,"iran",7
"1605",5,0.000992104227497737,"iran",7
"1606",6,0.00119040692923955,"iran",7
"1607",7,0.00138867026796763,"iran",7
"1608",8,0.00158689425149561,"iran",7
"1609",9,0.00178507888763535,"iran",7
"1610",10,0.00198322418419727,"iran",7
"1611",11,0.00218133014899036,"iran",7
"1612",12,0.00237939678982202,"iran",7
"1613",13,0.00257742411449779,"iran",7
"1614",14,0.00277541213082222,"iran",7
"1615",15,0.00297336084659783,"iran",7
"1616",16,0.00317127026962571,"iran",7
"1617",17,0.00336914040770564,"iran",7
"1618",18,0.00356697126863559,"iran",7
"1619",19,0.00376476286021188,"iran",7
"1620",20,0.00396251519022972,"iran",7
"1621",21,0.00416022826648244,"iran",7
"1622",22,0.0043579020967619,"iran",7
"1623",23,0.00455553668885833,"iran",7
"1624",24,0.00475313205056049,"iran",7
"1625",25,0.00495068818965572,"iran",7
"1626",26,0.00514820511392966,"iran",7
"1627",27,0.00534568283116643,"iran",7
"1628",28,0.00554312134914847,"iran",7
"1629",29,0.00574052067565711,"iran",7
"1630",30,0.00593788081847157,"iran",7
"1631",31,0.00613520178536986,"iran",7
"1632",32,0.00633248358412852,"iran",7
"1633",33,0.00652972622252224,"iran",7
"1634",34,0.00672692970832445,"iran",7
"1635",35,0.00692409404930694,"iran",7
"1636",36,0.00712121925323983,"iran",7
"1637",37,0.00731830532789191,"iran",7
"1638",38,0.00751535228103017,"iran",7
"1639",39,0.00771236012042054,"iran",7
"1640",40,0.00790932885382678,"iran",7
"1641",41,0.00810625848901148,"iran",7
"1642",42,0.00830314903373575,"iran",7
"1643",43,0.00850000049575883,"iran",7
"1644",44,0.00869681288283874,"iran",7
"1645",45,0.00889358620273195,"iran",7
"1646",46,0.00909032046319314,"iran",7
"1647",47,0.00928701567197554,"iran",7
"1648",48,0.00948367183683096,"iran",7
"1649",49,0.00968028896550976,"iran",7
"1650",50,0.0098768670657603,"iran",7
"1651",51,0.01007340614533,"iran",7
"1652",52,0.0102699062119642,"iran",7
"1653",53,0.0104663672734072,"iran",7
"1654",54,0.0106627893374014,"iran",7
"1655",55,0.0108591724116877,"iran",7
"1656",56,0.0110555165040056,"iran",7
"1657",57,0.0112518216220931,"iran",7
"1658",58,0.0114480877736864,"iran",7
"1659",59,0.0116443149665206,"iran",7
"1660",60,0.0118405032083287,"iran",7
"1661",61,0.0120366525068426,"iran",7
"1662",62,0.0122327628697926,"iran",7
"1663",63,0.0124288343049072,"iran",7
"1664",64,0.0126248668199137,"iran",7
"1665",65,0.0128208604225377,"iran",7
"1666",66,0.0130168151205033,"iran",7
"1667",67,0.0132127309215332,"iran",7
"1668",68,0.0134086078333482,"iran",7
"1669",69,0.0136044458636678,"iran",7
"1670",70,0.0138002450202102,"iran",7
"1671",71,0.0139960053106916,"iran",7
"1672",72,0.0141917267428269,"iran",7
"1673",73,0.0143874093243296,"iran",7
"1674",74,0.0145830530629115,"iran",7
"1675",75,0.0147786579662829,"iran",7
"1676",76,0.0149742240421524,"iran",7
"1677",77,0.0151697512982276,"iran",7
"1678",78,0.0153652397422139,"iran",7
"1679",79,0.0155606893818157,"iran",7
"1680",80,0.0157561002247355,"iran",7
"1681",1,0.999999885311585,"japan",6
"1682",2,0.999999999999987,"japan",6
"1683",3,1,"japan",6
"1684",4,1,"japan",6
"1685",5,1,"japan",6
"1686",6,1,"japan",6
"1687",7,1,"japan",6
"1688",8,1,"japan",6
"1689",9,1,"japan",6
"1690",10,1,"japan",6
"1691",11,1,"japan",6
"1692",12,1,"japan",6
"1693",13,1,"japan",6
"1694",14,1,"japan",6
"1695",15,1,"japan",6
"1696",16,1,"japan",6
"1697",17,1,"japan",6
"1698",18,1,"japan",6
"1699",19,1,"japan",6
"1700",20,1,"japan",6
"1701",21,1,"japan",6
"1702",22,1,"japan",6
"1703",23,1,"japan",6
"1704",24,1,"japan",6
"1705",25,1,"japan",6
"1706",26,1,"japan",6
"1707",27,1,"japan",6
"1708",28,1,"japan",6
"1709",29,1,"japan",6
"1710",30,1,"japan",6
"1711",31,1,"japan",6
"1712",32,1,"japan",6
"1713",33,1,"japan",6
"1714",34,1,"japan",6
"1715",35,1,"japan",6
"1716",36,1,"japan",6
"1717",37,1,"japan",6
"1718",38,1,"japan",6
"1719",39,1,"japan",6
"1720",40,1,"japan",6
"1721",41,1,"japan",6
"1722",42,1,"japan",6
"1723",43,1,"japan",6
"1724",44,1,"japan",6
"1725",45,1,"japan",6
"1726",46,1,"japan",6
"1727",47,1,"japan",6
"1728",48,1,"japan",6
"1729",49,1,"japan",6
"1730",50,1,"japan",6
"1731",51,1,"japan",6
"1732",52,1,"japan",6
"1733",53,1,"japan",6
"1734",54,1,"japan",6
"1735",55,1,"japan",6
"1736",56,1,"japan",6
"1737",57,1,"japan",6
"1738",58,1,"japan",6
"1739",59,1,"japan",6
"1740",60,1,"japan",6
"1741",61,1,"japan",6
"1742",62,1,"japan",6
"1743",63,1,"japan",6
"1744",64,1,"japan",6
"1745",65,1,"japan",6
"1746",66,1,"japan",6
"1747",67,1,"japan",6
"1748",68,1,"japan",6
"1749",69,1,"japan",6
"1750",70,1,"japan",6
"1751",71,1,"japan",6
"1752",72,1,"japan",6
"1753",73,1,"japan",6
"1754",74,1,"japan",6
"1755",75,1,"japan",6
"1756",76,1,"japan",6
"1757",77,1,"japan",6
"1758",78,1,"japan",6
"1759",79,1,"japan",6
"1760",80,1,"japan",6
"1761",1,0.638640235914444,"japan",6.5
"1762",2,0.869419120900031,"japan",6.5
"1763",3,0.952813324334351,"japan",6.5
"1764",4,0.982948634013479,"japan",6.5
"1765",5,0.993838322409774,"japan",6.5
"1766",6,0.997773417639625,"japan",6.5
"1767",7,0.999195402723538,"japan",6.5
"1768",8,0.999709250917994,"japan",6.5
"1769",9,0.999894934980318,"japan",6.5
"1770",10,0.999962033729274,"japan",6.5
"1771",11,0.999986280517367,"japan",6.5
"1772",12,0.999995042330992,"japan",6.5
"1773",13,0.999998208497897,"japan",6.5
"1774",14,0.999999352623223,"japan",6.5
"1775",15,0.99999976606408,"japan",6.5
"1776",16,0.999999915464971,"japan",6.5
"1777",17,0.999999969452442,"japan",6.5
"1778",18,0.999999988961342,"japan",6.5
"1779",19,0.999999996011073,"japan",6.5
"1780",20,0.999999998558562,"japan",6.5
"1781",21,0.999999999479122,"japan",6.5
"1782",22,0.999999999811776,"japan",6.5
"1783",23,0.999999999931983,"japan",6.5
"1784",24,0.999999999975422,"japan",6.5
"1785",25,0.999999999991118,"japan",6.5
"1786",26,0.999999999996791,"japan",6.5
"1787",27,0.99999999999884,"japan",6.5
"1788",28,0.999999999999581,"japan",6.5
"1789",29,0.999999999999849,"japan",6.5
"1790",30,0.999999999999945,"japan",6.5
"1791",31,0.99999999999998,"japan",6.5
"1792",32,0.999999999999993,"japan",6.5
"1793",33,0.999999999999997,"japan",6.5
"1794",34,0.999999999999999,"japan",6.5
"1795",35,1,"japan",6.5
"1796",36,1,"japan",6.5
"1797",37,1,"japan",6.5
"1798",38,1,"japan",6.5
"1799",39,1,"japan",6.5
"1800",40,1,"japan",6.5
"1801",41,1,"japan",6.5
"1802",42,1,"japan",6.5
"1803",43,1,"japan",6.5
"1804",44,1,"japan",6.5
"1805",45,1,"japan",6.5
"1806",46,1,"japan",6.5
"1807",47,1,"japan",6.5
"1808",48,1,"japan",6.5
"1809",49,1,"japan",6.5
"1810",50,1,"japan",6.5
"1811",51,1,"japan",6.5
"1812",52,1,"japan",6.5
"1813",53,1,"japan",6.5
"1814",54,1,"japan",6.5
"1815",55,1,"japan",6.5
"1816",56,1,"japan",6.5
"1817",57,1,"japan",6.5
"1818",58,1,"japan",6.5
"1819",59,1,"japan",6.5
"1820",60,1,"japan",6.5
"1821",61,1,"japan",6.5
"1822",62,1,"japan",6.5
"1823",63,1,"japan",6.5
"1824",64,1,"japan",6.5
"1825",65,1,"japan",6.5
"1826",66,1,"japan",6.5
"1827",67,1,"japan",6.5
"1828",68,1,"japan",6.5
"1829",69,1,"japan",6.5
"1830",70,1,"japan",6.5
"1831",71,1,"japan",6.5
"1832",72,1,"japan",6.5
"1833",73,1,"japan",6.5
"1834",74,1,"japan",6.5
"1835",75,1,"japan",6.5
"1836",76,1,"japan",6.5
"1837",77,1,"japan",6.5
"1838",78,1,"japan",6.5
"1839",79,1,"japan",6.5
"1840",80,1,"japan",6.5
"1841",1,0.0627750369804925,"japan",7
"1842",2,0.121609368693083,"japan",7
"1843",3,0.176750373056693,"japan",7
"1844",4,0.228429898832236,"japan",7
"1845",5,0.276865240466084,"japan",7
"1846",6,0.322260051737705,"japan",7
"1847",7,0.364805202053028,"japan",7
"1848",8,0.404679578983966,"japan",7
"1849",9,0.44205084042849,"japan",7
"1850",10,0.477076119553826,"japan",7
"1851",11,0.509902685486817,"japan",7
"1852",12,0.540668562529422,"japan",7
"1853",13,0.56950311050294,"japan",7
"1854",14,0.596527568661105,"japan",7
"1855",15,0.621855565459014,"japan",7
"1856",16,0.645593596321292,"japan",7
"1857",17,0.667841471418346,"japan",7
"1858",18,0.688692735333445,"japan",7
"1859",19,0.708235060385184,"japan",7
"1860",20,0.726550615259115,"japan",7
"1861",21,0.743716410498517,"japan",7
"1862",22,0.759804622306966,"japan",7
"1863",23,0.77488289602419,"japan",7
"1864",24,0.789014630551213,"japan",7
"1865",25,0.802259244920703,"japan",7
"1866",26,0.814672428133356,"japan",7
"1867",27,0.82630637331079,"japan",7
"1868",28,0.837209997149481,"japan",7
"1869",29,0.847429145598477,"japan",7
"1870",30,0.857006786625678,"japan",7
"1871",31,0.86598319088321,"japan",7
"1872",32,0.874396101031524,"japan",7
"1873",33,0.882280890434164,"japan",7
"1874",34,0.88967071189047,"japan",7
"1875",35,0.896596637031578,"japan",7
"1876",36,0.903087786965828,"japan",7
"1877",37,0.909171454722909,"japan",7
"1878",38,0.914873220011563,"japan",7
"1879",39,0.920217056773367,"japan",7
"1880",40,0.925225433984832,"japan",7
"1881",41,0.929919410131634,"japan",7
"1882",42,0.934318721752236,"japan",7
"1883",43,0.938441866423165,"japan",7
"1884",44,0.942306180534901,"japan",7
"1885",45,0.945927912185368,"japan",7
"1886",46,0.949322289497544,"japan",7
"1887",47,0.952503584648423,"japan",7
"1888",48,0.955485173878559,"japan",7
"1889",49,0.958279593734512,"japan",7
"1890",50,0.96089859378067,"japan",7
"1891",51,0.963353186002077,"japan",7
"1892",52,0.965653691106014,"japan",7
"1893",53,0.967809781916978,"japan",7
"1894",54,0.969830524047549,"japan",7
"1895",55,0.971724414016147,"japan",7
"1896",56,0.973499414971928,"japan",7
"1897",57,0.97516299017707,"japan",7
"1898",58,0.976722134387189,"japan",7
"1899",59,0.97818340326186,"japan",7
"1900",60,0.979552940928886,"japan",7
"1901",61,0.980836505818217,"japan",7
"1902",62,0.982039494874154,"japan",7
"1903",63,0.983166966247617,"japan",7
"1904",64,0.984223660563917,"japan",7
"1905",65,0.985214020855434,"japan",7
"1906",66,0.986142211243027,"japan",7
"1907",67,0.987012134444714,"japan",7
"1908",68,0.987827448185244,"japan",7
"1909",69,0.988591580575563,"japan",7
"1910",70,0.989307744526821,"japan",7
"1911",71,0.989978951259554,"japan",7
"1912",72,0.990608022964819,"japan",7
"1913",73,0.991197604670523,"japan",7
"1914",74,0.991750175362847,"japan",7
"1915",75,0.992268058409527,"japan",7
"1916",76,0.9927534313288,"japan",7
"1917",77,0.993208334945117,"japan",7
"1918",78,0.993634681970096,"japan",7
"1919",79,0.994034265044816,"japan",7
"1920",80,0.994408764277243,"japan",7
"1921",1,0.0817213443442296,"mac",6
"1922",2,0.156764310567031,"mac",6
"1923",3,0.225674664706527,"mac",6
"1924",4,0.288953572066506,"mac",6
"1925",5,0.347061242048393,"mac",6
"1926",6,0.40042027512265,"mac",6
"1927",7,0.44941873628117,"mac",6
"1928",8,0.494412977323018,"mac",6
"1929",9,0.535730228499177,"mac",6
"1930",10,0.573670978364613,"mac",6
"1931",11,0.608511159145617,"mac",6
"1932",12,0.640504153516001,"mac",6
"1933",13,0.669882637376841,"mac",6
"1934",14,0.696860272041776,"mac",6
"1935",15,0.721633258134667,"mac",6
"1936",16,0.744381762500625,"mac",6
"1937",17,0.765271228507976,"mac",6
"1938",18,0.784453579270574,"mac",6
"1939",19,0.80206832254117,"mac",6
"1940",20,0.818243565311414,"mac",6
"1941",21,0.833096945497379,"mac",6
"1942",22,0.846736487486492,"mac",6
"1943",23,0.859261387768014,"mac",6
"1944",24,0.870762736360753,"mac",6
"1945",25,0.881324179284722,"mac",6
"1946",26,0.891022526894729,"mac",6
"1947",27,0.899928312500129,"mac",6
"1948",28,0.908106305333414,"mac",6
"1949",29,0.915615981598326,"mac",6
"1950",30,0.922511957023279,"mac",6
"1951",31,0.92884438406594,"mac",6
"1952",32,0.934659316657713,"mac",6
"1953",33,0.939999045140815,"mac",6
"1954",34,0.944902403833845,"mac",6
"1955",35,0.949405053462679,"mac",6
"1956",36,0.953539740510733,"mac",6
"1957",37,0.957336535374778,"mac",6
"1958",38,0.960823051058334,"mac",6
"1959",39,0.964024643993152,"mac",6
"1960",40,0.966964598449294,"mac",6
"1961",41,0.969664295874969,"mac",6
"1962",42,0.972143370397695,"mac",6
"1963",43,0.974419851617695,"mac",6
"1964",44,0.976510295732022,"mac",6
"1965",45,0.978429905943049,"mac",6
"1966",46,0.980192643027015,"mac",6
"1967",47,0.981811326866753,"mac",6
"1968",48,0.98329772968704,"mac",6
"1969",49,0.984662661670616,"mac",6
"1970",50,0.985916049577555,"mac",6
"1971",51,0.987067008939755,"mac",6
"1972",52,0.98812391035559,"mac",6
"1973",53,0.989094440366884,"mac",6
"1974",54,0.989985657360928,"mac",6
"1975",55,0.990804042904117,"mac",6
"1976",56,0.991555548880524,"mac",6
"1977",57,0.992245640778257,"mac",6
"1978",58,0.992879337438386,"mac",6
"1979",59,0.993461247555543,"mac",6
"1980",60,0.993995603195638,"mac",6
"1981",61,0.994486290574466,"mac",6
"1982",62,0.994936878321044,"mac",6
"1983",63,0.995350643431227,"mac",6
"1984",64,0.995730595100363,"mac",6
"1985",65,0.996079496608311,"mac",6
"1986",66,0.996399885415986,"mac",6
"1987",67,0.996694091619585,"mac",6
"1988",68,0.996964254896711,"mac",6
"1989",69,0.997212340067638,"mac",6
"1990",70,0.997440151384886,"mac",6
"1991",71,0.99764934565503,"mac",6
"1992",72,0.99784144428819,"mac",6
"1993",73,0.998017844362801,"mac",6
"1994",74,0.998179828786172,"mac",6
"1995",75,0.998328575624703,"mac",6
"1996",76,0.998465166671622,"mac",6
"1997",77,0.998590595314561,"mac",6
"1998",78,0.998705773760181,"mac",6
"1999",79,0.998811539668384,"mac",6
"2000",80,0.998908662244384,"mac",6
"2001",1,0.00722951296443197,"mac",6.5
"2002",2,0.0144067600711612,"mac",6.5
"2003",3,0.0215321191768832,"mac",6.5
"2004",4,0.0286059654065743,"mac",6.5
"2005",5,0.0356286711732394,"mac",6.5
"2006",6,0.042600606197519,"mac",6.5
"2007",7,0.0495221375271534,"mac",6.5
"2008",8,0.0563936295563066,"mac",6.5
"2009",9,0.0632154440447499,"mac",6.5
"2010",10,0.069987940136908,"mac",6.5
"2011",11,0.0767114743807664,"mac",6.5
"2012",12,0.0833864007466419,"mac",6.5
"2013",13,0.0900130706458188,"mac",6.5
"2014",14,0.0965918329490486,"mac",6.5
"2015",15,0.103123034004917,"mac",6.5
"2016",16,0.109607017658079,"mac",6.5
"2017",17,0.116044125267359,"mac",6.5
"2018",18,0.122434695723725,"mac",6.5
"2019",19,0.128779065468126,"mac",6.5
"2020",20,0.135077568509209,"mac",6.5
"2021",21,0.141330536440899,"mac",6.5
"2022",22,0.147538298459862,"mac",6.5
"2023",23,0.153701181382828,"mac",6.5
"2024",24,0.159819509663804,"mac",6.5
"2025",25,0.165893605411153,"mac",6.5
"2026",26,0.171923788404548,"mac",6.5
"2027",27,0.177910376111815,"mac",6.5
"2028",28,0.18385368370564,"mac",6.5
"2029",29,0.189754024080164,"mac",6.5
"2030",30,0.195611707867455,"mac",6.5
"2031",31,0.201427043453865,"mac",6.5
"2032",32,0.20720033699626,"mac",6.5
"2033",33,0.212931892438143,"mac",6.5
"2034",34,0.218622011525652,"mac",6.5
"2035",35,0.224270993823449,"mac",6.5
"2036",36,0.229879136730488,"mac",6.5
"2037",37,0.235446735495675,"mac",6.5
"2038",38,0.240974083233408,"mac",6.5
"2039",39,0.246461470939012,"mac",6.5
"2040",40,0.251909187504057,"mac",6.5
"2041",41,0.257317519731569,"mac",6.5
"2042",42,0.262686752351126,"mac",6.5
"2043",43,0.268017168033851,"mac",6.5
"2044",44,0.273309047407292,"mac",6.5
"2045",45,0.278562669070197,"mac",6.5
"2046",46,0.283778309607179,"mac",6.5
"2047",47,0.288956243603281,"mac",6.5
"2048",48,0.29409674365843,"mac",6.5
