"","t","pd","Country","Mag"
"1",1,0.98175103281712,"chile",6
"2",2,0.999666975196758,"chile",6
"3",3,0.999993922641295,"chile",6
"4",4,0.99999988909448,"chile",6
"5",5,0.999999997976089,"chile",6
"6",6,0.999999999963066,"chile",6
"7",7,0.999999999999326,"chile",6
"8",8,0.999999999999988,"chile",6
"9",9,1,"chile",6
"10",10,1,"chile",6
"11",11,1,"chile",6
"12",12,1,"chile",6
"13",13,1,"chile",6
"14",14,1,"chile",6
"15",15,1,"chile",6
"16",16,1,"chile",6
"17",17,1,"chile",6
"18",18,1,"chile",6
"19",19,1,"chile",6
"20",20,1,"chile",6
"21",21,1,"chile",6
"22",22,1,"chile",6
"23",23,1,"chile",6
"24",24,1,"chile",6
"25",25,1,"chile",6
"26",26,1,"chile",6
"27",27,1,"chile",6
"28",28,1,"chile",6
"29",29,1,"chile",6
"30",30,1,"chile",6
"31",31,1,"chile",6
"32",32,1,"chile",6
"33",33,1,"chile",6
"34",34,1,"chile",6
"35",35,1,"chile",6
"36",36,1,"chile",6
"37",37,1,"chile",6
"38",38,1,"chile",6
"39",39,1,"chile",6
"40",40,1,"chile",6
"41",41,1,"chile",6
"42",42,1,"chile",6
"43",43,1,"chile",6
"44",44,1,"chile",6
"45",45,1,"chile",6
"46",46,1,"chile",6
"47",47,1,"chile",6
"48",48,1,"chile",6
"49",49,1,"chile",6
"50",50,1,"chile",6
"51",51,1,"chile",6
"52",52,1,"chile",6
"53",53,1,"chile",6
"54",54,1,"chile",6
"55",55,1,"chile",6
"56",56,1,"chile",6
"57",57,1,"chile",6
"58",58,1,"chile",6
"59",59,1,"chile",6
"60",60,1,"chile",6
"61",61,1,"chile",6
"62",62,1,"chile",6
"63",63,1,"chile",6
"64",64,1,"chile",6
"65",65,1,"chile",6
"66",66,1,"chile",6
"67",67,1,"chile",6
"68",68,1,"chile",6
"69",69,1,"chile",6
"70",70,1,"chile",6
"71",71,1,"chile",6
"72",72,1,"chile",6
"73",73,1,"chile",6
"74",74,1,"chile",6
"75",75,1,"chile",6
"76",76,1,"chile",6
"77",77,1,"chile",6
"78",78,1,"chile",6
"79",79,1,"chile",6
"80",80,1,"chile",6
"81",1,0.309129702226951,"chile",6.5
"82",2,0.522698231654979,"chile",6.5
"83",3,0.670246385175873,"chile",6.5
"84",4,0.772183021934716,"chile",6.5
"85",5,0.842608016526281,"chile",6.5
"86",6,0.891262553510421,"chile",6.5
"87",7,0.924876527964664,"chile",6.5
"88",8,0.948099424505202,"chile",6.5
"89",9,0.964143433953316,"chile",6.5
"90",10,0.975227763538209,"chile",6.5
"91",11,0.982885597619138,"chile",6.5
"92",12,0.988176167730926,"chile",6.5
"93",13,0.991831265479446,"chile",6.5
"94",14,0.994356463949356,"chile",6.5
"95",15,0.996101048568199,"chile",6.5
"96",16,0.997306330263309,"chile",6.5
"97",17,0.99813902358691,"chile",6.5
"98",18,0.99871430667134,"chile",6.5
"99",19,0.999111752667184,"chile",6.5
"100",20,0.999386336300681,"chile",6.5
"101",21,0.999576037977319,"chile",6.5
"102",22,0.999707097231146,"chile",6.5
"103",23,0.999797642176863,"chile",6.5
"104",24,0.999860196990473,"chile",6.5
"105",25,0.999903414253178,"chile",6.5
"106",26,0.999933271776333,"chile",6.5
"107",27,0.999953899452245,"chile",6.5
"108",28,0.999968150500845,"chile",6.5
"109",29,0.999977996127035,"chile",6.5
"110",30,0.999984798177732,"chile",6.5
"111",31,0.999989497512523,"chile",6.5
"112",32,0.99999274414335,"chile",6.5
"113",33,0.999994987144155,"chile",6.5
"114",34,0.99999653676679,"chile",6.5
"115",35,0.999997607355041,"chile",6.5
"116",36,0.999998346992665,"chile",6.5
"117",37,0.99999885798633,"chile",6.5
"118",38,0.999999211016676,"chile",6.5
"119",39,0.999999454914856,"chile",6.5
"120",40,0.999999623416864,"chile",6.5
"121",41,0.999999739829897,"chile",6.5
"122",42,0.999999820256203,"chile",6.5
"123",43,0.99999987582035,"chile",6.5
"124",44,0.999999914207968,"chile",6.5
"125",45,0.999999940728833,"chile",6.5
"126",46,0.999999959051311,"chile",6.5
"127",47,0.999999971709767,"chile",6.5
"128",48,0.999999980455119,"chile",6.5
"129",49,0.999999986497022,"chile",6.5
"130",50,0.999999990671193,"chile",6.5
"131",51,0.999999993555005,"chile",6.5
"132",52,0.999999995547344,"chile",6.5
"133",53,0.999999996923792,"chile",6.5
"134",54,0.999999997874739,"chile",6.5
"135",55,0.999999998531721,"chile",6.5
"136",56,0.999999998985609,"chile",6.5
"137",57,0.999999999299188,"chile",6.5
"138",58,0.99999999951583,"chile",6.5
"139",59,0.999999999665501,"chile",6.5
"140",60,0.999999999768905,"chile",6.5
"141",61,0.999999999840343,"chile",6.5
"142",62,0.999999999889698,"chile",6.5
"143",63,0.999999999923795,"chile",6.5
"144",64,0.999999999947353,"chile",6.5
"145",65,0.999999999963627,"chile",6.5
"146",66,0.999999999974871,"chile",6.5
"147",67,0.999999999982639,"chile",6.5
"148",68,0.999999999988006,"chile",6.5
"149",69,0.999999999991714,"chile",6.5
"150",70,0.999999999994275,"chile",6.5
"151",71,0.999999999996045,"chile",6.5
"152",72,0.999999999997268,"chile",6.5
"153",73,0.999999999998112,"chile",6.5
"154",74,0.999999999998696,"chile",6.5
"155",75,0.999999999999099,"chile",6.5
"156",76,0.999999999999377,"chile",6.5
"157",77,0.99999999999957,"chile",6.5
"158",78,0.999999999999703,"chile",6.5
"159",79,0.999999999999795,"chile",6.5
"160",80,0.999999999999858,"chile",6.5
"161",1,0.0335806756446598,"chile",7
"162",2,0.0660336895125677,"chile",7
"163",3,0.0973969092480859,"chile",7
"164",4,0.127706930874493,"chile",7
"165",5,0.156999121495882,"chile",7
"166",6,0.185307660565092,"chile",7
"167",7,0.212665579765845,"chile",7
"168",8,0.239104801555604,"chile",7
"169",9,0.264656176414144,"chile",7
"170",10,0.289349518841285,"chile",7
"171",11,0.313213642145797,"chile",7
"172",12,0.336276392066076,"chile",7
"173",13,0.358564679261809,"chile",7
"174",14,0.380104510714546,"chile",7
"175",15,0.400921020073829,"chile",7
"176",16,0.421038496984263,"chile",7
"177",17,0.440480415427779,"chile",7
"178",18,0.459269461114134,"chile",7
"179",19,0.477427557951622,"chile",7
"180",20,0.494975893628887,"chile",7
"181",21,0.511934944337669,"chile",7
"182",22,0.528324498665359,"chile",7
"183",23,0.54416368068521,"chile",7
"184",24,0.559470972271175,"chile",7
"185",25,0.574264234663394,"chile",7
"186",26,0.588560729309494,"chile",7
"187",27,0.602377138006027,"chile",7
"188",28,0.615729582363548,"chile",7
"189",29,0.628633642618036,"chile",7
"190",30,0.641104375810618,"chile",7
"191",31,0.65315633335681,"chile",7
"192",32,0.664803578025759,"chile",7
"193",33,0.676059700349327,"chile",7
"194",34,0.68693783448013,"chile",7
"195",35,0.697450673517067,"chile",7
"196",36,0.707610484316201,"chile",7
"197",37,0.717429121804278,"chile",7
"198",38,0.726918042811595,"chile",7
"199",39,0.736088319440348,"chile",7
"200",40,0.744950651984059,"chile",7
"201",41,0.753515381413164,"chile",7
"202",42,0.761792501441326,"chile",7
"203",43,0.769791670186551,"chile",7
"204",44,0.777522221440715,"chile",7
"205",45,0.784993175560659,"chile",7
"206",46,0.792213249993545,"chile",7
"207",47,0.799190869448769,"chile",7
"208",48,0.805934175728296,"chile",7
"209",49,0.812451037226878,"chile",7
"210",50,0.818749058113255,"chile",7
"211",51,0.824835587203043,"chile",7
"212",52,0.830717726533664,"chile",7
"213",53,0.836402339651328,"chile",7
"214",54,0.841896059619722,"chile",7
"215",55,0.847205296759775,"chile",7
"216",56,0.852336246129507,"chile",7
"217",57,0.857294894752705,"chile",7
"218",58,0.862087028604851,"chile",7
"219",59,0.866718239364463,"chile",7
"220",60,0.871193930937714,"chile",7
"221",61,0.875519325763958,"chile",7
"222",62,0.879699470909507,"chile",7
"223",63,0.883739243956776,"chile",7
"224",64,0.887643358695667,"chile",7
"225",65,0.891416370623831,"chile",7
"226",66,0.895062682262232,"chile",7
"227",67,0.898586548292205,"chile",7
"228",68,0.901992080520009,"chile",7
"229",69,0.905283252674675,"chile",7
"230",70,0.908463905044724,"chile",7
"231",71,0.911537748959196,"chile",7
"232",72,0.914508371118193,"chile",7
"233",73,0.917379237778007,"chile",7
"234",74,0.920153698795698,"chile",7
"235",75,0.922834991537866,"chile",7
"236",76,0.92542624465815,"chile",7
"237",77,0.927930481747889,"chile",7
"238",78,0.93035062486418,"chile",7
"239",79,0.932689497939469,"chile",7
"240",80,0.934949830076643,"chile",7
"241",1,0.236809032879004,"china",6
"242",2,0.417539547704919,"china",6
"243",3,0.555471444103184,"china",6
"244",4,0.660739821512209,"china",6
"245",5,0.741079696274261,"china",6
"246",6,0.802394362992292,"china",6
"247",7,0.849189162783527,"china",6
"248",8,0.884902531292433,"china",6
"249",9,0.912158651543893,"china",6
"250",10,0.932960276318571,"china",6
"251",11,0.948835888448046,"china",6
"252",12,0.960952012222778,"china",6
"253",13,0.970198928444173,"china",6
"254",14,0.977256091378066,"china",6
"255",15,0.982642054382715,"china",6
"256",16,0.98675257269711,"china",6
"257",17,0.989889683144843,"china",6
"258",18,0.992283897501413,"china",6
"259",19,0.994111140271698,"china",6
"260",20,0.995505675448718,"china",6
"261",21,0.996569972099151,"china",6
"262",22,0.997382233689099,"china",6
"263",23,0.998002144397487,"china",6
"264",24,0.99847525465055,"china",6
"265",25,0.99883632812214,"china",6
"266",26,0.999111896134124,"china",6
"267",27,0.999322207151699,"china",6
"268",28,0.999482714620597,"china",6
"269",29,0.999605212471016,"china",6
"270",30,0.999698701723947,"china",6
"271",31,0.999770051877307,"china",6
"272",32,0.999824505669855,"china",6
"273",33,0.999866064312452,"china",6
"274",34,0.999897781493088,"china",6
"275",35,0.999921987758852,"china",6
"276",36,0.999940461762231,"china",6
"277",37,0.999954560954737,"china",6
"278",38,0.9999653213311,"china",6
"279",39,0.999973533553144,"china",6
"280",40,0.999979801046828,"china",6
"281",41,0.999984584341394,"china",6
"282",42,0.999988234908599,"china",6
"283",43,0.999991020988516,"china",6
"284",44,0.999993147299541,"china",6
"285",45,0.99999477008091,"china",6
"286",46,0.999996008572992,"china",6
"287",47,0.999996953778961,"china",6
"288",48,0.999997675151619,"china",6
"289",49,0.999998225696716,"china",6
"290",50,0.999998645867761,"china",6
"291",51,0.999998966538507,"china",6
"292",52,0.999999211271523,"china",6
"293",53,0.999999398049551,"china",6
"294",54,0.999999540596855,"china",6
"295",55,0.999999649387669,"china",6
"296",56,0.999999732415836,"china",6
"297",57,0.999999795782183,"china",6
"298",58,0.999999844142807,"china",6
"299",59,0.999999881051198,"china",6
"300",60,0.999999909219349,"china",6
"301",61,0.999999930717027,"china",6
"302",62,0.999999947123861,"china",6
"303",63,0.999999959645408,"china",6
"304",64,0.99999996920174,"china",6
"305",65,0.999999976495046,"china",6
"306",66,0.999999982061232,"china",6
"307",67,0.999999986309294,"china",6
"308",68,0.999999989551377,"china",6
"309",69,0.999999992025705,"china",6
"310",70,0.99999999391409,"china",6
"311",71,0.999999995355289,"china",6
"312",72,0.999999996455198,"china",6
"313",73,0.999999997294639,"china",6
"314",74,0.999999997935293,"china",6
"315",75,0.999999998424234,"china",6
"316",76,0.99999999879739,"china",6
"317",77,0.999999999082179,"china",6
"318",78,0.999999999299527,"china",6
"319",79,0.999999999465406,"china",6
"320",80,0.999999999592002,"china",6
"321",1,0.0295456434971854,"china",6.5
"322",2,0.0582183419447079,"china",6.5
"323",3,0.0860438870657976,"china",6.5
"324",4,0.113047308550625,"china",6.5
"325",5,0.139252896571057,"china",6.5
"326",6,0.164684223630203,"china",6.5
"327",7,0.1893641657664,"china",6.5
"328",8,0.213314923130709,"china",6.5
"329",9,0.236558039956445,"china",6.5
"330",10,0.259114423938685,"china",6.5
"331",11,0.281004365041199,"china",6.5
"332",12,0.302247553747724,"china",6.5
"333",13,0.322863098773983,"china",6.5
"334",14,0.342869544256395,"china",6.5
"335",15,0.362284886432939,"china",6.5
"336",16,0.381126589831158,"china",6.5
"337",17,0.399411602977894,"china",6.5
"338",18,0.417156373644855,"china",6.5
"339",19,0.434376863643751,"china",6.5
"340",20,0.451088563184293,"china",6.5
"341",21,0.467306504807977,"china",6.5
"342",22,0.48304527691019,"china",6.5
"343",23,0.498319036862788,"china",6.5
"344",24,0.513141523748965,"china",6.5
"345",25,0.527526070721861,"china",6.5
"346",26,0.541485616998027,"china",6.5
"347",27,0.555032719496535,"china",6.5
"348",28,0.568179564134203,"china",6.5
"349",29,0.580937976787093,"china",6.5
"350",30,0.59331943392815,"china",6.5
"351",31,0.605335072950543,"china",6.5
"352",32,0.616995702185989,"china",6.5
"353",33,0.628311810627091,"china",6.5
"354",34,0.639293577362418,"china",6.5
"355",35,0.649950880732812,"china",6.5
"356",36,0.660293307217185,"china",6.5
"357",37,0.670330160055753,"china",6.5
"358",38,0.68007046761852,"china",6.5
"359",39,0.689522991526485,"china",6.5
"360",40,0.698696234532916,"china",6.5
"361",41,0.707598448171766,"china",6.5
"362",42,0.716237640180106,"china",6.5
"363",43,0.724621581701265,"china",6.5
"364",44,0.732757814275138,"china",6.5
"365",45,0.740653656621974,"china",6.5
"366",46,0.748316211225719,"china",6.5
"367",47,0.755752370722865,"china",6.5
"368",48,0.76296882410252,"china",6.5
"369",49,0.769972062723306,"china",6.5
"370",50,0.776768386152476,"china",6.5
"371",51,0.783363907832516,"china",6.5
"372",52,0.78976456058032,"china",6.5
"373",53,0.795976101923888,"china",6.5
"374",54,0.802004119281351,"china",6.5
"375",55,0.807854034986975,"china",6.5
"376",56,0.813531111168673,"china",6.5
"377",57,0.819040454481399,"china",6.5
"378",58,0.824387020700705,"china",6.5
"379",59,0.82957561918056,"china",6.5
"380",60,0.83461091717948,"china",6.5
"381",61,0.839497444058821,"china",6.5
"382",62,0.844239595357047,"china",6.5
"383",63,0.848841636743605,"china",6.5
"384",64,0.853307707855996,"china",6.5
"385",65,0.857641826023468,"china",6.5
"386",66,0.861847889880689,"china",6.5
"387",67,0.865929682874658,"china",6.5
"388",68,0.869890876667998,"china",6.5
"389",69,0.873735034441696,"china",6.5
"390",70,0.877465614100266,"china",6.5
"391",71,0.881085971382206,"china",6.5
"392",72,0.884599362878562,"china",6.5
"393",73,0.8880089489623,"china",6.5
"394",74,0.891317796631135,"china",6.5
"395",75,0.89452888226636,"china",6.5
"396",76,0.897645094310168,"china",6.5
"397",77,0.900669235863867,"china",6.5
"398",78,0.903604027209337,"china",6.5
"399",79,0.906452108255974,"china",6.5
"400",80,0.909216040915356,"china",6.5
"401",1,0.00332273605393507,"china",7
"402",2,0.00663443153298593,"china",7
"403",3,0.00993512312206901,"china",7
"404",4,0.013224847384206,"china",7
"405",5,0.0165036407609298,"china",7
"406",6,0.0197715395726874,"china",7
"407",7,0.0230285800192425,"china",7
"408",8,0.0262747981800766,"china",7
"409",9,0.0295102300147888,"china",7
"410",10,0.0327349113634938,"china",7
"411",11,0.035948877947219,"china",7
"412",12,0.0391521653683004,"china",7
"413",13,0.0423448091107765,"china",7
"414",14,0.0455268445407822,"china",7
"415",15,0.0486983069069397,"china",7
"416",16,0.0518592313407494,"china",7
"417",17,0.0550096528569792,"china",7
"418",18,0.058149606354052,"china",7
"419",19,0.0612791266144322,"china",7
"420",20,0.0643982483050118,"china",7
"421",21,0.0675070059774936,"china",7
"422",22,0.0706054340687741,"china",7
"423",23,0.073693566901325,"china",7
"424",24,0.0767714386835739,"china",7
"425",25,0.0798390835102827,"china",7
"426",26,0.082896535362925,"china",7
"427",27,0.0859438281100633,"china",7
"428",28,0.0889809955077239,"china",7
"429",29,0.0920080711997704,"china",7
"430",30,0.0950250887182769,"china",7
"431",31,0.0980320814838993,"china",7
"432",32,0.101029082806246,"china",7
"433",33,0.104016125884244,"china",7
"434",34,0.106993243806513,"china",7
"435",35,0.109960469551725,"china",7
"436",36,0.112917835988973,"china",7
"437",37,0.115865375878135,"china",7
"438",38,0.118803121870237,"china",7
"439",39,0.121731106507814,"china",7
"440",40,0.12464936222527,"china",7
"441",41,0.127557921349239,"china",7
"442",42,0.130456816098942,"china",7
"443",43,0.133346078586543,"china",7
"444",44,0.136225740817508,"china",7
"445",45,0.139095834690955,"china",7
"446",46,0.14195639200001,"china",7
"447",47,0.14480744443216,"china",7
"448",48,0.147649023569602,"china",7
"449",49,0.150481160889594,"china",7
"450",50,0.153303887764803,"china",7
"451",51,0.156117235463654,"china",7
"452",52,0.158921235150673,"china",7
"453",53,0.161715917886837,"china",7
"454",54,0.164501314629914,"china",7
"455",55,0.167277456234809,"china",7
"456",56,0.170044373453902,"china",7
"457",57,0.172802096937393,"china",7
"458",58,0.175550657233639,"china",7
"459",59,0.178290084789491,"china",7
"460",60,0.181020409950637,"china",7
"461",61,0.183741662961931,"china",7
"462",62,0.186453873967733,"china",7
"463",63,0.189157073012239,"china",7
"464",64,0.19185129003982,"china",7
"465",65,0.194536554895346,"china",7
"466",66,0.197212897324522,"china",7
"467",67,0.199880346974216,"china",7
"468",68,0.202538933392786,"china",7
"469",69,0.205188686030412,"china",7
"470",70,0.207829634239414,"china",7
"471",71,0.210461807274585,"china",7
"472",72,0.213085234293513,"china",7
"473",73,0.2156999443569,"china",7
"474",74,0.218305966428888,"china",7
"475",75,0.220903329377381,"china",7
"476",76,0.223492061974359,"china",7
"477",77,0.226072192896204,"china",7
"478",78,0.228643750724011,"china",7
"479",79,0.231206763943908,"china",7
"480",80,0.233761260947373,"china",7
"481",1,0.981787435615341,"fiji",6
"482",2,0.999668302498535,"fiji",6
"483",3,0.999993958937898,"fiji",6
"484",4,0.999999889976767,"fiji",6
"485",5,0.999999997996195,"fiji",6
"486",6,0.999999999963506,"fiji",6
"487",7,0.999999999999335,"fiji",6
"488",8,0.999999999999988,"fiji",6
"489",9,1,"fiji",6
"490",10,1,"fiji",6
"491",11,1,"fiji",6
"492",12,1,"fiji",6
"493",13,1,"fiji",6
"494",14,1,"fiji",6
"495",15,1,"fiji",6
"496",16,1,"fiji",6
"497",17,1,"fiji",6
"498",18,1,"fiji",6
"499",19,1,"fiji",6
"500",20,1,"fiji",6
"501",21,1,"fiji",6
"502",22,1,"fiji",6
"503",23,1,"fiji",6
"504",24,1,"fiji",6
"505",25,1,"fiji",6
"506",26,1,"fiji",6
"507",27,1,"fiji",6
"508",28,1,"fiji",6
"509",29,1,"fiji",6
"510",30,1,"fiji",6
"511",31,1,"fiji",6
"512",32,1,"fiji",6
"513",33,1,"fiji",6
"514",34,1,"fiji",6
"515",35,1,"fiji",6
"516",36,1,"fiji",6
"517",37,1,"fiji",6
"518",38,1,"fiji",6
"519",39,1,"fiji",6
"520",40,1,"fiji",6
"521",41,1,"fiji",6
"522",42,1,"fiji",6
"523",43,1,"fiji",6
"524",44,1,"fiji",6
"525",45,1,"fiji",6
"526",46,1,"fiji",6
"527",47,1,"fiji",6
"528",48,1,"fiji",6
"529",49,1,"fiji",6
"530",50,1,"fiji",6
"531",51,1,"fiji",6
"532",52,1,"fiji",6
"533",53,1,"fiji",6
"534",54,1,"fiji",6
"535",55,1,"fiji",6
"536",56,1,"fiji",6
"537",57,1,"fiji",6
"538",58,1,"fiji",6
"539",59,1,"fiji",6
"540",60,1,"fiji",6
"541",61,1,"fiji",6
"542",62,1,"fiji",6
"543",63,1,"fiji",6
"544",64,1,"fiji",6
"545",65,1,"fiji",6
"546",66,1,"fiji",6
"547",67,1,"fiji",6
"548",68,1,"fiji",6
"549",69,1,"fiji",6
"550",70,1,"fiji",6
"551",71,1,"fiji",6
"552",72,1,"fiji",6
"553",73,1,"fiji",6
"554",74,1,"fiji",6
"555",75,1,"fiji",6
"556",76,1,"fiji",6
"557",77,1,"fiji",6
"558",78,1,"fiji",6
"559",79,1,"fiji",6
"560",80,1,"fiji",6
"561",1,0.158732309329978,"fiji",6.5
"562",2,0.292268672634728,"fiji",6.5
"563",3,0.404608500612588,"fiji",6.5
"564",4,0.49911636826579,"fiji",6.5
"565",5,0.578622783836547,"fiji",6.5
"566",6,0.64550896245721,"fiji",6.5
"567",7,0.701778143483157,"fiji",6.5
"568",8,0.749115587460748,"fiji",6.5
"569",9,0.788939049637999,"fiji",6.5
"570",10,0.822441241698339,"fiji",6.5
"571",11,0.850625553445325,"fiji",6.5
"572",12,0.874336104301836,"fiji",6.5
"573",13,0.894283024665407,"fiji",6.5
"574",14,0.911063724295647,"fiji",6.5
"575",15,0.925180784721407,"fiji",6.5
"576",16,0.937057011544835,"fiji",6.5
"577",17,0.947048097458453,"fiji",6.5
"578",18,0.955453275232289,"fiji",6.5
"579",19,0.962524279727755,"fiji",6.5
"580",20,0.968472887350372,"fiji",6.5
"581",21,0.973477258747754,"fiji",6.5
"582",22,0.977687274716485,"fiji",6.5
"583",23,0.981229025128182,"fiji",6.5
"584",24,0.984208585317961,"fiji",6.5
"585",25,0.986715193038028,"fiji",6.5
"586",26,0.988823921126105,"fiji",6.5
"587",27,0.990597925935012,"fiji",6.5
"588",28,0.992090338863839,"fiji",6.5
"589",29,0.993345857642,"fiji",6.5
"590",30,0.994402085025096,"fiji",6.5
"591",31,0.995290654996495,"fiji",6.5
"592",32,0.996038180204333,"fiji",6.5
"593",33,0.996667049009648,"fiji",6.5
"594",34,0.997196096017231,"fiji",6.5
"595",35,0.997641166171555,"fiji",6.5
"596",36,0.99801558931247,"fiji",6.5
"597",37,0.998330579403561,"fiji",6.5
"598",38,0.998595570390076,"fiji",6.5
"599",39,0.998818498745351,"fiji",6.5
"600",40,0.999006041167978,"fiji",6.5
"601",41,0.999163814548763,"fiji",6.5
"602",42,0.999296544196466,"fiji",6.5
"603",43,0.999408205360673,"fiji",6.5
"604",44,0.999502142290422,"fiji",6.5
"605",45,0.999581168394381,"fiji",6.5
"606",46,0.999647650502362,"fiji",6.5
"607",47,0.999703579751813,"fiji",6.5
"608",48,0.99975063122234,"fiji",6.5
"609",49,0.999790214104293,"fiji",6.5
"610",50,0.999823513903983,"fiji",6.5
"611",51,0.999851527949569,"fiji",6.5
"612",52,0.999875095261004,"fiji",6.5
"613",53,0.999894921678671,"fiji",6.5
"614",54,0.999911601003276,"fiji",6.5
"615",55,0.999925632780169,"fiji",6.5
"616",56,0.999937437260711,"fiji",6.5
"617",57,0.999947367988796,"fiji",6.5
"618",58,0.999955722389479,"fiji",6.5
"619",59,0.999962750676849,"fiji",6.5
"620",60,0.999968663347934,"fiji",6.5
"621",61,0.999973637487083,"fiji",6.5
"622",62,0.999977822069638,"fiji",6.5
"623",63,0.99998134242374,"fiji",6.5
"624",64,0.999984303983907,"fiji",6.5
"625",65,0.999986795448788,"fiji",6.5
"626",66,0.999988891437696,"fiji",6.5
"627",67,0.999990654725444,"fiji",6.5
"628",68,0.999992138122455,"fiji",6.5
"629",69,0.999993386056434,"fiji",6.5
"630",70,0.99999443590297,"fiji",6.5
"631",71,0.999995319104941,"fiji",6.5
"632",72,0.999996062114223,"fiji",6.5
"633",73,0.999996687183926,"fiji",6.5
"634",74,0.999997213034872,"fiji",6.5
"635",75,0.999997655416283,"fiji",6.5
"636",76,0.999998027577471,"fiji",6.5
"637",77,0.999998340664654,"fiji",6.5
"638",78,0.999998604054785,"fiji",6.5
"639",79,0.999998825636393,"fiji",6.5
"640",80,0.99999901204584,"fiji",6.5
"641",1,0.00743061294097613,"fiji",7
"642",2,0.0148060118732737,"fiji",7
"643",3,0.0221266070708199,"fiji",7
"644",4,0.0293928057589558,"fiji",7
"645",5,0.0366050121370878,"fiji",7
"646",6,0.0437636274011735,"fiji",7
"647",7,0.0508690497660385,"fiji",7
"648",8,0.0579216744875278,"fiji",7
"649",9,0.064921893884494,"fiji",7
"650",10,0.0718700973606192,"fiji",7
"651",11,0.0787666714260784,"fiji",7
"652",12,0.0856119997190382,"fiji",7
"653",13,0.0924064630269993,"fiji",7
"654",14,0.0991504393079771,"fiji",7
"655",15,0.105844303711528,"fiji",7
"656",16,0.112488428599617,"fiji",7
"657",17,0.11908318356733,"fiji",7
"658",18,0.125628935463438,"fiji",7
"659",19,0.132126048410799,"fiji",7
"660",20,0.138574883826614,"fiji",7
"661",21,0.144975800442533,"fiji",7
"662",22,0.151329154324613,"fiji",7
"663",23,0.157635298893118,"fiji",7
"664",24,0.163894584942184,"fiji",7
"665",25,0.170107360659333,"fiji",7
"666",26,0.176273971644838,"fiji",7
"667",27,0.182394760930953,"fiji",7
"668",28,0.188470069000989,"fiji",7
"669",29,0.19450023380826,"fiji",7
"670",30,0.200485590794878,"fiji",7
"671",31,0.206426472910414,"fiji",7
"672",32,0.212323210630422,"fiji",7
"673",33,0.218176131974818,"fiji",7
"674",34,0.22398556252613,"fiji",7
"675",35,0.229751825447608,"fiji",7
"676",36,0.2354752415012,"fiji",7
"677",37,0.241156129065398,"fiji",7
"678",38,0.246794804152945,"fiji",7
"679",39,0.252391580428416,"fiji",7
"680",40,0.257946769225668,"fiji",7
"681",41,0.263460679565153,"fiji",7
"682",42,0.268933618171114,"fiji",7
"683",43,0.274365889488644,"fiji",7
"684",44,0.279757795700623,"fiji",7
"685",45,0.285109636744527,"fiji",7
"686",46,0.290421710329113,"fiji",7
"687",47,0.295694311950977,"fiji",7
"688",48,0.300927734910997,"fiji",7
"689",49,0.306122270330645,"fiji",7
"690",50,0.311278207168181,"fiji",7
"691",51,0.31639583223473,"fiji",7
"692",52,0.321475430210231,"fiji",7
"693",53,0.326517283659281,"fiji",7
"694",54,0.331521673046847,"fiji",7
"695",55,0.336488876753867,"fiji",7
"696",56,0.341419171092741,"fiji",7
"697",57,0.346312830322698,"fiji",7
"698",58,0.351170126665052,"fiji",7
"699",59,0.355991330318347,"fiji",7
"700",60,0.360776709473384,"fiji",7
"701",61,0.365526530328145,"fiji",7
"702",62,0.370241057102594,"fiji",7
"703",63,0.374920552053383,"fiji",7
"704",64,0.379565275488434,"fiji",7
"705",65,0.38417548578142,"fiji",7
"706",66,0.388751439386143,"fiji",7
"707",67,0.393293390850793,"fiji",7
"708",68,0.397801592832113,"fiji",7
"709",69,0.40227629610945,"fiji",7
"710",70,0.406717749598708,"fiji",7
"711",71,0.411126200366191,"fiji",7
"712",72,0.415501893642352,"fiji",7
"713",73,0.419845072835429,"fiji",7
"714",74,0.424155979544989,"fiji",7
"715",75,0.428434853575366,"fiji",7
"716",76,0.432681932948999,"fiji",7
"717",77,0.436897453919678,"fiji",7
"718",78,0.441081650985679,"fiji",7
"719",79,0.445234756902814,"fiji",7
"720",80,0.449357002697376,"fiji",7
"721",1,NA,"Iceland",6
"722",2,NA,"Iceland",6
"723",3,NA,"Iceland",6
"724",4,NA,"Iceland",6
"725",5,NA,"Iceland",6
"726",6,NA,"Iceland",6
"727",7,NA,"Iceland",6
"728",8,NA,"Iceland",6
"729",9,NA,"Iceland",6
"730",10,NA,"Iceland",6
"731",11,NA,"Iceland",6
"732",12,NA,"Iceland",6
"733",13,NA,"Iceland",6
"734",14,NA,"Iceland",6
"735",15,NA,"Iceland",6
"736",16,NA,"Iceland",6
"737",17,NA,"Iceland",6
"738",18,NA,"Iceland",6
"739",19,NA,"Iceland",6
"740",20,NA,"Iceland",6
"741",21,NA,"Iceland",6
"742",22,NA,"Iceland",6
"743",23,NA,"Iceland",6
"744",24,NA,"Iceland",6
"745",25,NA,"Iceland",6
"746",26,NA,"Iceland",6
"747",27,NA,"Iceland",6
"748",28,NA,"Iceland",6
"749",29,NA,"Iceland",6
"750",30,NA,"Iceland",6
"751",31,NA,"Iceland",6
"752",32,NA,"Iceland",6
"753",33,NA,"Iceland",6
"754",34,NA,"Iceland",6
"755",35,NA,"Iceland",6
"756",36,NA,"Iceland",6
"757",37,NA,"Iceland",6
"758",38,NA,"Iceland",6
"759",39,NA,"Iceland",6
"760",40,NA,"Iceland",6
