"","time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource","country"
"9","2017-10-24T09:36:24.190Z",36.9672,27.3833,10,4.6,"mwr",NA,44,0.958,1.5,"us","us1000aw8c","2017-10-25T08:16:13.147Z","8km SSW of Bodrum, Turkey","earthquake",2.2,1.9,0.127,6,"reviewed","us","us","Turkey"
"280","2017-09-29T16:08:40.270Z",36.9513,30.6565,89.38,4.6,"mb",NA,46,0.633,0.95,"us","us2000awn9","2017-09-29T21:06:18.936Z","5km NW of Antalya, Turkey","earthquake",6.5,6.2,0.098,31,"reviewed","us","us","Turkey"
"1108","2017-08-14T02:43:48.460Z",37.0957,27.6994,10,4.7,"mb",NA,49,0.943,1,"us","us2000a7wg","2017-09-25T21:08:04.040Z","24km ENE of Bodrum, Turkey","earthquake",5.2,1.8,0.065,71,"reviewed","us","us","Turkey"
"1122","2017-08-13T11:16:52.430Z",37.0514,27.7004,5.26,4.9,"mwr",NA,45,0.902,0.75,"us","us2000a7s6","2017-08-25T06:15:17.574Z","24km E of Bodrum, Turkey","earthquake",4.5,4,0.089,12,"reviewed","us","us","Turkey"
"1208","2017-08-08T07:42:22.230Z",36.9645,27.5711,10,5.3,"mww",NA,38,0.87,0.69,"us","us2000a5vf","2017-10-25T00:38:02.040Z","15km ESE of Bodrum, Turkey","earthquake",4.2,1.8,0.065,23,"reviewed","us","us","Turkey"
"1225","2017-08-07T05:18:48.480Z",36.9252,27.5448,10,4.6,"mb",NA,46,0.848,0.79,"us","us2000a5ft","2017-10-25T00:38:01.040Z","16km SE of Bodrum, Turkey","earthquake",1.8,1.8,0.055,100,"reviewed","us","us","Turkey"
"1463","2017-07-21T01:38:49.930Z",36.8561,27.5779,10,4.6,"mb",NA,49,0.776,0.79,"us","us20009ys1","2017-10-11T01:04:00.040Z","16km NW of Datca, Turkey","earthquake",5,1.9,0.082,44,"reviewed","us","us","Turkey"
"2251","2017-05-28T11:04:59.370Z",38.764,27.7784,3.3,4.9,"mwr",NA,28,0.668,0.78,"us","us10008vw5","2017-08-15T02:26:44.040Z","13km WNW of Golmarmara, Turkey","earthquake",4.8,4.3,0.065,23,"reviewed","us","us","Turkey"
"2259","2017-05-28T02:52:56.460Z",38.7811,27.8031,10,4.8,"mwr",NA,25,0.658,0.57,"us","us10008vur","2017-08-15T02:26:43.040Z","12km NW of Golmarmara, Turkey","earthquake",4.3,1.8,0.06,27,"reviewed","us","us","Turkey"
"2260","2017-05-28T02:50:27.280Z",38.7688,27.7848,10,4.6,"mb",NA,26,0.666,0.68,"us","us10008vup","2017-08-15T02:26:43.040Z","12km WNW of Golmarmara, Turkey","earthquake",5.5,1.9,0.059,87,"reviewed","us","us","Turkey"
"2266","2017-05-27T15:53:24.250Z",38.7729,27.8234,10,5.1,"mwr",NA,24,0.64,1.06,"us","us10008vt5","2017-08-10T01:34:04.040Z","10km NW of Golmarmara, Turkey","earthquake",4.7,1.8,0.066,22,"reviewed","us","us","Turkey"
"2501","2017-05-11T17:58:02.740Z",40.0382,40.7422,13.43,5.1,"mb",NA,30,0.189,0.72,"us","us10008riw","2017-08-01T23:02:30.040Z","13km NNE of Askale, Turkey","earthquake",4.7,3.4,0.035,270,"reviewed","us","us","Turkey"
"2695","2017-05-01T16:30:42.480Z",38.2272,42.9497,10,4.5,"mb",NA,49,0.12,0.88,"us","us10008mku","2017-07-29T03:16:13.040Z","15km WSW of Gevas, Turkey","earthquake",5.4,1.9,0.099,30,"reviewed","us","us","Turkey"
"2889","2017-04-21T14:12:22.570Z",38.661,27.6692,10,4.9,"mb",NA,35,0.717,1.24,"us","us10008jiy","2017-07-11T01:48:40.040Z","12km SE of Saruhanli, Turkey","earthquake",2.8,1.9,0.093,36,"reviewed","us","us","Turkey"
"2890","2017-04-21T13:09:22.060Z",38.7709,29.0638,10,5,"mb",NA,31,0.485,0.92,"us","us10008ji3","2017-07-11T01:48:40.040Z","17km E of Selendi, Turkey","earthquake",2.8,1.8,0.057,100,"reviewed","us","us","Turkey"
"3021","2017-04-13T16:22:16.250Z",37.1253,28.6913,10,5,"mwr",NA,31,1.018,0.9,"us","us10008hbd","2017-07-05T18:09:58.040Z","24km E of Ula, Turkey","earthquake",5.2,1.8,0.061,26,"reviewed","us","us","Turkey"
"3289","2017-03-29T18:10:45.770Z",38.1884,31.0352,10,4.5,"mb",NA,62,0.539,0.76,"us","us10008d42","2017-06-16T23:08:02.040Z","7km NNE of Gelendost, Turkey","earthquake",2.1,1.9,0.163,11,"reviewed","us","us","Turkey"
"3420","2017-03-20T14:39:46.380Z",38.5214,39.7883,8.72,4.5,"mb",NA,144,1.592,0.51,"us","us20008tb9","2017-06-12T19:46:51.040Z","9km NW of Alacakaya, Turkey","earthquake",5.2,8.2,0.272,4,"reviewed","us","us","Turkey"
"3692","2017-03-02T11:07:26.880Z",37.616,38.4305,10,5.6,"mww",NA,30,1.068,0.61,"us","us100086gw","2017-05-24T02:48:13.040Z","5km NW of Samsat, Turkey","earthquake",5,1,0.056,31,"reviewed","us","us","Turkey"
"3786","2017-02-25T21:06:04.610Z",37.059,36.0706,2.31,4.6,"mb",NA,50,0.917,0.74,"us","us20008mfu","2017-05-17T01:19:40.040Z","6km W of Toprakkale, Turkey","earthquake",5,4.8,0.066,69,"reviewed","us","us","Turkey"
"3938","2017-02-16T00:19:00.240Z",39.5439,26.1208,7.1,4.5,"mwr",NA,33,1.351,0.87,"us","us20008k41","2017-05-13T01:03:21.040Z","19km WNW of Behram, Turkey","earthquake",4.4,4.2,0.066,22,"reviewed","us","us","Turkey"
"4000","2017-02-12T13:48:16.090Z",39.6004,26.0884,6.01,5.3,"mww",NA,41,1.294,0.52,"us","us20008jcc","2017-05-13T01:03:17.040Z","24km WNW of Behram, Turkey","earthquake",4.9,3.6,0.055,32,"reviewed","us","us","Turkey"
"4048","2017-02-10T12:27:32.940Z",39.7726,42.5989,10,4.5,"mb",NA,43,0.923,0.82,"us","us20008iwv","2017-05-09T01:24:33.040Z","7km WSW of Eleskirt, Turkey","earthquake",5.2,1.2,0.063,73,"reviewed","us","us","Turkey"
"4052","2017-02-10T08:55:26.860Z",39.5487,26.1913,9.82,4.5,"mwr",NA,35,1.308,0.89,"us","us20008ivd","2017-05-09T01:24:32.040Z","13km WNW of Behram, Turkey","earthquake",4.6,4.3,0.06,27,"reviewed","us","us","Turkey"
"4084","2017-02-08T01:38:03.780Z",39.544,26.1724,10,4.5,"mwr",NA,32,1.322,0.74,"us","us20008idh","2017-05-09T01:24:30.040Z","14km WNW of Behram, Turkey","earthquake",4.1,1.8,0.057,30,"reviewed","us","us","Turkey"
"4089","2017-02-07T21:00:54.360Z",39.5687,26.1652,6.1,4.5,"mb",NA,32,1.326,0.67,"us","us20008ibf","2017-05-09T01:24:30.040Z","16km WNW of Behram, Turkey","earthquake",1.5,4.7,0.085,41,"reviewed","us","us","Turkey"
"4099","2017-02-07T05:17:09.110Z",39.495,26.253,10,4.6,"mb",NA,41,1.265,1.04,"us","us20008kiw","2017-05-09T01:24:29.040Z","6km W of Behram, Turkey","earthquake",4.3,1.9,0.206,10,"reviewed","us","us","Turkey"
"4117","2017-02-06T11:45:01.970Z",39.5394,26.1373,10,4.9,"mb",NA,42,1.35,0.85,"us","us20008hwu","2017-05-09T01:24:28.040Z","17km WNW of Behram, Turkey","earthquake",2,1.9,0.14,16,"reviewed","us","us","Turkey"
"4118","2017-02-06T10:58:02.270Z",39.5734,26.0755,7.21,5.2,"mww",NA,33,1.32,1.01,"us","us20008hwm","2017-05-09T01:24:28.040Z","23km WNW of Behram, Turkey","earthquake",4.4,3.5,0.061,26,"reviewed","us","us","Turkey"
"4123","2017-02-06T03:51:40.640Z",39.5986,26.0647,10,5.3,"mww",NA,33,1.295,0.65,"us","us20008hv1","2017-05-09T01:24:28.040Z","25km WNW of Behram, Turkey","earthquake",4.5,1.7,0.047,43,"reviewed","us","us","Turkey"
"6593","2016-10-19T12:18:47.060Z",36.0904,30.5099,54.41,4.7,"mb",NA,55,0.745,0.86,"us","us20007fbb","2017-01-15T01:14:01.040Z","32km SE of Beykonak, Turkey","earthquake",3.6,6.9,0.071,60,"reviewed","us","us","Turkey"
"6662","2016-10-15T08:18:32.870Z",42.2088,30.7242,6.4,5.1,"mww",NA,22,1.772,0.84,"us","us20007ebw","2017-01-15T01:13:52.040Z","117km NNW of Eregli, Turkey","earthquake",5.6,4.1,NA,NA,"reviewed","us","us","Turkey"
"7299","2016-09-12T08:26:04.930Z",38.901,27.747,10,4.5,"mb",NA,25,0.234,1.07,"us","us10006nzz","2016-12-07T02:56:12.040Z","8km WSW of Akhisar, Turkey","earthquake",5.1,1.9,0.093,34,"reviewed","us","us","Turkey"
"10850","2016-03-22T13:25:18.310Z",35.7611,31.7328,63.14,4.5,"mb",NA,52,1.53,0.74,"us","us20005bpy","2016-06-09T21:41:56.040Z","77km SW of Gazipasa, Turkey","earthquake",2,7.2,0.059,83,"reviewed","us","us","Turkey"
"12068","2016-01-10T17:40:49.510Z",39.5649,34.3373,10,5,"mwr",NA,42,0.562,0.85,"us","us10004dbv","2016-11-10T22:07:49.867Z","7km SW of Mecidiye, Turkey","earthquake",3.7,1.4,0.053,34,"reviewed","us","us","Turkey"
"12666","2015-12-07T23:27:19.390Z",39.1998,40.2894,10,4.5,"mwr",NA,28,1.506,0.68,"us","us100044xr","2016-03-02T03:36:38.040Z","13km SSW of Kigi, Turkey","earthquake",3.9,1.9,0.065,23,"reviewed","us","us","Turkey"
"12788","2015-12-02T23:27:09.890Z",39.2826,40.2553,10,5.4,"mww",NA,13,0.272,0.71,"us","us100042v4","2017-10-11T21:18:20.775Z","8km WSW of Kigi, Turkey","earthquake",4.1,1.7,NA,NA,"reviewed","us","us","Turkey"
"12856","2015-11-29T00:28:11.870Z",38.8236,37.7358,10,4.9,"mb",NA,28,0.32,0.93,"us","us100041yx","2016-11-10T22:02:42.863Z","8km SE of Kulucak, Turkey","earthquake",4.8,1.8,0.049,130,"reviewed","us","us","Turkey"
"13505","2015-10-29T09:46:42.170Z",39.0744,43.8017,14.76,4.7,"mb",NA,55,1.294,1.09,"us","us200040e1","2016-11-10T21:57:37.829Z","12km SW of Caldiran, Turkey","earthquake",6.1,4.4,0.065,73,"reviewed","us","us","Turkey"
"13847","2015-10-09T14:39:15.000Z",40.6847,36.6897,5,5.1,"mwr",NA,NA,NA,0.99,"us","us10003mgj","2016-11-10T21:55:28.788Z","10km E of Erbaa, Turkey","earthquake",5.3,1.9,0.047,43,"reviewed","isk","us","Turkey"
"13891","2015-10-06T21:27:33.000Z",36.1682,29.8952,22.4,5.2,"mww",NA,NA,NA,0.87,"us","us10003ksq","2016-11-10T21:55:19.617Z","11km SW of Demre, Turkey","earthquake",5.6,3.6,NA,NA,"reviewed","isk","us","Turkey"
"14578","2015-09-13T02:57:27.600Z",37.1173,28.9672,4.35,4.5,"mb",NA,49,0.839,0.79,"us","us20003j43","2015-12-12T00:42:50.040Z","35km SSW of Konak, Turkey","earthquake",5,4.6,0.079,47,"reviewed","us","us","Turkey"
"14752","2015-09-07T00:37:37.900Z",39.18,40.28,5,4.5,"mwr",NA,NA,NA,1.06,"us","us20003h1b","2015-12-05T01:40:33.040Z","16km SSW of Kigi, Turkey","earthquake",5.2,4.8,0.071,19,"reviewed","isk","us","Turkey"
"15075","2015-08-18T21:19:44.530Z",35.6473,31.2871,47.26,5,"mww",NA,45,1.484,0.77,"us","us1000339b","2015-11-17T00:13:36.040Z","115km SW of Gazipasa, Turkey","earthquake",5.1,4.8,NA,NA,"reviewed","us","us","Turkey"
"15462","2015-07-29T22:00:55.810Z",36.5646,34.9787,29.62,4.9,"mwr",NA,28,1.889,0.87,"us","us10002w89","2015-10-22T20:05:15.040Z","35km W of Karatas, Turkey","earthquake",5.4,4.5,0.068,21,"reviewed","us","us","Turkey"
"15587","2015-07-24T02:39:43.740Z",40.2844,26.266,9.73,4.8,"mb",NA,33,0.195,0.85,"us","us20002zr5","2015-10-22T20:04:55.040Z","13km NW of Eceabat, Turkey","earthquake",3.4,2.7,0.054,108,"reviewed","us","us","Turkey"
"16136","2015-06-23T22:35:20.120Z",38.6873,43.1797,5,4.5,"mwr",NA,NA,NA,0.98,"us","us10002l9m","2015-09-01T00:53:55.040Z","27km NW of Van, Turkey","earthquake",6.3,2.8,0.086,13,"reviewed","isk","us","Turkey"
"18534","2015-02-16T11:52:46.190Z",37.2188,30.0841,10,4.7,"mb",NA,46,0.49,1.01,"us","usb000tpmv","2015-05-11T23:20:18.040Z","14km S of Kemer, Turkey","earthquake",5.9,1.9,0.077,52,"reviewed","us","us","Turkey"
"18653","2015-02-10T08:56:29.860Z",37.1685,30.0058,5,4.5,"mb",NA,NA,NA,0.76,"us","usc000tnmn","2015-05-04T22:47:52.040Z","20km NW of Korkuteli, Turkey","earthquake",6.3,4.6,0.083,42,"reviewed","isk","us","Turkey"
"18986","2015-01-21T13:58:03.400Z",38.25,42.86,4,4.5,"mb",NA,NA,NA,0.96,"us","usc000thtl","2015-04-20T16:05:38.040Z","14km NNE of Bahcesaray, Turkey","earthquake",7.6,2.7,0.1,30,"reviewed","isk","us","Turkey"
"20051","2014-11-28T02:30:07.600Z",39.32,28.99,10,4.5,"mwr",NA,NA,NA,0.76,"us","usb000t0sw","2015-02-24T00:35:08.040Z","23km W of Emet, Turkey","earthquake",4.9,1.9,0.093,11,"reviewed","isk","us","Turkey"
"20521","2014-11-10T06:16:40.460Z",37.138,28.785,12.9,4.8,"mwr",NA,NA,NA,1.02,"us","usc000svyz","2015-01-31T02:50:15.040Z","32km E of Ula, Turkey","earthquake",3.7,3.3,0.058,29,"reviewed","isk","us","Turkey"
"21961","2014-09-04T21:00:04.300Z",36.21,30.82,46,5.3,"mww",NA,NA,NA,0.94,"us","usb000s99n","2015-01-29T01:26:27.158Z","41km SE of Tekirova, Turkey","earthquake",5.2,4.5,NA,NA,"reviewed","isk","us","Turkey"
"21976","2014-09-04T03:53:01.280Z",41.6437,32.5123,4.5,4.5,"mb",NA,NA,NA,1,"us","usc000s9uu","2014-12-05T23:36:31.040Z","12km WNW of Ulus, Turkey","earthquake",3.9,3,0.221,9,"reviewed","isk","us","Turkey"
"22183","2014-08-24T19:43:30.750Z",37.683,30.6288,7.4,5.1,"mww",NA,NA,NA,1.09,"us","usb000s5w4","2016-12-01T08:24:42.990Z","9km ENE of Aglasun, Turkey","earthquake",5.1,3.6,NA,NA,"reviewed","isk","us","Turkey"
"23280","2014-07-03T05:04:46.230Z",40.2083,27.9282,12.1,4.6,"mwr",NA,NA,NA,0.77,"us","usc000rpuu","2014-10-04T19:59:52.000Z","16km SSW of Bandirma, Turkey","earthquake",NA,4.7,0.065,23,"reviewed","isk","us","Turkey"
"23752","2014-06-19T20:30:47.440Z",35.813,32.06,71.02,4.5,"mb",NA,81,1.342,0.73,"us","usb000rh6j","2015-01-30T18:42:13.127Z","55km SSW of Gazipasa, Turkey","earthquake",NA,5,0.065,75,"reviewed","us","us","Turkey"
"23940","2014-06-09T03:38:34.900Z",36.7453,36.0505,17.6,4.6,"mwr",NA,NA,NA,2.54,"us","usc000rctx","2014-08-30T17:03:02.000Z","19km NW of Denizciler, Turkey","earthquake",NA,3.8,0.069,20,"reviewed","isk","us","Turkey"
"24286","2014-05-25T11:38:38.000Z",40.4235,26.1442,13.1,4.9,"mwr",NA,NA,NA,1.2,"us","usb000r3dw","2015-01-30T05:04:01.863Z","31km NE of Gokceada, Turkey","earthquake",NA,4,0.062,25,"reviewed","isk","us","Turkey"
"24297","2014-05-24T14:49:14.300Z",40.4013,25.9517,2.1,4.5,"mb",NA,NA,NA,1.01,"us","usb000r2nx","2014-08-23T08:36:46.000Z","22km N of Gokceada, Turkey","earthquake",NA,4.7,0.382,2,"reviewed","isk","us","Turkey"
"24299","2014-05-24T10:11:40.430Z",40.3892,26.1418,9,4.6,"mb",NA,NA,NA,1.01,"us","usb000r2ht","2014-08-23T08:36:45.000Z","28km NE of Gokceada, Turkey","earthquake",NA,3.8,0.165,11,"reviewed","isk","us","Turkey"
"24694","2014-05-05T05:05:40.770Z",36.092,31.065,90.6,4.5,"mb",NA,NA,NA,0.95,"us","usb000qa6c","2014-07-27T21:51:22.000Z","66km SE of Tekirova, Turkey","earthquake",NA,4.7,0.059,84,"reviewed","isk","us","Turkey"
"26384","2014-03-06T15:15:22.250Z",35.9908,31.2739,62.49,4.5,"mb",NA,48,1.336,0.78,"us","usc000n43d","2014-05-15T02:23:19.000Z","82km SSW of Avsallar, Turkey","earthquake",NA,5.6,0.059,87,"reviewed","us","us","Turkey"
"26650","2014-02-18T21:51:36.500Z",38.82,43.53,10,4.5,"mb",NA,NA,NA,1.05,"us","usc000mt3m","2014-04-30T21:18:25.000Z","27km SSE of Ercis, Turkey","earthquake",NA,1.8,0.072,57,"reviewed","isk","us","Turkey"
"26732","2014-02-14T00:33:40.500Z",36.74,36.08,10,4.7,"mwr",NA,NA,NA,0.85,"us","usc000mq8w","2015-01-30T22:59:04.157Z","16km NW of Denizciler, Turkey","earthquake",NA,4.1,0.083,14,"reviewed","isk","us","Turkey"
"27751","2013-12-28T18:55:03.950Z",35.7262,31.3125,49.05,4.5,"mb",NA,110,1.526,0.92,"us","usc000ltdi","2014-02-28T08:44:11.000Z","107km SSW of Avsallar, Turkey","earthquake",NA,5.6,0.067,NA,"reviewed","us","us","Turkey"
"27759","2013-12-28T15:21:04.090Z",36.028,31.31,40.7,5.9,"mww",NA,26,1.34,1.08,"us","usc000ltax","2017-10-11T20:44:40.671Z","77km SSW of Avsallar, Turkey","earthquake",NA,3.3,NA,NA,"reviewed","us","us","Turkey"
"27815","2013-12-25T18:11:36.900Z",36.94,31.06,91,4.5,"mb",NA,NA,NA,2.17,"us","usc000lrgn","2014-02-28T08:44:07.000Z","4km NW of Serik, Turkey","earthquake",NA,5.6,0.101,NA,"reviewed","isk","us","Turkey"
"28155","2013-12-08T17:31:56.380Z",36.6148,31.2427,88.6,4.9,"mb",NA,NA,NA,0.88,"us","usb000ldsa","2015-01-30T10:05:26.338Z","21km SW of Side, Turkey","earthquake",NA,2,0.057,NA,"reviewed","isk","us","Turkey"
"28377","2013-11-27T04:13:37.390Z",40.851,27.9198,9.6,4.5,"mb",NA,NA,NA,0.82,"us","usb000l74s","2015-01-31T03:07:26.904Z","13km SSW of Marmaraereglisi, Turkey","earthquake",NA,4.4,0.151,NA,"reviewed","isk","us","Turkey"
"28444","2013-11-24T20:49:38.670Z",40.8205,31.8691,5.99,5.1,"mb",NA,25,0.588,1.14,"us","usb000l5v1","2015-01-30T01:02:45.490Z","14km WNW of Yenicaga, Turkey","earthquake",NA,4,0.06,NA,"reviewed","us","us","Turkey"
"29244","2013-10-23T12:24:22.450Z",36.2912,34.3423,5,4.5,"mb",NA,NA,NA,1.33,"us","usb000kj64","2014-01-03T00:32:51.000Z","34km S of Erdemli, Turkey","earthquake",NA,2.1,0.086,NA,"reviewed","isk","us","Turkey"
"29921","2013-09-17T20:40:51.140Z",39.0234,41.4924,5.33,5,"mb",NA,34,2.012,1.15,"us","usc000jwi4","2013-12-09T21:11:07.000Z","16km S of Varto, Turkey","earthquake",NA,4.3,0.058,NA,"reviewed","us","us","Turkey"
"30761","2013-07-30T05:33:09.760Z",40.292,25.867,10.2,4.6,"mb",80,36,NA,1.14,"us","usc000isd7","2015-01-30T04:20:16.228Z","10km NNW of Gokceada, Turkey","earthquake",NA,2.7,NA,38,"reviewed","us","us","Turkey"
"30909","2013-07-21T21:43:41.670Z",41.136,33.504,4.1,4.5,"mb",28,100,NA,NA,"us","usb000ijb0","2014-11-07T01:51:19.178Z","10km S of Ihsangazi, Turkey","earthquake",NA,NA,NA,9,"reviewed","isk","us","Turkey"
"31529","2013-06-12T19:02:53.950Z",38.654,43.581,11.8,4.5,"mb",67,86,NA,0.69,"us","usc000hnc9","2014-11-07T01:51:03.978Z","27km ENE of Van, Turkey","earthquake",NA,4.1,NA,50,"reviewed","us","us","Turkey"
"31744","2013-05-29T14:43:32.000Z",39.115,29.173,2.5,4.5,"mb",13,91.7,NA,NA,"us","usb000h85k","2014-11-07T01:50:55.620Z","10km NNW of Saphane, Turkey","earthquake",NA,NA,NA,2,"reviewed","isk","us","Turkey"
"32065","2013-05-16T03:02:03.350Z",37.044,28.402,7.8,4.9,"mb",195,28,NA,1.27,"us","usb000gwsz","2015-01-30T14:43:50.067Z","6km S of Ula, Turkey","earthquake",NA,4.4,NA,137,"reviewed","us","us","Turkey"
"32331","2013-04-28T16:30:53.200Z",36.94,27.76,6,4.5,"mb",49,44.2,NA,NA,"us","usb000gh38","2014-11-07T01:50:39.384Z","23km NNE of Datca, Turkey","earthquake",NA,NA,NA,10,"reviewed","csem","us","Turkey"
"33486","2013-02-21T10:18:49.940Z",37.405,26.932,5,4.5,"mwr",98,44.3,NA,NA,"us","usc000fayn","2015-01-30T22:36:14.621Z","22km WSW of Didim, Turkey","earthquake",NA,NA,NA,NA,"reviewed","isk","us","Turkey"
"35015","2012-12-23T06:38:57.450Z",38.458,44.868,12.4,5.2,"mb",198,43.2,NA,0.89,"us","usp000jxa7","2015-03-24T02:15:00.689Z","Turkey-Iran border region","earthquake",NA,4,NA,131,"reviewed","us","us","Turkey-Iran border region"
"35570","2012-11-20T17:56:28.360Z",39.488,39.852,5,4.5,"mb",71,37.5,NA,NA,"us","usp000jvw1","2014-11-07T01:49:24.710Z","eastern Turkey","earthquake",NA,NA,NA,12,"reviewed","isk","us","eastern Turkey"
"35697","2012-11-13T23:55:48.900Z",37.27,37.11,13,4.5,"mb",102,35.4,NA,NA,"us","usp000jvjf","2015-03-24T02:26:22.612Z","central Turkey","earthquake",NA,NA,NA,18,"reviewed","isk","us","central Turkey"
"36259","2012-10-16T10:25:04.700Z",37.297,37.135,14,4.6,"mb",67,39.9,NA,NA,"us","usp000ju1s","2014-11-07T01:49:06.045Z","central Turkey","earthquake",NA,NA,NA,18,"reviewed","isk","us","central Turkey"
"36261","2012-10-16T01:16:02.730Z",37.002,37.108,9.2,4.5,"mb",91,61.1,NA,NA,"us","usp000ju1f","2014-11-07T01:49:05.969Z","central Turkey","earthquake",NA,NA,NA,25,"reviewed","isk","us","central Turkey"
"36689","2012-09-19T09:17:46.820Z",37.309,37.097,7,4.9,"mb",175,35.1,NA,NA,"us","usp000jsk2","2015-03-24T01:32:41.789Z","central Turkey","earthquake",NA,NA,NA,83,"reviewed","isk","us","central Turkey"
"37596","2012-08-05T20:37:23.800Z",37.421,42.965,17.5,5,"mb",126,44.4,NA,1.18,"us","usp000jpxn","2014-11-07T01:48:31.020Z","Turkey-Syria-Iraq border region","earthquake",NA,6,NA,49,"reviewed","us","us","Turkey-Syria-Iraq border region"
"37800","2012-07-24T22:53:39.560Z",38.685,43.432,5,4.5,"mb",91,39.1,NA,NA,"us","usp000jpe0","2014-11-07T01:48:23.619Z","eastern Turkey","earthquake",NA,NA,NA,31,"reviewed","isk","us","eastern Turkey"
"37850","2012-07-22T09:26:02.990Z",37.546,36.384,7.6,5,"mb",226,54.4,NA,NA,"us","usp000jpab","2015-03-24T02:40:50.791Z","central Turkey","earthquake",NA,NA,NA,128,"reviewed","isk","us","central Turkey"
"38308","2012-06-24T20:07:20.670Z",38.709,43.645,5,4.9,"mb",139,34.9,NA,NA,"us","usp000jn6q","2014-11-07T01:48:08.670Z","eastern Turkey","earthquake",NA,NA,NA,60,"reviewed","isk","us","eastern Turkey"
"38414","2012-06-19T01:46:13.420Z",39.142,29.156,9.3,4.6,"mb",173,46,NA,NA,"us","usp000jmyc","2014-11-07T01:48:06.762Z","western Turkey","earthquake",NA,NA,NA,52,"reviewed","isk","us","western Turkey"
"38491","2012-06-14T05:52:53.610Z",37.294,42.325,5.4,5.3,"mb",338,35.7,NA,NA,"us","usp000jmr8","2015-03-24T02:17:37.937Z","Turkey-Syria-Iraq border region","earthquake",NA,NA,NA,244,"reviewed","isk","us","Turkey-Syria-Iraq border region"
"38575","2012-06-07T20:54:25.840Z",40.848,27.921,14.9,4.9,"mb",208,30.6,NA,NA,"us","usp000jmg2","2015-03-24T01:30:12.736Z","western Turkey","earthquake",NA,NA,NA,51,"reviewed","isk","us","western Turkey"
"39150","2012-05-03T15:20:25.670Z",39.175,29.092,3.1,5.2,"mwb",262,19.6,NA,NA,"us","usp000jjyr","2015-03-24T01:28:55.971Z","western Turkey","earthquake",NA,NA,NA,NA,"reviewed","isk","us","western Turkey"
"39193","2012-05-01T14:48:28.480Z",38.657,26.655,12.2,4.9,"mb",281,13.4,NA,NA,"us","usp000jjv2","2015-03-24T01:28:52.787Z","near the coast of western Turkey","earthquake",NA,NA,NA,96,"reviewed","isk","us","near the coast of western Turkey"
"39258","2012-04-28T03:17:04.110Z",38.493,40.743,5,4.7,"mb",193,29.9,NA,NA,"us","usp000jjq0","2014-11-07T01:47:37.755Z","eastern Turkey","earthquake",NA,NA,NA,101,"reviewed","isk","us","eastern Turkey"
"39276","2012-04-26T22:05:33.900Z",39.124,29.079,8,4.6,"mb",177,23.5,NA,NA,"us","usp000jjn3","2014-11-07T01:47:37.473Z","western Turkey","earthquake",NA,NA,NA,31,"reviewed","isk","us","western Turkey"
"39468","2012-04-18T23:30:58.170Z",38.836,43.581,5,4.5,"mb",71,42,NA,NA,"us","usp000jj72","2014-11-07T01:47:34.121Z","eastern Turkey","earthquake",NA,NA,NA,25,"reviewed","isk","us","eastern Turkey"
"39541","2012-04-16T10:11:09.790Z",39.137,29.153,6,4.5,"mb",38,70.2,NA,NA,"us","usp000jj2d","2014-11-07T01:47:32.761Z","western Turkey","earthquake",NA,NA,NA,2,"reviewed","isk","us","western Turkey"
"40094","2012-03-26T10:35:32.640Z",39.171,42.33,5,5,"mwr",294,28.3,NA,NA,"us","usp000jgts","2014-11-07T01:47:19.393Z","eastern Turkey","earthquake",NA,NA,NA,NA,"reviewed","isk","us","eastern Turkey"
"40916","2012-02-20T06:34:27.100Z",38.141,27.49,8.5,4.5,"mb",97,26.3,NA,NA,"us","usp000jf4w","2015-03-24T01:26:24.949Z","western Turkey","earthquake",NA,NA,NA,14,"reviewed","isk","us","western Turkey"
"40966","2012-02-17T09:32:58.050Z",38.696,43.212,4.9,4.7,"mb",108,41.7,NA,NA,"us","usp000jf19","2015-03-24T01:26:11.403Z","eastern Turkey","earthquake",NA,NA,NA,36,"reviewed","isk","us","eastern Turkey"
"40980","2012-02-16T11:01:03.540Z",38.653,37.457,3.1,4.7,"mb",111,54.6,NA,NA,"us","usp000jf0b","2015-03-24T01:26:08.675Z","central Turkey","earthquake",NA,NA,NA,32,"reviewed","isk","us","central Turkey"
"41431","2012-01-29T04:14:57.560Z",38.823,43.599,5,4.5,"mb",111,23.8,NA,NA,"us","usp000je47","2014-11-07T01:46:51.602Z","eastern Turkey","earthquake",NA,NA,NA,36,"reviewed","isk","us","eastern Turkey"
"41610","2012-01-20T09:57:36.970Z",38.695,43.451,5,4.7,"mb",81,34.7,NA,NA,"us","usp000jdrj","2014-11-07T01:46:48.525Z","eastern Turkey","earthquake",NA,NA,NA,31,"reviewed","isk","us","eastern Turkey"
"41807","2012-01-12T00:26:32.820Z",36.077,31.104,65.9,4.5,"mb",106,84.6,NA,1.05,"us","usp000jdcd","2014-11-07T01:46:46.336Z","western Turkey","earthquake",NA,3.4,NA,34,"reviewed","us","us","western Turkey"
"41921","2012-01-06T20:35:13.860Z",36.195,29.061,56.5,4.5,"mb",77,92.9,NA,0.82,"us","usp000jd4z","2014-11-07T01:46:44.289Z","western Turkey","earthquake",NA,3.2,NA,13,"reviewed","us","us","western Turkey"
